Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"SoundHunters: Increasing Learner Phonological Awareness in Plains Cree","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_28","Delaney LothianGokce AkcayirAnaka SparrowOwen McleodCarrie Demmans Epp","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_28","Chapter"
"Phonological awareness and reading abilities in elementary-school students with severe-to-profound prelingual hearing loss and unilateral cochlear implants","The Egyptian Journal of Otolaryngology","","38","1","10.1186/s43163-022-00291-1","Mariam S. ShadiNirvana G. HafezShereen A. TahaElham M. Hassan","2022","http://link.springer.com/article/10.1186/s43163-022-00291-1","Article"
"The Contribution of Perceptual Reasoning Skills to Phonological Awareness for School Age Autistic Children","Journal of Autism and Developmental Disorders","","","","10.1007/s10803-022-05834-2","Charlotte RimmerGwenaëlle Philibert-LignièresGrace IarocciEve-Marie Quintin","2023","http://link.springer.com/article/10.1007/s10803-022-05834-2","Article"
"Understanding the role of cross-language transfer of phonological awareness in emergent Hindi–English biliteracy acquisition","Reading and Writing","","","","10.1007/s11145-022-10253-x","Priyanka PatelNandini Chatterjee SinghMinna Torppa","2022","http://link.springer.com/article/10.1007/s11145-022-10253-x","Article"
"Associations between morphological awareness and literacy skills in German primary school children: the roles of grade level, phonological processing and vocabulary","Reading and Writing","","35","7","10.1007/s11145-021-10247-1","Astrid HaaseClaudia Steinbrink","2022","http://link.springer.com/article/10.1007/s11145-021-10247-1","Article"
"Early phonological training preceding kindergarten training: effects on reading and spelling","Reading and Writing","","35","8","10.1007/s11145-022-10261-x","Ulrika WolffJan-Eric Gustafsson","2022","http://link.springer.com/article/10.1007/s11145-022-10261-x","Article"
"Tone matters for Cantonese–English bilingual children’s English word reading development: A unified model of phonological transfer","Memory & Cognition","","45","2","10.3758/s13421-016-0657-0","Xiuli TongXinjie HeS. Hélène Deacon","2017","http://link.springer.com/article/10.3758/s13421-016-0657-0","Article"
"Are phonological skills as crucial for literacy acquisition in Japanese as in English as well as in accounting for developmental dyslexia in English and in Japanese?","Journal of Cultural Cognitive Science","","7","2","10.1007/s41809-023-00126-2","Taeko N. Wydell","2023","http://link.springer.com/article/10.1007/s41809-023-00126-2","Article"
"Neither action nor phonological video games make dyslexic children read better","Scientific Reports","","8","1","10.1038/s41598-017-18878-7","Magdalena ŁuniewskaKatarzyna ChylAgnieszka DębskaAgnieszka KacprzakJoanna PlewkoMarcin SzczerbińskiJakub SzewczykAnna GrabowskaKatarzyna Jednoróg","2018","http://link.springer.com/article/10.1038/s41598-017-18878-7","Article"
"Phonological and orthographic processing in basic literacy adults and dyslexic children","Reading and Writing","","36","7","10.1007/s11145-022-10347-6","Régine KolinskyMéghane Tossonian","2023","http://link.springer.com/article/10.1007/s11145-022-10347-6","Article"
"Effects of computerized grapho-phonological training on literacy acquisition and vocabulary knowledge in children with an immigrant background learning German as L2","Journal of Cultural Cognitive Science","","4","3","10.1007/s41809-020-00064-3","Marita KonerdingKirstin BergströmThomas LachmannMaria Klatte","2020","http://link.springer.com/article/10.1007/s41809-020-00064-3","Article"
"Dutch dyslexic adolescents: phonological-core variable-orthographic differences","Reading and Writing","","22","2","10.1007/s11145-007-9105-7","Judith BekebredeAryan van der LeijDavid L. Share","2009","http://link.springer.com/article/10.1007/s11145-007-9105-7","Article"
"Phonological processing skills in children with myelomeningocele and shunted hydrocephalus","Cerebrospinal Fluid Research","","1","1","10.1186/1743-8454-1-S1-S6","B VachhaRC Adams","2004","http://link.springer.com/article/10.1186/1743-8454-1-S1-S6","Article"
"Phonological similarity neighborhoods and children’s short-term memory: Typical development and dyslexia","Memory & Cognition","","33","7","10.3758/BF03193223","Jennifer M. ThomsonUlla RichardsonUsha Goswami","2005","http://link.springer.com/article/10.3758/BF03193223","Article"
"The influence of orthographic experience on the development of phonological preparation in spoken word production","Memory & Cognition","","45","6","10.3758/s13421-017-0712-5","Chuchu LiMin Wang","2017","http://link.springer.com/article/10.3758/s13421-017-0712-5","Article"
"Effects of a developmental dyslexia remediation protocol based on the training of audio-phonological cognitive processes in dyslexic children with high intellectual potential: study protocol for a multiple-baseline single-case experimental design","BMC Pediatrics","","23","1","10.1186/s12887-023-04189-6","Gaëlle DarrotAuriane GrosValeria ManeraBruno De CaraSylvane FaureXavier CorveleynKarine Harrar-Eskinazi","2023","http://link.springer.com/article/10.1186/s12887-023-04189-6","Article"
"Predicting the development of early reading in Chinese–Dutch bilinguals","Reading and Writing","","35","3","10.1007/s11145-021-10195-w","Han YuanEliane SegersLudo Verhoeven","2022","http://link.springer.com/article/10.1007/s11145-021-10195-w","Article"
"Isolating phonological components that increase tip-of-the-tongue resolution","Memory & Cognition","","31","8","10.3758/BF03195798","Lise AbramsKatherine K. WhiteStacy L. Eitel","2003","http://link.springer.com/article/10.3758/BF03195798","Article"
"Poor readers’ use of orthographic information in learning to read new words: A visual bias or a phonological deficit?","Memory & Cognition","","36","3","10.3758/MC.36.3.629","Alan M. McNeilRhona S. Johnston","2008","http://link.springer.com/article/10.3758/MC.36.3.629","Article"
"The relationship between morphological awareness and word reading in Brazilian Portuguese: a longitudinal study","Psicologia: Reflexão e Crítica","","36","1","10.1186/s41155-022-00245-9","Francis Ricardo dos Reis JustiBruno Stefani Ferreira de OliveiraCláudia Nascimento Guaraldo Justi","2023","http://link.springer.com/article/10.1186/s41155-022-00245-9","Article"
"Automatic phonological coding of unattended printed words","Memory & Cognition","","10","5","10.3758/BF03197645","Geoffrey UnderwoodSandra Thwaites","1982","http://link.springer.com/article/10.3758/BF03197645","Article"
"NL reading skills mediate the relationship between NL phonological processing skills and a foreign language (FL) reading skills in students with and without dyslexia: a case of a NL (Polish) and FL (English) with different degrees of orthographic consistency","Annals of Dyslexia","","69","2","10.1007/s11881-019-00181-x","Marta ŁockiewiczMartyna Jaskulska","2019","http://link.springer.com/article/10.1007/s11881-019-00181-x","Article"
"Mora or more? The phonological unit of Japanese word production in the Stroop color naming task","Memory & Cognition","","46","3","10.3758/s13421-017-0774-4","Rinus G. VerdonschotSachiko Kinoshita","2018","http://link.springer.com/article/10.3758/s13421-017-0774-4","Article"
"Phonological and graphotactic influences on spellers’ decisions about consonant doubling","Memory & Cognition","","46","4","10.3758/s13421-018-0793-9","Rebecca TreimanSloane Wolter","2018","http://link.springer.com/article/10.3758/s13421-018-0793-9","Article"
"The unique role of lexical accessibility in predicting kindergarten emergent literacy","Reading and Writing","","29","4","10.1007/s11145-015-9614-8","Ludo VerhoevenJan van LeeuweRosemarie IrausquinEliane Segers","2016","http://link.springer.com/article/10.1007/s11145-015-9614-8","Article"
"A better start to literacy learning: findings from a teacher-implemented intervention in children’s first year at school","Reading and Writing","","32","8","10.1007/s11145-018-9933-7","Gail GillonBrigid McNeillAmy ScottAmanda DenstonLeanne WilsonKaryn CarsonAngus Hikairo Macfarlane","2019","http://link.springer.com/article/10.1007/s11145-018-9933-7","Article"
"Morphological awareness and early and advanced word recognition and spelling in Dutch","Reading and Writing","","21","6","10.1007/s11145-007-9077-7","Judith E. RispensCatherine McBride-ChangPieter Reitsma","2008","http://link.springer.com/article/10.1007/s11145-007-9077-7","Article"
"Phonological network fluency identifies phonological restructuring through mental search","Scientific Reports","","9","1","10.1038/s41598-019-52433-w","Karl David NeergaardJin LuoChu-Ren Huang","2019","http://link.springer.com/article/10.1038/s41598-019-52433-w","Article"
"Orthographic facilitation and phonological inhibition in spoken word recognition: A developmental study","Psychonomic Bulletin & Review","","14","1","10.3758/BF03194031","Johannes C. ZieglerMathilde Muneaux","2007","http://link.springer.com/article/10.3758/BF03194031","Article"
"Working memory and phonological processing as predictors of children’s mathematical problem solving at different ages","Memory & Cognition","","32","4","10.3758/BF03195856","H. Lee Swanson","2004","http://link.springer.com/article/10.3758/BF03195856","Article"
"The longitudinal relationship between early inhibitory control skills and emergent literacy in preschool children","Reading and Writing","","34","8","10.1007/s11145-021-10131-y","Elena GandolfiLaura TraversoMirella ZanobiniMaria Carmen UsaiPaola Viterbori","2021","http://link.springer.com/article/10.1007/s11145-021-10131-y","Article"
"Implicit Representation of Grammatical Gender in Italian Children with Developmental Language Disorder: An Exploratory Study on Phonological and/or Syntactic Sensitivity","Journal of Psycholinguistic Research","","50","5","10.1007/s10936-021-09788-x","Caterina ArtusoElena FratiniCarmen Belacchi","2021","http://link.springer.com/article/10.1007/s10936-021-09788-x","Article"
"Longitudinal predictors of word reading for children with Williams syndrome","Reading and Writing","","36","8","10.1007/s11145-022-10370-7","Caroline G. RichterCláudia Cardoso-MartinsCarolyn B. Mervis","2023","http://link.springer.com/article/10.1007/s11145-022-10370-7","Article"
"Linguistic Evidence for Script Relativity","Script Effects as the Hidden Drive of the Mind, Cognition, and Culture","","","","10.1007/978-3-030-55152-0_8","Hye K. Pae","2020","http://link.springer.com/chapter/10.1007/978-3-030-55152-0_8","Chapter"
"Domain-specific learning of grammatical structure in musical and phonological sequences","Memory & Cognition","","37","1","10.3758/MC.37.1.10","Benjamin Martin BlyRicardo E. CarriónBjörn Rasch","2009","http://link.springer.com/article/10.3758/MC.37.1.10","Article"
"Phonological processing of ignored distractor pictures, an fMRI investigation","BMC Neuroscience","","9","1","10.1186/1471-2202-9-20","Mart BlesBernadette M Jansma","2008","http://link.springer.com/article/10.1186/1471-2202-9-20","Article"
"Accessing short-term memory with semantic and phonological information: A time-course analysis","Memory & Cognition","","24","2","10.3758/BF03200879","Brian McElree","1996","http://link.springer.com/article/10.3758/BF03200879","Article"
"Syllable-first rather than letter-first to improve phonemic awareness","Scientific Reports","","10","1","10.1038/s41598-020-79240-y","Maria VazeuxNadège Doignon-CamusMarie-Line BosseGwendoline MahéTeng GuoDaniel Zagar","2020","http://link.springer.com/article/10.1038/s41598-020-79240-y","Article"
"Phonological coding by the prelinguistically deaf","Perception & Psychophysics","","21","5","10.3758/BF03199495","B. DoddB. Hermelin","1977","http://link.springer.com/article/10.3758/BF03199495","Article"
"Does learning to read shape verbal working memory?","Psychonomic Bulletin & Review","","23","3","10.3758/s13423-015-0956-7","Catherine DemoulinRégine Kolinsky","2016","http://link.springer.com/article/10.3758/s13423-015-0956-7","Article"
"Phonological factors in lexical access: Evidence from an auditory lexical decision task","Bulletin of the Psychonomic Society","","26","4","10.3758/BF03337665","William MilbergSheila BlumsteinBarbara Dworetzky","1988","http://link.springer.com/article/10.3758/BF03337665","Article"
"Predictors of Word and Pseudoword Reading in Languages with Different Orthographic Consistency","Journal of Psycholinguistic Research","","52","1","10.1007/s10936-022-09893-5","Maria-José González-ValenzuelaDolores López-MontielFatma ChebaaniMarta Cobos-CaliElisa Piedra-MartínezIsaías Martin-Ruiz","2023","http://link.springer.com/article/10.1007/s10936-022-09893-5","Article"
"An Analysis of Phonological Processes Involved in Spoken English of Hong Kong Primary Pre-service Teachers","Language Testing in Asia","","2","2","10.1186/2229-0443-2-2-42","Cynthia B LeungAlejandro E Brice","2012","http://link.springer.com/article/10.1186/2229-0443-2-2-42","Article"
"Doesconal prime
canal more thancinal? Masked phonological priming effects in Spanish with the lexical decision task","Memory & Cognition","","33","3","10.3758/BF03193071","Alexander PollatsekManuel PereaManuel Carreiras","2005","http://link.springer.com/article/10.3758/BF03193071","Article"
"Automatic phonological priming in visual word recognition","Memory & Cognition","","10","6","10.3758/BF03202440","Glyn W. HumphreysLindsay J. EvettDavid E. Taylor","1982","http://link.springer.com/article/10.3758/BF03202440","Article"
"Strategic reliance on phonological mediation in lexical access","Memory & Cognition","","25","3","10.3758/BF03211289","Vanessa C. MilotaAudra A. WidauMontie R. McmickellJames F. JuolaGreg B. Simpson","1997","http://link.springer.com/article/10.3758/BF03211289","Article"
"Word Writing and Cognitive Predictors in Spanish at the Age of Seven","International Journal of Early Childhood","","","","10.1007/s13158-023-00359-w","María-José González-ValenzuelaDolores Lopez-MontielFélix Díaz-GiraldezIsaías Martín-Ruiz","2023","http://link.springer.com/article/10.1007/s13158-023-00359-w","Article"
"Reading comprehension on word- and sentence-level can be predicted by orthographic knowledge for German children with poor reading proficiency","Reading and Writing","","34","8","10.1007/s11145-021-10126-9","Jelena ZarićTelse Nagler","2021","http://link.springer.com/article/10.1007/s11145-021-10126-9","Article"
"Coping with phonological assimilation in speech perception: Evidence for early compensation","Perception & Psychophysics","","65","6","10.3758/BF03194826","Holger MittererLeo Blomert","2003","http://link.springer.com/article/10.3758/BF03194826","Article"
"Predicting variation in word decoding development in deaf and hard-of-hearing children","Reading and Writing","","","","10.1007/s11145-023-10444-0","Sascha CouveeLoes WautersHarry KnoorsLudo VerhoevenEliane Segers","2023","http://link.springer.com/article/10.1007/s11145-023-10444-0","Article"
"Musicians' and nonmusicians' short-term memory for verbal and musical sequences: Comparing phonological similarity and pitch proximity","Memory & Cognition","","38","2","10.3758/MC.38.2.163","Victoria J. WilliamsonAlan D. BaddeleyGramham J. Hitch","2010","http://link.springer.com/article/10.3758/MC.38.2.163","Article"
"The Lexical Stroop Sort (LSS) picture-word task: A computerized task for assessing the relationship between language and executive functioning in school-aged children","Behavior Research Methods","","44","1","10.3758/s13428-011-0142-4","Makeba Parramore WilbournLaura E. KurtzVrinda Kalia","2012","http://link.springer.com/article/10.3758/s13428-011-0142-4","Article"
"On the role of morphology in early spelling in Hebrew and Arabic","Morphology","","","","10.1007/s11525-023-09408-5","Yasmin Shalhoub-AwwadRavit Cohen-Mimran","2023","http://link.springer.com/article/10.1007/s11525-023-09408-5","Article"
"Semantics impacts response to phonics through spelling intervention in children with dyslexia","Annals of Dyslexia","","71","3","10.1007/s11881-021-00233-1","Robin van RijthovenTijs KleemansEliane SegersLudo Verhoeven","2021","http://link.springer.com/article/10.1007/s11881-021-00233-1","Article"
"Indirect word priming in connected semantic and phonological contexts","Bulletin of the Psychonomic Society","","25","4","10.3758/BF03330339","Carmen OversonGeorge Mandler","1987","http://link.springer.com/article/10.3758/BF03330339","Article"
"Syntactic class influences phonological priming of tip-of-the-tongue resolution","Psychonomic Bulletin & Review","","12","6","10.3758/BF03206437","Lise AbramsEmily L. Rodriguez","2005","http://link.springer.com/article/10.3758/BF03206437","Article"
"What are effective phonological units in Cantonese spoken word planning?","Psychonomic Bulletin & Review","","16","5","10.3758/PBR.16.5.888","Andus Wing-Kuen WongHsuan-Chih Chen","2009","http://link.springer.com/article/10.3758/PBR.16.5.888","Article"
"Contributions of phonological and verbal working memory to language development in adolescents with fragile X syndrome","Journal of Neurodevelopmental Disorders","","3","4","10.1007/s11689-011-9095-2","Elizabeth I. PierpontErica Kesin RichmondLeonard AbbedutoSara T. KoverW. Ted Brown","2011","http://link.springer.com/article/10.1007/s11689-011-9095-2","Article"
"Electrophysiological evidence of sublexical phonological access in character processing by L2 Chinese learners of L1 alphabetic scripts","Cognitive, Affective, & Behavioral Neuroscience","","16","2","10.3758/s13415-015-0394-z","Yen Na YumSam-Po LawKwan Nok MoDustin LauI-Fan SuMark S. K. Shum","2016","http://link.springer.com/article/10.3758/s13415-015-0394-z","Article"
"Masked repetition and phonological priming in picture naming","Perception & Psychophysics","","60","2","10.3758/BF03206035","Ludovic FerrandGlyn W. HumphreysJuan Segui","1998","http://link.springer.com/article/10.3758/BF03206035","Article"
"Nonword repetition in specific language impairment: More than a phonological short-term memory deficit","Psychonomic Bulletin & Review","","14","5","10.3758/BF03194122","Lisa M. D. ArchibaldSusan E. Gathercole","2007","http://link.springer.com/article/10.3758/BF03194122","Article"
"Implicit object naming in visual search: Evidence from phonological competition","Attention, Perception, & Psychophysics","","78","8","10.3758/s13414-016-1184-6","Stephen C. WalenchokMichael C. HoutStephen D. Goldinger","2016","http://link.springer.com/article/10.3758/s13414-016-1184-6","Article"
"The facilitative influence of phonological similarity and neighborhood frequency in speech production in younger and older adults","Memory & Cognition","","31","4","10.3758/BF03196091","Michael S. VitevitchMitchell S. Sommers","2003","http://link.springer.com/article/10.3758/BF03196091","Article"
"Phonological working memory is adversely affected in adults with anorexia nervosa: a systematic literature review","Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity","","27","6","10.1007/s40519-022-01370-1","Amelia D. DahlénSantino GaudioHelgi B. SchiöthSamantha J. Brooks","2022","http://link.springer.com/article/10.1007/s40519-022-01370-1","Article"
"The effect of orthographic form-cuing on the phonological preparation unit in spoken word production","Memory & Cognition","","43","4","10.3758/s13421-014-0484-0","Chuchu LiMin WangWilliam Idsardi","2015","http://link.springer.com/article/10.3758/s13421-014-0484-0","Article"
"Depth of phonological recoding in short-term memory","Memory & Cognition","","19","3","10.3758/BF03211150","Yi Xu","1991","http://link.springer.com/article/10.3758/BF03211150","Article"
"Morphological priming: Dissociation of phonological, semantic, and morphological factors","Memory & Cognition","","28","8","10.3758/BF03211828","Ram FrostAvital DeutschOrna GilboaMichal TannenbaumWilliam Marslen-Wilson","2000","http://link.springer.com/article/10.3758/BF03211828","Article"
"The roles of long-term phonotactic and lexical prosodic knowledge in phonological short-term memory","Memory & Cognition","","43","3","10.3758/s13421-014-0482-2","Yuki TanidaTaiji UenoMatthew A. Lambon RalphSatoru Saito","2015","http://link.springer.com/article/10.3758/s13421-014-0482-2","Article"
"Verbal short-term memory deficits in Down syndrome: phonological, semantic, or both?","Journal of Neurodevelopmental Disorders","","2","1","10.1007/s11689-009-9029-4","Nancy Raitano LeeBruce F. PenningtonJanice M. Keenan","2010","http://link.springer.com/article/10.1007/s11689-009-9029-4","Article"
"Lexical factors in conceptual processes: The relationship between semantic representations and their corresponding phonological and orthographic lexical forms","Memory & Cognition","","44","4","10.3758/s13421-015-0576-5","Orna PelegLee EdelistZohar EviatarDafna Bergerbest","2016","http://link.springer.com/article/10.3758/s13421-015-0576-5","Article"
"Evidence for the automatic processing of prelexical codes in an orthographic but not a phonological task","Psychonomic Bulletin & Review","","21","6","10.3758/s13423-014-0638-x","Louisa M. SlowiaczekTodd A. Kahan","2014","http://link.springer.com/article/10.3758/s13423-014-0638-x","Article"
"Empowering first graders with computer-based training to master pre-reading skills and bridge the learning gap","Education and Information Technologies","","","","10.1007/s10639-023-12356-6","Renáta KissKatalin SziliBenő CsapóGyöngyvér Molnár","2023","http://link.springer.com/article/10.1007/s10639-023-12356-6","Article"
"An investigation of cross-linguistic transfer between Chinese and English: a meta-analysis","Asian-Pacific Journal of Second and Foreign Language Education","","2","1","10.1186/s40862-017-0036-9","Man YangNorth CoocLi Sheng","2017","http://link.springer.com/article/10.1186/s40862-017-0036-9","Article"
"Preschool morphological awareness contributes to word reading at the very earliest stages of learning to read in a transparent orthography","Reading and Writing","","36","7","10.1007/s11145-022-10340-z","Ravit Cohen-MimranLiron Reznik-NevetDana GottDavid L. Share","2023","http://link.springer.com/article/10.1007/s11145-022-10340-z","Article"
"Exploring individual and gender differences in early writing performance","Reading and Writing","","32","2","10.1007/s11145-018-9859-0","Anne-Marie AdamsFiona R. Simmons","2019","http://link.springer.com/article/10.1007/s11145-018-9859-0","Article"
"Preschool predictors of learning to read and spell in an additional language: a two-wave longitudinal study in a multilingual context","Reading and Writing","","35","5","10.1007/s11145-021-10239-1","Cyril WealerSilke FrickeAriana LoffPascale M. J. Engel de Abreu","2022","http://link.springer.com/article/10.1007/s11145-021-10239-1","Article"
"Cross-linguistic transfer in bilinguals reading in two alphabetic orthographies: The grain size accommodation hypothesis","Psychonomic Bulletin & Review","","25","1","10.3758/s13423-017-1273-0","Marie LallierManuel Carreiras","2018","http://link.springer.com/article/10.3758/s13423-017-1273-0","Article"
"The Effect of Parents’ Literacy Skills and Children’s Preliteracy Skills on the Risk of Dyslexia","Journal of Abnormal Child Psychology","","42","7","10.1007/s10802-014-9858-9","Elsje van BergenPeter F. de JongBen MaassenAryan van der Leij","2014","http://link.springer.com/article/10.1007/s10802-014-9858-9","Article"
"Print referencing during e-storybook reading on a SMART board for kindergartners to promote early literacy skills","Reading and Writing","","36","1","10.1007/s11145-022-10304-3","M. J. van Dijken","2023","http://link.springer.com/article/10.1007/s11145-022-10304-3","Article"
"Preschool morphological training produces long-term improvements in reading comprehension","Reading and Writing","","29","6","10.1007/s11145-016-9636-x","Solveig-Alma Halaas LysterArne Olav LervågCharles Hulme","2016","http://link.springer.com/article/10.1007/s11145-016-9636-x","Article"
"Arabic psycholinguistic screening tool: a preliminary study","The Egyptian Journal of Otolaryngology","","28","1","10.7123/01.EJO.0000411080.90712.1c","Azza Adel AzizElham Ahmed ShaheenDalia Mostafa OsmanAhmad El Sabagh","2012","http://link.springer.com/article/10.7123/01.EJO.0000411080.90712.1c","Article"
"Language and Reading: the Role of Morpheme and Phoneme Awareness","Current Developmental Disorders Reports","","5","4","10.1007/s40474-018-0153-2","Lynne G. Duncan","2018","http://link.springer.com/article/10.1007/s40474-018-0153-2","Article"
"Compensatory role of verbal learning and consolidation in reading and spelling of children with dyslexia","Annals of Dyslexia","","72","3","10.1007/s11881-022-00264-2","Robin van RijthovenTijs KleemansEliane SegersLudo Verhoeven","2022","http://link.springer.com/article/10.1007/s11881-022-00264-2","Article"
"Impacting Change in Classroom Literacy Instruction: A Further Investigation of the Better Start Literacy Approach","New Zealand Journal of Educational Studies","","57","1","10.1007/s40841-022-00251-6","Amy ScottGail GillonBrigid McNeillMegan Gath","2022","http://link.springer.com/article/10.1007/s40841-022-00251-6","Article"
"A better start literacy approach: effectiveness of Tier 1 and Tier 2 support within a response to teaching framework","Reading and Writing","","36","3","10.1007/s11145-022-10303-4","Gail GillonBrigid McNeillAmy ScottAlison ArrowMegan GathAngus Macfarlane","2023","http://link.springer.com/article/10.1007/s11145-022-10303-4","Article"
"The linguistic constraints of precision of verbal working memory","Memory & Cognition","","50","7","10.3758/s13421-022-01283-5","Marion BouffierMartine PonceletSteve Majerus","2022","http://link.springer.com/article/10.3758/s13421-022-01283-5","Article"
"Intensive and explicit derivational morphology training in school-aged children: an effective way to improve morphological awareness, spelling and reading?","Reading and Writing","","","","10.1007/s11145-023-10454-y","Estelle ArdanouyPascal ZesigerHélène Delage","2023","http://link.springer.com/article/10.1007/s11145-023-10454-y","Article"
"The multiple-level framework of developmental dyslexia: the long trace from a neurodevelopmental deficit to an impaired cultural technique","Journal of Cultural Cognitive Science","","7","2","10.1007/s41809-023-00118-2","Thomas LachmannKirstin Bergström","2023","http://link.springer.com/article/10.1007/s41809-023-00118-2","Article"
