Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Automatic Speech Recognition Systems for the Evaluation of Voice and Speech Disorders in Head and Neck Cancer","EURASIP Journal on Audio, Speech, and Music Processing","","2010","1","10.1155/2010/926951","Andreas MaierTino HaderleinFlorian StelzleElmar NöthEmeka NkenkeFrank RosanowskiAnne SchützenbergerMaria Schuster","2009","http://link.springer.com/article/10.1155/2010/926951","Article"
"The language profile of formal thought disorder","npj Schizophrenia","","4","1","10.1038/s41537-018-0061-9","Derya ÇokalGabriel SevillaWilliam Stephen JonesVitor ZimmererFelicity DeamerMaggie DouglasHelen SpencerDouglas TurkingtonNicol FerrierRosemary VarleyStuart WatsonWolfram Hinzen","2018","http://link.springer.com/article/10.1038/s41537-018-0061-9","Article"
"Thought and language disturbance in bipolar disorder quantified via process-oriented verbal fluency measures","Scientific Reports","","9","1","10.1038/s41598-019-50818-5","Luisa WeinerNadège Doignon-CamusGilles BertschyAnne Giersch","2019","http://link.springer.com/article/10.1038/s41598-019-50818-5","Article"
"Syntactic complexity and diversity of spontaneous speech production in schizophrenia spectrum and major depressive disorders","Schizophrenia","","9","1","10.1038/s41537-023-00359-8","Katharina SchneiderKatrin LeinweberHamidreza JamalabadiLea TeutenbergKatharina BroschJulia-Katharina PfarrFlorian Thomas-OdenthalPaula UsemannAdrian WroblewskiBenjamin StraubeNina AlexanderIgor NenadićAndreas JansenAxel KrugUdo DannlowskiTilo Kircher","2023","http://link.springer.com/article/10.1038/s41537-023-00359-8","Article"
"Abstracts of the 51st Annual Conference of the Italian Society of Neurology","Neurological Sciences","","41","1","10.1007/s10072-020-04753-3","","2020","http://link.springer.com/article/10.1007/s10072-020-04753-3","Article"
"The effect of moderate gestational alcohol consumption during pregnancy on speech and language outcomes in children: a systematic review","Systematic Reviews","","3","1","10.1186/2046-4053-3-1","Linda M O’KeeffeRichard A GreenePatricia M Kearney","2014","http://link.springer.com/article/10.1186/2046-4053-3-1","Article"
"Abstracts from the 2022 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","37","2","10.1007/s11606-022-07653-8","","2022","http://link.springer.com/article/10.1007/s11606-022-07653-8","Article"
"An Acoustic Characterization of Prosodic Differences in Autism Spectrum Disorder and First-Degree Relatives","Journal of Autism and Developmental Disorders","","50","8","10.1007/s10803-020-04392-9","Shivani P. PatelKritika NayarGary E. MartinKathryn FranichStephanie CrawfordJoshua J. DiehlMolly Losh","2020","http://link.springer.com/article/10.1007/s10803-020-04392-9","Article"
"Joint Congress of European Neurology 31 May–3 June 2014 Istanbul, Turkey","Journal of Neurology","","261","1","10.1007/s00415-014-7337-4","","2014","http://link.springer.com/article/10.1007/s00415-014-7337-4","Article"
"Automatic speech-based assessment to discriminate Parkinson’s disease from essential tremor with a cross-language approach","npj Digital Medicine","","7","1","10.1038/s41746-024-01027-6","Cristian David Rios-UrregoJan RuszJuan Rafael Orozco-Arroyave","2024","http://link.springer.com/article/10.1038/s41746-024-01027-6","Article"
"Abstracts from the 2020 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","35","1","10.1007/s11606-020-05890-3","","2020","http://link.springer.com/article/10.1007/s11606-020-05890-3","Article"
"Combined linkage and linkage disequilibrium analysis of a motor speech phenotype within families ascertained for autism risk loci","Journal of Neurodevelopmental Disorders","","2","4","10.1007/s11689-010-9063-2","Judy F. FlaxAbby HareMarco A. AzaroVeronica J. VielandLinda M. Brzustowicz","2010","http://link.springer.com/article/10.1007/s11689-010-9063-2","Article"
"Benefits of pre-trained mono- and cross-lingual speech representations for spoken language understanding of Dutch dysarthric speech","EURASIP Journal on Audio, Speech, and Music Processing","","2023","1","10.1186/s13636-023-00280-z","Pu WangHugo Van hamme","2023","http://link.springer.com/article/10.1186/s13636-023-00280-z","Article"
"Interactive System for Solving Children Communication Disorder","Design, User Experience, and Usability. Health, Learning, Playing, Cultural, and Cross-Cultural User Experience","","","","10.1007/978-3-642-39241-2_51","Wafaa M. ShalashMalak Bas-samGhada Shawly","2013","http://link.springer.com/chapter/10.1007/978-3-642-39241-2_51","Chapter"
"Intellectual abilities, language comprehension, speech, and motor function in children with spinal muscular atrophy type 1","Journal of Neurodevelopmental Disorders","","13","1","10.1186/s11689-021-09355-4","Grazia ZappaAntonella LoMauroGiovanni BaranelloEmilia CavalloPriscilla CortiChiara MastellaMaria Antonella Costantino","2021","http://link.springer.com/article/10.1186/s11689-021-09355-4","Article"
"Communication strategies for adults in palliative care: the speech-language therapists’ perspective","BMC Palliative Care","","23","1","10.1186/s12904-024-01382-x","Cátia DiasInês Tello RodriguesHernâni GonçalvesIvone Duarte","2024","http://link.springer.com/article/10.1186/s12904-024-01382-x","Article"
"Specific language impairment: speech perception in relation to noise","The Egyptian Journal of Otolaryngology","","37","1","10.1186/s43163-021-00115-8","Trandil H. ElmahallawiTakwa A. GabrMohamad E. DarwishFatma M. Seleem","2021","http://link.springer.com/article/10.1186/s43163-021-00115-8","Article"
"Posters","JNHA - The Journal of Nutrition, Health and Aging","","13","1","10.1007/s12603-009-0095-9","","2009","http://link.springer.com/article/10.1007/s12603-009-0095-9","Article"
"Non-convulsive status epilepticus characterised exclusively by a language disorder induced by non-ketotic hyperglycaemia","Epileptic Disorders","","13","2","10.1684/epd.2011.0425","Stefano ProFranco RandiPatrizia PulitanoEdoardo VicenziniOriano Mecarelli","2011","http://link.springer.com/article/10.1684/epd.2011.0425","Article"
"Auditory brainstem response and speech mismatch negativity in children with phonological disorders","The Egyptian Journal of Otolaryngology","","35","1","10.4103/ejo.ejo_87_17","Dr. Reem El-Beltagy MDDalia GalhomEl-Ham M. Hassan","2019","http://link.springer.com/article/10.4103/ejo.ejo_87_17","Article"
"Feature-driven classification reveals potential comorbid subtypes within childhood apraxia of speech","BMC Pediatrics","","20","1","10.1186/s12887-020-02421-1","Catherine M. SteinPenelope BenchekGabrielle MillerNoémi B. HallDhanya MenonLisa FreebairnJessica TagJennell VickH. Gerry TaylorBarbara A. LewisSudha K. Iyengar","2020","http://link.springer.com/article/10.1186/s12887-020-02421-1","Article"
"Circumspection in using automated measures: Talker gender and addressee affect error rates for adult speech detection in the Language ENvironment Analysis (LENA) system","Behavior Research Methods","","53","1","10.3758/s13428-020-01419-y","Matthew LehetMeisam K. ArjmandiDerek HoustonLaura Dilley","2021","http://link.springer.com/article/10.3758/s13428-020-01419-y","Article"
"Abstracts from the 2019 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","34","2","10.1007/s11606-019-05007-5","","2019","http://link.springer.com/article/10.1007/s11606-019-05007-5","Article"
"Correlating natural language processing and automated speech analysis with clinician assessment to quantify speech-language changes in mild cognitive impairment and Alzheimer’s dementia","Alzheimer's Research & Therapy","","13","1","10.1186/s13195-021-00848-x","Anthony YeungAndrea IaboniElizabeth RochonMonica LavoieCalvin SantiagoMaria YanchevaJekaterina NovikovaMengdan XuJessica RobinLiam D. KaufmanFariya Mostafa","2021","http://link.springer.com/article/10.1186/s13195-021-00848-x","Article"
