Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Combined linkage and linkage disequilibrium analysis of a motor speech phenotype within families ascertained for autism risk loci","Journal of Neurodevelopmental Disorders","","2","4","10.1007/s11689-010-9063-2","Judy F. FlaxAbby HareMarco A. AzaroVeronica J. VielandLinda M. Brzustowicz","2010","http://link.springer.com/article/10.1007/s11689-010-9063-2","Article"
"Abstracts of XIIth World Congress of Neurology Hamburg September 1–6, 1985","Journal of Neurology","","232","1","10.1007/BF02428072","","1985","http://link.springer.com/article/10.1007/BF02428072","Article"
"Distinct patterns of speech disorder in early-onset and late-onset de-novo Parkinson’s disease","npj Parkinson's Disease","","7","1","10.1038/s41531-021-00243-1","Jan RuszTereza TykalováMichal NovotnýEvžen RůžičkaPetr Dušek","2021","http://link.springer.com/article/10.1038/s41531-021-00243-1","Article"
"Eighteenth Meeting of the European Neurological Society 7–11 June 2008, Nice, France","Journal of Neurology","","255","2","10.1007/s00415-008-2001-5","","2008","http://link.springer.com/article/10.1007/s00415-008-2001-5","Article"
"The importance of deep speech phenotyping for neurodevelopmental and genetic disorders: a conceptual review","Journal of Neurodevelopmental Disorders","","14","1","10.1186/s11689-022-09443-z","Karen V. ChenauskyHelen Tager-Flusberg","2022","http://link.springer.com/article/10.1186/s11689-022-09443-z","Article"
"Thirteenth meeting of the European Neurological Society 14–18June 2003,Istanbul, Turkey","Journal of Neurology","","250","2","10.1007/BF03160427","","2003","http://link.springer.com/article/10.1007/BF03160427","Article"
"Twenty-third Meeting of the European Neurological Society, 8–11 June, 2013 Barcelona, Spain","Journal of Neurology","","260","1","10.1007/s00415-013-6924-0","","2013","http://link.springer.com/article/10.1007/s00415-013-6924-0","Article"
"Motor-Based Intervention Protocols in Treatment of Childhood Apraxia of Speech (CAS)","Current Developmental Disorders Reports","","1","3","10.1007/s40474-014-0016-4","E. MaasC. E. Gildersleeve-NeumannK. J. JakielskiR. Stoeckel","2014","http://link.springer.com/article/10.1007/s40474-014-0016-4","Article"
"Language, Speech, and Voice Citations","Hearing, Speech, and Communication Disorders","","","","10.1007/978-1-4757-0626-0_2","","1974","http://link.springer.com/chapter/10.1007/978-1-4757-0626-0_2","Chapter"
"Twenty-second Meeting of the European Neurological Society 9–12 June, 2012 Prague, Czech Republic","Journal of Neurology","","259","1","10.1007/s00415-012-6524-4","","2012","http://link.springer.com/article/10.1007/s00415-012-6524-4","Article"
"Abstracts of the 16th International Congress of ESCAP European Society for Child and Adolescent Psychiatry","European Child & Adolescent Psychiatry","","24","1","10.1007/s00787-015-0714-4","","2015","http://link.springer.com/article/10.1007/s00787-015-0714-4","Article"
"Twenty-first Meeting of the European Neurological Society 28–31 May, 2011","Journal of Neurology","","258","1","10.1007/s00415-011-6026-9","","2011","http://link.springer.com/article/10.1007/s00415-011-6026-9","Article"
"Neocerebellar Crus I Abnormalities Associated with a Speech and Language Disorder Due to a Mutation in FOXP2","The Cerebellum","","18","3","10.1007/s12311-018-0989-3","G. P. D. ArgyropoulosK. E. WatkinsE. Belton-PagnamentaF. LiégeoisK. S. SaleemM. MishkinF. Vargha-Khadem","2019","http://link.springer.com/article/10.1007/s12311-018-0989-3","Article"
"Speech assessment tool methods for speech impaired children: a systematic literature review on the state-of-the-art in Speech impairment analysis","Multimedia Tools and Applications","","82","22","10.1007/s11042-023-14913-0","Gowri Prasood UshaJohn Sahaya Rani Alex","2023","http://link.springer.com/article/10.1007/s11042-023-14913-0","Article"
"Nineteenth Meeting of the European Neurological Society 20–24 June 2009, Milan, Italy","Journal of Neurology","","256","2","10.1007/s00415-009-5161-z","","2009","http://link.springer.com/article/10.1007/s00415-009-5161-z","Article"
"Neural oscillatory activity and connectivity in children who stutter during a non-speech motor task","Journal of Neurodevelopmental Disorders","","15","1","10.1186/s11689-023-09507-8","Valeria C CarusoAmanda Hampton WrayErica LeschtSoo-Eun Chang","2023","http://link.springer.com/article/10.1186/s11689-023-09507-8","Article"
"Differential Diagnosis of Pediatric Speech Sound Disorder","Current Developmental Disorders Reports","","1","3","10.1007/s40474-014-0017-3","Barbara Dodd","2014","http://link.springer.com/article/10.1007/s40474-014-0017-3","Article"
"Genetic architecture of childhood speech disorder: a review","Molecular Psychiatry","","","","10.1038/s41380-024-02409-8","Angela T. MorganDavid J. AmorMiya D. St JohnIngrid. E. SchefferMichael S. Hildebrand","2024","http://link.springer.com/article/10.1038/s41380-024-02409-8","Article"
"Speech motor planning and execution deficits in early childhood stuttering","Journal of Neurodevelopmental Disorders","","7","1","10.1186/s11689-015-9123-8","Bridget WalshKathleen Marie MettelAnne Smith","2015","http://link.springer.com/article/10.1186/s11689-015-9123-8","Article"
"PROMPT intervention for children with severe speech motor delay: a randomized control trial","Pediatric Research","","89","3","10.1038/s41390-020-0924-4","Aravind K. NamasivayamAnna HuynhFrancesca GranataVina LawPascal van Lieshout","2021","http://link.springer.com/article/10.1038/s41390-020-0924-4","Article"
"Abnormal Speech Motor Control in Individuals with 16p11.2 Deletions","Scientific Reports","","8","1","10.1038/s41598-018-19751-x","Carly DemopoulosHardik KothareDanielle MizuiriJennifer Henderson-SabesBrieana FregeauJennifer TjernagelJohn F. HoudeElliott H. SherrSrikantan S. Nagarajan","2018","http://link.springer.com/article/10.1038/s41598-018-19751-x","Article"
"Lateralization of ERPs to speech and handedness in the early development of Autism Spectrum Disorder","Journal of Neurodevelopmental Disorders","","9","1","10.1186/s11689-017-9185-x","Kayla H. FinchAnne M. SeeryMeagan R. TalbottCharles A. NelsonHelen Tager-Flusberg","2017","http://link.springer.com/article/10.1186/s11689-017-9185-x","Article"
"Intellectual abilities, language comprehension, speech, and motor function in children with spinal muscular atrophy type 1","Journal of Neurodevelopmental Disorders","","13","1","10.1186/s11689-021-09355-4","Grazia ZappaAntonella LoMauroGiovanni BaranelloEmilia CavalloPriscilla CortiChiara MastellaMaria Antonella Costantino","2021","http://link.springer.com/article/10.1186/s11689-021-09355-4","Article"
"Genetic aetiologies for childhood speech disorder: novel pathways co-expressed during brain development","Molecular Psychiatry","","28","4","10.1038/s41380-022-01764-8","Antony KaspiMichael S. HildebrandVictoria E. JacksonRuth BradenOlivia van ReykTegan HowellSimone DebonoMariana LaurettaLottie MorisonMatthew J. ColemanRichard WebsterDavid ComanHimanshu GoelMathew WallisGabriel DabscheckLilian Downie","2023","http://link.springer.com/article/10.1038/s41380-022-01764-8","Article"
"Automatic measurement of aspects of speech reflecting motor coordination","Behavior Research Methods, Instruments, & Computers","","26","1","10.3758/BF03204561","Mark Vollrath","1994","http://link.springer.com/article/10.3758/BF03204561","Article"
"Quantitative Speech Assessment in Ataxia—Consensus Recommendations by the Ataxia Global Initiative Working Group on Digital-Motor Markers","The Cerebellum","","","","10.1007/s12311-023-01623-4","Adam P. VogelAnna SobanskaAnoopum GuptaGessica VascoMarcus Grobe-EinslerSusanna SummaStephanie Borel","2023","http://link.springer.com/article/10.1007/s12311-023-01623-4","Article"
"Fourth meeting of the European Neurological Society 25–29 June 1994 Barcelona, Spain","Journal of Neurology","","241","1","10.1007/BF02333089","L. HarmsA. BockW. JÄnischJ. ValduezaJ. WeberI. LinkJ. De KeyserA. GoossensN. WilczakC. VedelerL. BjorgeE. UvestadG. ContiK. WilliamsL. GinsbergS. Rafique","1994","http://link.springer.com/article/10.1007/BF02333089","Article"
"Twentieth Meeting of the European Neurological Society 19–23 June 2010 Berlin, Germany","Journal of Neurology","","257","1","10.1007/s00415-010-5575-7","","2010","http://link.springer.com/article/10.1007/s00415-010-5575-7","Article"
"SSIEM 2016 Annual Symposium - Abstracts","Journal of Inherited Metabolic Disease","","39","1","10.1007/s10545-016-9969-2","","2016","http://link.springer.com/article/10.1007/s10545-016-9969-2","Article"
"Tenth Meeting of the European Neurological Society 18–22 June, 2000, Jerusalem, Israël","Journal of Neurology","","247","3","10.1007/BF03160449","J. BercianoJ. BogousslavskyT. BrandtG. ComiD. A. S. CompstonS. DiDonatoJ. G. HildebrandR. HohlfedC. KrarupD. LeysE. MelamedI. MilonasG. SaidA. SteckP. ScheltensK. Toyka","2000","http://link.springer.com/article/10.1007/BF03160449","Article"
"S-Ketamine-Induced NMDA Receptor Blockade during Natural Speech Production and Its Implications for Formal Thought Disorder in Schizophrenia: A Pharmaco-fMRI Study","Neuropsychopharmacology","","43","6","10.1038/npp.2017.270","Arne NagelsMaurice CabanisAndrea OppelAndre Kirner-VeselinovicChristian SchalesTilo Kircher","2018","http://link.springer.com/article/10.1038/npp.2017.270","Article"
"Abstracts to the
12th International Congress European
Society for Child and Adolescent Psychiatry","European Child & Adolescent Psychiatry","","12","2","10.1007/s00787-003-1201-x","Prof. Ph. Jeammet Congress President and President ESCAP","2003","http://link.springer.com/article/10.1007/s00787-003-1201-x","Article"
"Event-related potentials to repeated speech in 9-month-old infants at risk for autism spectrum disorder","Journal of Neurodevelopmental Disorders","","6","1","10.1186/1866-1955-6-43","Anne SeeryHelen Tager-FlusbergCharles A Nelson","2014","http://link.springer.com/article/10.1186/1866-1955-6-43","Article"
"Machine Learning for Brain Disorders","Neuromethods","","","","10.1007/978-1-0716-3195-9","Olivier Colliot","2023","http://link.springer.com/book/10.1007/978-1-0716-3195-9","Book"
"PROMPT to improve speech motor abilities in children with cerebral palsy: a wait-list control group trial protocol","BMC Neurology","","22","1","10.1186/s12883-022-02771-6","S. FioriC. RagoniI. PoddaA. ChilosiC. AmadorP. CiprianiA. GuzzettaG. Sgandurra","2022","http://link.springer.com/article/10.1186/s12883-022-02771-6","Article"
"Speech characteristics yield important clues about motor function: Speech variability in individuals at clinical high-risk for psychosis","Schizophrenia","","9","1","10.1038/s41537-023-00382-9","Kasia HitczenkoYael SegalJoseph KeshetMatthew GoldrickVijay A. Mittal","2023","http://link.springer.com/article/10.1038/s41537-023-00382-9","Article"
"Abstracts for Poster Sessions","Journal of Neurology","","249","1","10.1007/s004150200086","","2002","http://link.springer.com/article/10.1007/s004150200086","Article"
"Posters","JNHA - The Journal of Nutrition, Health and Aging","","13","1","10.1007/s12603-009-0095-9","","2009","http://link.springer.com/article/10.1007/s12603-009-0095-9","Article"
"A case for the role of memory consolidation in speech-motor learning","Psychonomic Bulletin & Review","","28","1","10.3758/s13423-020-01793-w","Anne L. van ZelstF. Sayako Earle","2021","http://link.springer.com/article/10.3758/s13423-020-01793-w","Article"
"A systematic review and narrative analysis of digital speech biomarkers in Motor Neuron Disease","npj Digital Medicine","","6","1","10.1038/s41746-023-00959-9","Molly BowdenEmily BeswickJohnny TamDavid PerryAlice SmithJudy NewtonSiddharthan ChandranOliver WattsSuvankar Pal","2023","http://link.springer.com/article/10.1038/s41746-023-00959-9","Article"
"Resting-state perfusion in motor and fronto-limbic areas is linked to diminished expression of emotion and speech in schizophrenia","Schizophrenia","","9","1","10.1038/s41537-023-00384-7","Nicole GanglFrauke ConringAndrea FederspielRoland WiestSebastian WaltherKatharina Stegmayer","2023","http://link.springer.com/article/10.1038/s41537-023-00384-7","Article"
"5th European Conference on Schizophrenia Research: bridging gaps—improving outcomes","European Archives of Psychiatry and Clinical Neuroscience","","265","1","10.1007/s00406-015-0627-8","","2015","http://link.springer.com/article/10.1007/s00406-015-0627-8","Article"
"Motor function may differentiate attention deficit hyperactivity disorder from early onset bipolar disorder","Behavioral and Brain Functions","","5","1","10.1186/1744-9081-5-47","Anne H UdalUlrik F MaltHans LövdahlBente GjaerumAre H PrippBerit Groholt","2009","http://link.springer.com/article/10.1186/1744-9081-5-47","Article"
"Overlapping Phenotypes in Autism Spectrum Disorder and Developmental Coordination Disorder: A Cross-Syndrome Comparison of Motor and Social Skills","Journal of Autism and Developmental Disorders","","46","8","10.1007/s10803-016-2794-5","Emma SumnerHayley C. LeonardElisabeth L. Hill","2016","http://link.springer.com/article/10.1007/s10803-016-2794-5","Article"
"Oral and Maxillofacial Surgery for the Clinician","","","","","10.1007/978-981-15-1346-6","Krishnamurthy BonanthayaElavenil PanneerselvamSuvy ManuelVinay V. KumarAnshul Rai","2021","http://link.springer.com/book/10.1007/978-981-15-1346-6","Book"
"Social risk factors for speech, scholastic and coordination disorders: a nationwide register-based study","BMC Public Health","","18","1","10.1186/s12889-018-5650-z","Bianca ArrheniusDavid GyllenbergRoshan ChudalVenla LehtiMinna SucksdorffOna SouranderJuha-Pekka VirtanenJutta TorstiAndre Sourander","2018","http://link.springer.com/article/10.1186/s12889-018-5650-z","Article"
"Brain activity during shadowing of audiovisual cocktail party speech, contributions of auditory–motor integration and selective attention","Scientific Reports","","12","1","10.1038/s41598-022-22041-2","Patrik WikmanArtturi YlinenMiika LeminenKimmo Alho","2022","http://link.springer.com/article/10.1038/s41598-022-22041-2","Article"
"The Directory","The Writers Directory 1980–82","","","","10.1007/978-1-349-03650-9_1","","1979","http://link.springer.com/chapter/10.1007/978-1-349-03650-9_1","Chapter"
"Whole-exome sequencing supports genetic heterogeneity in childhood apraxia of speech","Journal of Neurodevelopmental Disorders","","5","1","10.1186/1866-1955-5-29","Elizabeth A WortheyGordana RacaJennifer J LaffinBrandon M WilkJeremy M HarrisKathy J JakielskiDavid P DimmockEdythe A StrandLawrence D Shriberg","2013","http://link.springer.com/article/10.1186/1866-1955-5-29","Article"
"Autism Spectrum Disorder and auditory sensory alterations: a systematic review on the integrity of cognitive and neuronal functions related to auditory processing","Journal of Neural Transmission","","130","3","10.1007/s00702-023-02595-9","Ana Margarida GonçalvesPatricia Monteiro","2023","http://link.springer.com/article/10.1007/s00702-023-02595-9","Article"
"The enigmatic linguistic cerebellum: clinical relevance and unanswered questions on nonmotor speech and language deficits in cerebellar disorders","Cerebellum & Ataxias","","1","1","10.1186/2053-8871-1-12","Peter MariënAlan Beaton","2014","http://link.springer.com/article/10.1186/2053-8871-1-12","Article"
"Neural Correlates of Developmental Speech and Language Disorders: Evidence from Neuroimaging","Current Developmental Disorders Reports","","1","3","10.1007/s40474-014-0019-1","Frédérique LiégeoisAngela MayesAngela Morgan","2014","http://link.springer.com/article/10.1007/s40474-014-0019-1","Article"
"Oromotor variability in children with mild spastic cerebral palsy: a kinematic study of speech motor control","Journal of NeuroEngineering and Rehabilitation","","7","1","10.1186/1743-0003-7-54","Chia-ling ChenHsieh-ching ChenWei-hsien HongFan-pei Gloria YangLiang-yi YangChing-yi Wu","2010","http://link.springer.com/article/10.1186/1743-0003-7-54","Article"
"Development and evaluation of a speech-generating AAC mobile app for minimally verbal children with autism spectrum disorder in Mainland China","Molecular Autism","","8","1","10.1186/s13229-017-0165-5","Sainan AnXiaoping FengYue DaiHongli BoXiuqing WangMu LiJohn Zhuohao WooXingmei LiangCheng GuoCharles Xingchao LiuLiping Wei","2017","http://link.springer.com/article/10.1186/s13229-017-0165-5","Article"
"The effects of continuous oromotor activity on speech motor learning: speech biomechanics and neurophysiologic correlates","Experimental Brain Research","","239","12","10.1007/s00221-021-06206-5","Kaila L. StipancicYi-Ling KuoAmanda MillerHayden M. VentrescaDagmar SternadTeresa J. KimberleyJordan R. Green","2021","http://link.springer.com/article/10.1007/s00221-021-06206-5","Article"
"Limbic and cortical control of phonation for speech in response to a public speech preparation stressor","Brain Imaging and Behavior","","14","5","10.1007/s11682-019-00102-x","Maria DietrichRichard D. AndreattaYang JiangJoseph C. Stemple","2020","http://link.springer.com/article/10.1007/s11682-019-00102-x","Article"
"Feature-driven classification reveals potential comorbid subtypes within childhood apraxia of speech","BMC Pediatrics","","20","1","10.1186/s12887-020-02421-1","Catherine M. SteinPenelope BenchekGabrielle MillerNoémi B. HallDhanya MenonLisa FreebairnJessica TagJennell VickH. Gerry TaylorBarbara A. LewisSudha K. Iyengar","2020","http://link.springer.com/article/10.1186/s12887-020-02421-1","Article"
"Abstracts","Journal of Molecular Neuroscience","","51","1","10.1007/s12031-012-9923-1","","2013","http://link.springer.com/article/10.1007/s12031-012-9923-1","Article"
"7th ESSD Congress and World Dysphagia Summit, 
Barcelona 2017","Dysphagia","","33","4","10.1007/s00455-018-9900-0","","2018","http://link.springer.com/article/10.1007/s00455-018-9900-0","Article"
"Contribution of the Cerebellum and the Basal Ganglia to Language Production: Speech, Word Fluency, and Sentence Construction—Evidence from Pathology","The Cerebellum","","20","2","10.1007/s12311-020-01207-6","Maria Caterina Silveri","2021","http://link.springer.com/article/10.1007/s12311-020-01207-6","Article"
"15th International Congress of ESCAP – European Society for Child and Adolescent Psychiatry 6-10 July 2013, Dublin, Ireland","European Child & Adolescent Psychiatry","","22","2","10.1007/s00787-013-0423-9","","2013","http://link.springer.com/article/10.1007/s00787-013-0423-9","Article"
"Staging Neurological Disorders: Expressions of Cognitive and Motor Disorder","Neurotoxicity Research","","18","2","10.1007/s12640-009-9134-x","Trevor ArcherRichard M. Kostrzewa","2010","http://link.springer.com/article/10.1007/s12640-009-9134-x","Article"
"Audio and visual speech emotion activate the left pre-supplementary motor area","Cognitive, Affective, & Behavioral Neuroscience","","22","2","10.3758/s13415-021-00961-2","Joseph RovettiFran CopelliFrank A. Russo","2022","http://link.springer.com/article/10.3758/s13415-021-00961-2","Article"
"Poster sessions","Journal of Neurology","","251","3","10.1007/s00415-004-3002-7","","2004","http://link.springer.com/article/10.1007/s00415-004-3002-7","Article"
"ACNP 60th Annual Meeting: Poster Abstracts P276 – P550","Neuropsychopharmacology","","46","1","10.1038/s41386-021-01237-6","","2021","http://link.springer.com/article/10.1038/s41386-021-01237-6","Article"
"What’s missing in autism spectrum disorder motor assessments?","Journal of Neurodevelopmental Disorders","","10","1","10.1186/s11689-018-9257-6","Rujuta B. WilsonJames T. McCrackenNicole J. RinehartShafali S. Jeste","2018","http://link.springer.com/article/10.1186/s11689-018-9257-6","Article"
"Contents","Journal of Inherited Metabolic Disease","","29","1","10.1007/s10545-006-9995-6","","2006","http://link.springer.com/article/10.1007/s10545-006-9995-6","Article"
"Ninth Meeting of the European Neurological Society 5–9 June, 1999, Milan, Italy","Journal of Neurology","","246","1","10.1007/BF03160586","","1999","http://link.springer.com/article/10.1007/BF03160586","Article"
"SSIEM 2015 Annual Symposium","Journal of Inherited Metabolic Disease","","38","1","10.1007/s10545-015-9877-x","","2015","http://link.springer.com/article/10.1007/s10545-015-9877-x","Article"
"5th ESSD Congress, Swallowing Disorders: From Compensation to Recovery, Barcelona October 1–3, 2015","Dysphagia","","31","2","10.1007/s00455-016-9698-6","","2016","http://link.springer.com/article/10.1007/s00455-016-9698-6","Article"
"Motor cortex facilitation: a marker of attention deficit hyperactivity disorder co-occurrence in autism spectrum disorder","Translational Psychiatry","","9","1","10.1038/s41398-019-0614-3","Ernest V. PedapatiLindsey N. MooneySteve W. WuCraig A. EricksonJohn A. SweeneyRebecca C. ShafferPaul S. HornLogan K. WinkDonald L. Gilbert","2019","http://link.springer.com/article/10.1038/s41398-019-0614-3","Article"
"Transfer Effect of Speech-sound Learning on Auditory-motor Processing of Perceived Vocal Pitch Errors","Scientific Reports","","5","1","10.1038/srep13134","Zhaocong ChenFrancis C. K. WongJeffery A. JonesWeifeng LiPeng LiuXi ChenHanjun Liu","2015","http://link.springer.com/article/10.1038/srep13134","Article"
"No evidence of somatotopic place of articulation feature mapping in motor cortex during passive speech perception","Psychonomic Bulletin & Review","","23","4","10.3758/s13423-015-0988-z","Jessica S. ArsenaultBradley R. Buchsbaum","2016","http://link.springer.com/article/10.3758/s13423-015-0988-z","Article"
"Abstracts from HSG 2019","Neurotherapeutics","","16","4","10.1007/s13311-019-00788-3","","2019","http://link.springer.com/article/10.1007/s13311-019-00788-3","Article"
"Human motor cortex relies on sparse and action-specific activation during laughing, smiling and speech production","Communications Biology","","2","1","10.1038/s42003-019-0360-3","Markus KernSina BertOlga GlanzAndreas Schulze-BonhageTonio Ball","2019","http://link.springer.com/article/10.1038/s42003-019-0360-3","Article"
"Annual Symposium of the Society for the Study of Inborn Errors of Metabolism","Journal of Inherited Metabolic Disease","","33","1","10.1007/s10545-010-9163-x","","2010","http://link.springer.com/article/10.1007/s10545-010-9163-x","Article"
"The relationship of bottle feeding and other sucking behaviors with speech disorder in Patagonian preschoolers","BMC Pediatrics","","9","1","10.1186/1471-2431-9-66","Clarita BarbosaSandra VasquezMary A ParadaJuan Carlos Velez GonzalezChanaye JacksonN David YanezBizu GelayeAnnette L Fitzpatrick","2009","http://link.springer.com/article/10.1186/1471-2431-9-66","Article"
"ACNP 61st Annual Meeting: Poster Abstracts P1 - P270","Neuropsychopharmacology","","47","1","10.1038/s41386-022-01484-1","","2022","http://link.springer.com/article/10.1038/s41386-022-01484-1","Article"
"The mental representation of sounds in speech sound disorders","Humanities and Social Sciences Communications","","8","1","10.1057/s41599-021-00706-z","Soujanya PathiPrakash Mondal","2021","http://link.springer.com/article/10.1057/s41599-021-00706-z","Article"
"The motor system’s [modest] contribution to speech perception","Psychonomic Bulletin & Review","","26","4","10.3758/s13423-019-01580-2","Ryan C. StokesJonathan H. VeneziaGregory Hickok","2019","http://link.springer.com/article/10.3758/s13423-019-01580-2","Article"
"Annual Symposium of the Society for the Study of Inborn Errors of Metabolism - Lisboa, Portugal, 2–5 September, 2008","Journal of Inherited Metabolic Disease","","31","1","10.1007/s10545-008-9975-0","","2008","http://link.springer.com/article/10.1007/s10545-008-9975-0","Article"
"Abstracts from the 2020 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","35","1","10.1007/s11606-020-05890-3","","2020","http://link.springer.com/article/10.1007/s11606-020-05890-3","Article"
"Early motor signs of attention-deficit hyperactivity disorder: a systematic review","European Child & Adolescent Psychiatry","","29","7","10.1007/s00787-019-01298-5","A. AthanasiadouJ. K. BuitelaarP. BrovedaniO. ChornaF. FulceriA. GuzzettaMaria Luisa Scattoni","2020","http://link.springer.com/article/10.1007/s00787-019-01298-5","Article"
"Abstracts","Underwater Medicine and Related Sciences","","","","10.1007/978-1-4684-8500-4_1","Charles W. ShillingMargaret F. Werts","1973","http://link.springer.com/chapter/10.1007/978-1-4684-8500-4_1","Chapter"
"Developing a test battery for diagnosis of childhood apraxia of speech in Arabic speakers","The Egyptian Journal of Otolaryngology","","36","1","10.1186/s43163-020-00021-5","Dalia AbdouOmayma AfsahHemmat BazTamer Abou-Elsaad","2020","http://link.springer.com/article/10.1186/s43163-020-00021-5","Article"
"ACNP 56th Annual Meeting: Poster Session II, December 5, 2017","Neuropsychopharmacology","","42","1","10.1038/npp.2017.265","","2017","http://link.springer.com/article/10.1038/npp.2017.265","Article"
"Contents","Journal of Inherited Metabolic Disease","","30","1","10.1007/s10545-007-9987-1","","2007","http://link.springer.com/article/10.1007/s10545-007-9987-1","Article"
"Facial-muscle weakness, speech disorders and dysphagia are common in patients with classic infantile Pompe disease treated with enzyme therapy","Journal of Inherited Metabolic Disease","","35","3","10.1007/s10545-011-9404-7","C. M. van GelderC. I. van CapelleB. J. EbbinkI. Moor-van NugterenJ. M. P. van den HoutM. M. HakkesteegtP. A. van DoornI. F. M. de CooA. J. J. ReuserH. H. W. de GierA. T. van der Ploeg","2012","http://link.springer.com/article/10.1007/s10545-011-9404-7","Article"
"Motor Issues in Specific Language Impairment: a Window into the Underlying Impairment","Current Developmental Disorders Reports","","2","3","10.1007/s40474-015-0051-9","Teenu SanjeevanDavid A. RosenbaumCarol MillerJanet G. van HellDaniel J. WeissElina Mainela-Arnold","2015","http://link.springer.com/article/10.1007/s40474-015-0051-9","Article"
"Apraxia of speech and cerebellar mutism syndrome: a case report","Cerebellum & Ataxias","","4","1","10.1186/s40673-016-0059-x","E. De WitteI. WilssensD. De SurgelooseG. DuaM. MoensJ. VerhoevenM. MantoP. Mariën","2017","http://link.springer.com/article/10.1186/s40673-016-0059-x","Article"
"Telencephalon: Neocortex","The Human Central Nervous System","","","","10.1007/978-3-540-34686-9_15","","2008","http://link.springer.com/chapter/10.1007/978-3-540-34686-9_15","Chapter"
"Towards Improving Motor Imagery Brain–Computer Interface Using Multimodal Speech Imagery","Journal of Medical and Biological Engineering","","43","3","10.1007/s40846-023-00798-9","Jigang TongZhengxing XingXiaoying WeiChao YueEnzeng DongShengzhi DuZhe SunJordi Solé-CasalsCesar F. Caiafa","2023","http://link.springer.com/article/10.1007/s40846-023-00798-9","Article"
"Dynamic causal modeling analysis reveals the modulation of motor cortex and integration in superior temporal gyrus during multisensory speech perception","Cognitive Neurodynamics","","","","10.1007/s11571-023-09945-z","Ting ZouLiyuan LiXinju HuangChijun DengXuyang WangQing GaoHuafu ChenRong Li","2023","http://link.springer.com/article/10.1007/s11571-023-09945-z","Article"
"Auditory-motor synchronization and perception suggest partially distinct time scales in speech and music","Communications Psychology","","2","1","10.1038/s44271-023-00053-6","Alice Vivien BarchetMolly J. HenryClaire PelofiJohanna M. Rimmele","2024","http://link.springer.com/article/10.1038/s44271-023-00053-6","Article"
