Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Distinct patterns of speech disorder in early-onset and late-onset de-novo Parkinson’s disease","npj Parkinson's Disease","","7","1","10.1038/s41531-021-00243-1","Jan RuszTereza TykalováMichal NovotnýEvžen RůžičkaPetr Dušek","2021","http://link.springer.com/article/10.1038/s41531-021-00243-1","Article"
"Interactive System for Solving Children Communication Disorder","Design, User Experience, and Usability. Health, Learning, Playing, Cultural, and Cross-Cultural User Experience","","","","10.1007/978-3-642-39241-2_51","Wafaa M. ShalashMalak Bas-samGhada Shawly","2013","http://link.springer.com/chapter/10.1007/978-3-642-39241-2_51","Chapter"
"Automated analysis of connected speech reveals early biomarkers of Parkinson’s disease in patients with rapid eye movement sleep behaviour disorder","Scientific Reports","","7","1","10.1038/s41598-017-00047-5","Jan HlavničkaRoman ČmejlaTereza TykalováKarel ŠonkaEvžen RůžičkaJan Rusz","2017","http://link.springer.com/article/10.1038/s41598-017-00047-5","Article"
"Use of a modular hip dual-mobility articulation in patients with high risk of dislocation: a relatively small-sized acetabulum in Asian patients may limit its use","Arthroplasty","","3","1","10.1186/s42836-020-00066-0","Ping Keung ChanSum Lik CheungKar Hei LamWing Chiu FungVincent Wai Kwan ChanAmy CheungMan Hong CheungHenry FuChun Hoi YanKwong Yuen Chiu","2021","http://link.springer.com/article/10.1186/s42836-020-00066-0","Article"
"Outcome Measures in Developmental Speech Sound Disorders with a Motor Basis","Current Developmental Disorders Reports","","2","3","10.1007/s40474-015-0058-2","E. KearneyF. GranataY. YunusovaP. van LieshoutD. HaydenA. Namasivayam","2015","http://link.springer.com/article/10.1007/s40474-015-0058-2","Article"
"Abstracts to the
12th International Congress European
Society for Child and Adolescent Psychiatry","European Child & Adolescent Psychiatry","","12","2","10.1007/s00787-003-1201-x","Prof. Ph. Jeammet Congress President and President ESCAP","2003","http://link.springer.com/article/10.1007/s00787-003-1201-x","Article"
"A causal inference explanation for enhancement of multisensory integration by co-articulation","Scientific Reports","","8","1","10.1038/s41598-018-36772-8","John F. MagnottiKristen B. SmithMarcelo SalinasJacqunae MaysLin L. ZhuMichael S. Beauchamp","2018","http://link.springer.com/article/10.1038/s41598-018-36772-8","Article"
"Locus equations as phonetic descriptors of consonantal place of articulation","Perception & Psychophysics","","58","6","10.3758/BF03205495","Harvey M. SussmanJadine Shore","1996","http://link.springer.com/article/10.3758/BF03205495","Article"
"Articulation Analysis in the Speech of Children with Cleft Lip and Palate","Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications","","","","10.1007/978-3-030-33904-3_54","H. A. Carvajal-CastañoJuan Rafael Orozco-Arroyave","2019","http://link.springer.com/chapter/10.1007/978-3-030-33904-3_54","Chapter"
"Age differences in place-of-articulation phoneme boundary","Perception & Psychophysics","","42","1","10.3758/BF03211518","Willy De Weirdt","1987","http://link.springer.com/article/10.3758/BF03211518","Article"
"No evidence of somatotopic place of articulation feature mapping in motor cortex during passive speech perception","Psychonomic Bulletin & Review","","23","4","10.3758/s13423-015-0988-z","Jessica S. ArsenaultBradley R. Buchsbaum","2016","http://link.springer.com/article/10.3758/s13423-015-0988-z","Article"
"Articulation constrained learning with application to speech emotion recognition","EURASIP Journal on Audio, Speech, and Music Processing","","2019","1","10.1186/s13636-019-0157-9","Mohit ShahMing TuVisar BerishaChaitali ChakrabartiAndreas Spanias","2019","http://link.springer.com/article/10.1186/s13636-019-0157-9","Article"
"Designing Wearable Bio-Interfaces: A Transdisciplinary Articulation between Design and Neuroscience","Universal Access in Human-Computer Interaction. Design Methods, Tools, and Interaction Techniques for eInclusion","","","","10.1007/978-3-642-39188-0_74","Rachel Zuanon","2013","http://link.springer.com/chapter/10.1007/978-3-642-39188-0_74","Chapter"
"S-Ketamine-Induced NMDA Receptor Blockade during Natural Speech Production and Its Implications for Formal Thought Disorder in Schizophrenia: A Pharmaco-fMRI Study","Neuropsychopharmacology","","43","6","10.1038/npp.2017.270","Arne NagelsMaurice CabanisAndrea OppelAndre Kirner-VeselinovicChristian SchalesTilo Kircher","2018","http://link.springer.com/article/10.1038/npp.2017.270","Article"
"Oral and Maxillofacial Surgery for the Clinician","","","","","10.1007/978-981-15-1346-6","Krishnamurthy BonanthayaElavenil PanneerselvamSuvy ManuelVinay V. KumarAnshul Rai","2021","http://link.springer.com/book/10.1007/978-981-15-1346-6","Book"
"Twenty-second Meeting of the European Neurological Society 9–12 June, 2012 Prague, Czech Republic","Journal of Neurology","","259","1","10.1007/s00415-012-6524-4","","2012","http://link.springer.com/article/10.1007/s00415-012-6524-4","Article"
"Social Action as Language","Power of Articulation","","","","10.1007/978-3-031-33077-3_5","Matti Kortesoja","2023","http://link.springer.com/chapter/10.1007/978-3-031-33077-3_5","Chapter"
"Phonologically-based biomarkers for major depressive disorder","EURASIP Journal on Advances in Signal Processing","","2011","1","10.1186/1687-6180-2011-42","Andrea Carolina TrevinoThomas Francis QuatieriNicolas Malyska","2011","http://link.springer.com/article/10.1186/1687-6180-2011-42","Article"
"Twenty-third Meeting of the European Neurological Society, 8–11 June, 2013 Barcelona, Spain","Journal of Neurology","","260","1","10.1007/s00415-013-6924-0","","2013","http://link.springer.com/article/10.1007/s00415-013-6924-0","Article"
"Speech-aid prosthesis in velopharyngeal incompetency patient with cleft palate: can speech aids be applicable for adult patient?","Maxillofacial Plastic and Reconstructive Surgery","","43","1","10.1186/s40902-021-00315-5","Dong-Cheol KangJung-Ho ParkHyun SeokJin-A BaekDa-Wa KimSeung-O Ko","2021","http://link.springer.com/article/10.1186/s40902-021-00315-5","Article"
"Posters","JNHA - The Journal of Nutrition, Health and Aging","","13","1","10.1007/s12603-009-0095-9","","2009","http://link.springer.com/article/10.1007/s12603-009-0095-9","Article"
"Atypical audiovisual word processing in school-age children with a history of specific language impairment: an event-related potential study","Journal of Neurodevelopmental Disorders","","8","1","10.1186/s11689-016-9168-3","Natalya KaganovichJennifer SchumakerCourtney Rowland","2016","http://link.springer.com/article/10.1186/s11689-016-9168-3","Article"
"Feature-driven classification reveals potential comorbid subtypes within childhood apraxia of speech","BMC Pediatrics","","20","1","10.1186/s12887-020-02421-1","Catherine M. SteinPenelope BenchekGabrielle MillerNoémi B. HallDhanya MenonLisa FreebairnJessica TagJennell VickH. Gerry TaylorBarbara A. LewisSudha K. Iyengar","2020","http://link.springer.com/article/10.1186/s12887-020-02421-1","Article"
"Merging statewide data in a public/university collaboration to address opioid use disorder and overdose","Addiction Science & Clinical Practice","","16","1","10.1186/s13722-020-00211-9","William C. BeckerRobert HeimerCatherine M. DormitzerMolly DoernbergGail D’OnofrioLauretta E. GrauKathryn HawkHsiu-Ju LinAlex M. SecoraDavid A. Fiellin","2021","http://link.springer.com/article/10.1186/s13722-020-00211-9","Article"
"A case of hemangiopericytoma of the soft palate with articulate disorder and dysphagia","International Journal of Oral Science","","5","2","10.1038/ijos.2013.25","Yasuyuki MichiMiho SuzukiKazuto KuroharaKiyoshi Harada","2013","http://link.springer.com/article/10.1038/ijos.2013.25","Article"
"Abstracts for Poster Sessions","Journal of Neurology","","249","1","10.1007/s004150200086","","2002","http://link.springer.com/article/10.1007/s004150200086","Article"
"The distinct and overlapping phenotypic spectra of FOXP1 and FOXP2 in cognitive disorders","Human Genetics","","131","11","10.1007/s00439-012-1193-z","Claire BaconGudrun A. Rappold","2012","http://link.springer.com/article/10.1007/s00439-012-1193-z","Article"
"Quantitative Analysis of Relationship Between Hypokinetic Dysarthria and the Freezing of Gait in Parkinson’s Disease","Cognitive Computation","","10","6","10.1007/s12559-018-9575-8","Jiri MekyskaZoltan GalazTomas KiskaVojtech ZvoncakJan MuchaZdenek SmekalIlona EliasovaMilena KostalovaMartina MrackovaDagmar FiedorovaMarcos Faundez-ZanuyJordi Solé-CasalsPedro Gomez-VildaIrena Rektorova","2018","http://link.springer.com/article/10.1007/s12559-018-9575-8","Article"
"Depression, Constraint, and the Liver: (Dis)assembling the Treatment of Emotion-Related Disorders in Chinese Medicine","Culture, Medicine, and Psychiatry","","37","1","10.1007/s11013-012-9290-y","Volker Scheid","2013","http://link.springer.com/article/10.1007/s11013-012-9290-y","Article"
"Contemporary Architects","Contemporary Architects","","","","10.1007/978-1-349-04184-8_1","Muriel Emanuel","1980","http://link.springer.com/chapter/10.1007/978-1-349-04184-8_1","Chapter"
"Doing Transitions in the Life Course","Life Course Research and Social Policies","","","","10.1007/978-3-031-13512-5","Barbara StauberAndreas WaltherRichard A. Settersten, Jr.","2022","http://link.springer.com/book/10.1007/978-3-031-13512-5","Book"
"Elicitation Requirements","Designing Digital Work","","","","10.1007/978-3-030-12259-1_2","Stefan OpplChristian Stary","2019","http://link.springer.com/chapter/10.1007/978-3-030-12259-1_2","Chapter"
"Associations between speech features and phenotypic severity in Treacher Collins syndrome","BMC Medical Genetics","","15","1","10.1186/1471-2350-15-47","Pamela ÅstenHarriet AkreChristina Persson","2014","http://link.springer.com/article/10.1186/1471-2350-15-47","Article"
"Musculoskeletal Diseases 2021-2024","IDKD Springer Series","","","","10.1007/978-3-030-71281-5","Juerg HodlerRahel A. Kubik-HuchGustav K. von Schulthess","2021","http://link.springer.com/book/10.1007/978-3-030-71281-5","Book"
"Classification of voice disorder in children with cochlear implantation and hearing aid using multiple classifier fusion","BioMedical Engineering OnLine","","10","1","10.1186/1475-925X-10-3","Zeinab MahmoudiSaeed RahatiMohammad Mahdi GhasemiVahid AsadpourHamid TayaraniMohsen Rajati","2011","http://link.springer.com/article/10.1186/1475-925X-10-3","Article"
"An Evaluation of Reinforcer Magnitude and Echoic Prompts on Vocal Requesting of Individuals with Autism Spectrum Disorder","Journal of Developmental and Physical Disabilities","","33","6","10.1007/s10882-021-09787-9","Reem MuharibRussell LangVirginia L. WalkerAndrew PhinneyMarcela Rodriguez","2021","http://link.springer.com/article/10.1007/s10882-021-09787-9","Article"
"Social (pragmatic) communication disorder: a research review of this new DSM-5 diagnostic category","Journal of Neurodevelopmental Disorders","","6","1","10.1186/1866-1955-6-41","Lauren B SwinefordAudrey ThurmGillian BairdAmy M WetherbySusan Swedo","2014","http://link.springer.com/article/10.1186/1866-1955-6-41","Article"
"Acoustic analysis and detection of pharyngeal fricative in cleft palate speech using correlation of signals in independent frequency bands and octave spectrum prominent peak","BioMedical Engineering OnLine","","19","1","10.1186/s12938-020-00782-3","Fei HeXiyue WangHeng YinHan ZhangGang YangLing He","2020","http://link.springer.com/article/10.1186/s12938-020-00782-3","Article"
"Speech acoustic indices for differential diagnosis between Parkinson’s disease, multiple system atrophy and progressive supranuclear palsy","npj Parkinson's Disease","","8","1","10.1038/s41531-022-00389-6","Khalid DaoudiBiswajit DasTereza TykalovaJiri KlempirJan Rusz","2022","http://link.springer.com/article/10.1038/s41531-022-00389-6","Article"
"Speech deficits in multiple sclerosis: a narrative review of the existing literature","European Journal of Medical Research","","28","1","10.1186/s40001-023-01230-3","Panagiotis PlotasVasiliki NanousiAnastasios KantanisEirini TsiamakiAngelos PapadopoulosAngeliki TsaparaAggeliki GlykaEfraimia ManiFay RoumeliotiGeorgia StratakiGeorgia FragkouKonstantina MavreliNatalia ZiouliNikolaos Trimmis","2023","http://link.springer.com/article/10.1186/s40001-023-01230-3","Article"
"Altered speech patterns in subjects with post-traumatic headache due to mild traumatic brain injury","The Journal of Headache and Pain","","22","1","10.1186/s10194-021-01296-6","Catherine D. ChongJianwei ZhangJing LiTeresa WuGina DumkriegerSimona NikolovaKatherine RossGabriela StegmannJulie LissTodd J. SchwedtSuren JayasuriyaVisar Berisha","2021","http://link.springer.com/article/10.1186/s10194-021-01296-6","Article"
"PROMPT intervention for children with severe speech motor delay: a randomized control trial","Pediatric Research","","89","3","10.1038/s41390-020-0924-4","Aravind K. NamasivayamAnna HuynhFrancesca GranataVina LawPascal van Lieshout","2021","http://link.springer.com/article/10.1038/s41390-020-0924-4","Article"
"Aberrant neurophysiological signaling associated with speech impairments in Parkinson’s disease","npj Parkinson's Disease","","9","1","10.1038/s41531-023-00495-z","Alex I. WiesmanPeter W. DonhauserClotilde DegrootSabrina DiabShanna KousaieEdward A. FonDenise KleinSylvain Baillet","2023","http://link.springer.com/article/10.1038/s41531-023-00495-z","Article"
"Bi-allelic ATG4D variants are associated with a neurodevelopmental disorder characterized by speech and motor impairment","npj Genomic Medicine","","8","1","10.1038/s41525-022-00343-8","Marie MorimotoVikas BhambhaniNour GazzazMariska DavidsPaalini SathiyaseelanEllen F. MacnamaraJennifer LangeAnna LehmanPatricia M. ZerfasJennifer L. MurphyMaria T. AcostaCamille WangEmily AldermanSara ReichertAudrey ThurmDavid R. Adams","2023","http://link.springer.com/article/10.1038/s41525-022-00343-8","Article"
"Jaw biodynamic data for 24 patients with chronic unilateral temporomandibular disorder","Scientific Data","","4","1","10.1038/sdata.2017.168","José López-CedrúnUrbano Santana-MoraMaría PomboAmaya Pérez Del PalomarVíctor Alonso De la PeñaMaría Jesús MoraUrbano Santana","2017","http://link.springer.com/article/10.1038/sdata.2017.168","Article"
"Testing patient targeted therapies in patients with temporomandibular joint disorder with the arthrokinetic reflex: individual patient research","Journal of Translational Medicine","","14","1","10.1186/s12967-016-0991-9","Garabed G. DemerjianAndre BarkhordarianFrancesco Chiappelli","2016","http://link.springer.com/article/10.1186/s12967-016-0991-9","Article"
"The role of visual information in the processing of","Perception & Psychophysics","","45","1","10.3758/BF03208030","Kerry P. GreenPatricia K. Kuhl","1989","http://link.springer.com/article/10.3758/BF03208030","Article"
"The importance of deep speech phenotyping for neurodevelopmental and genetic disorders: a conceptual review","Journal of Neurodevelopmental Disorders","","14","1","10.1186/s11689-022-09443-z","Karen V. ChenauskyHelen Tager-Flusberg","2022","http://link.springer.com/article/10.1186/s11689-022-09443-z","Article"
"Selective Mutism and Its Relations to Social Anxiety Disorder and Autism Spectrum Disorder","Clinical Child and Family Psychology Review","","24","2","10.1007/s10567-020-00342-0","Peter MurisThomas H. Ollendick","2021","http://link.springer.com/article/10.1007/s10567-020-00342-0","Article"
"Digital Healthcare and Expertise","Health, Technology and Society","","","","10.1007/978-981-16-9178-2","Claudia Egher","2023","http://link.springer.com/book/10.1007/978-981-16-9178-2","Book"
"Assessment of the mind-body connection: preliminary psychometric evidence for a new self-report questionnaire","BMC Psychology","","11","1","10.1186/s40359-023-01302-3","Kristen Van BaelMichelle BallJessica ScarfoEmra Suleyman","2023","http://link.springer.com/article/10.1186/s40359-023-01302-3","Article"
"Nineteenth Meeting of the European Neurological Society 20–24 June 2009, Milan, Italy","Journal of Neurology","","256","2","10.1007/s00415-009-5161-z","","2009","http://link.springer.com/article/10.1007/s00415-009-5161-z","Article"
"Genetic architecture of childhood speech disorder: a review","Molecular Psychiatry","","","","10.1038/s41380-024-02409-8","Angela T. MorganDavid J. AmorMiya D. St JohnIngrid. E. SchefferMichael S. Hildebrand","2024","http://link.springer.com/article/10.1038/s41380-024-02409-8","Article"
"Genetic aetiologies for childhood speech disorder: novel pathways co-expressed during brain development","Molecular Psychiatry","","28","4","10.1038/s41380-022-01764-8","Antony KaspiMichael S. HildebrandVictoria E. JacksonRuth BradenOlivia van ReykTegan HowellSimone DebonoMariana LaurettaLottie MorisonMatthew J. ColemanRichard WebsterDavid ComanHimanshu GoelMathew WallisGabriel DabscheckLilian Downie","2023","http://link.springer.com/article/10.1038/s41380-022-01764-8","Article"
"ECR 2005 – Scientific Programme – Abstracts","European Radiology Supplements","","15","1","10.1007/s10406-005-0100-2","","2005","http://link.springer.com/article/10.1007/s10406-005-0100-2","Article"
"Neural Correlates of Developmental Speech and Language Disorders: Evidence from Neuroimaging","Current Developmental Disorders Reports","","1","3","10.1007/s40474-014-0019-1","Frédérique LiégeoisAngela MayesAngela Morgan","2014","http://link.springer.com/article/10.1007/s40474-014-0019-1","Article"
"Annual Symposium of the Society for the Study of Inborn Errors of Metabolism","Journal of Inherited Metabolic Disease","","33","1","10.1007/s10545-010-9163-x","","2010","http://link.springer.com/article/10.1007/s10545-010-9163-x","Article"
"Epistemic injustice, naturalism, and mental disorder: on the epistemic benefits of obscuring social factors","Synthese","","201","6","10.1007/s11229-023-04210-6","Dan Degerman","2023","http://link.springer.com/article/10.1007/s11229-023-04210-6","Article"
"A search for explanation of the brain and learning: Elements of the psychonomic interface between psychology and neurophysiology I. A cognitive approach to early learning","Psychobiology","","18","2","10.3758/BF03327225","Peter G. Burton","1990","http://link.springer.com/article/10.3758/BF03327225","Article"
"Compendium","Birth Defects Compendium","","","","10.1007/978-1-349-05131-1_2","Daniel Bergsma MD, MPH","1979","http://link.springer.com/chapter/10.1007/978-1-349-05131-1_2","Chapter"
"Effects of preoperative speech therapy on the speech intelligibility of patients with velopharyngeal incompetence","The Egyptian Journal of Otolaryngology","","29","4","10.7123/01.EJO.0000429576.72335.5f","Hassan H. Ghandour MDFatma-Alzahraa KaddahAhmed AbdelhamidAmir Elbarbary","2013","http://link.springer.com/article/10.7123/01.EJO.0000429576.72335.5f","Article"
"Assessment of language disorders in low birth weight children","The Egyptian Journal of Otolaryngology","","31","4","10.4103/1012-5574.168362","Haytham Mamdouh MDM. M. El-BadryE. A. ZakyWafa Helmy","2015","http://link.springer.com/article/10.4103/1012-5574.168362","Article"
"Auditory brainstem response and speech mismatch negativity in children with phonological disorders","The Egyptian Journal of Otolaryngology","","35","1","10.4103/ejo.ejo_87_17","Dr. Reem El-Beltagy MDDalia GalhomEl-Ham M. Hassan","2019","http://link.springer.com/article/10.4103/ejo.ejo_87_17","Article"
"The analysis of relationship between selected sociodemografic factors and disorders of speech organs in Parkinson`s patients","BMC Neurology","","17","1","10.1186/s12883-017-1003-2","Wioletta PawlukowskaKarolina Skonieczna-ŻydeckaIwona RotterKrystyna HonczarenkoPrzemysław Nowacki","2017","http://link.springer.com/article/10.1186/s12883-017-1003-2","Article"
"46th Annual Conference of AOMSI","Journal of Maxillofacial and Oral Surgery","","21","1","10.1007/s12663-022-01816-0","","2022","http://link.springer.com/article/10.1007/s12663-022-01816-0","Article"
"Abstracts of Documents in This Supplement","Political Science Abstracts","","","","10.1007/978-1-4615-7628-0_1","","1993","http://link.springer.com/chapter/10.1007/978-1-4615-7628-0_1","Chapter"
"The Life of Breath in Literature, Culture and Medicine","Palgrave Studies in Literature, Science and Medicine","","","","10.1007/978-3-030-74443-4","Prof. David FullerCorinne SaundersJane Macnaughton","2021","http://link.springer.com/book/10.1007/978-3-030-74443-4","Book"
"Phenomenology, psychiatric comorbidity and family history in referred preschool children with obsessive-compulsive disorder","Child and Adolescent Psychiatry and Mental Health","","6","1","10.1186/1753-2000-6-36","Murat CoskunSalih ZorogluMucahit Ozturk","2012","http://link.springer.com/article/10.1186/1753-2000-6-36","Article"
"Automatic speech-based assessment to discriminate Parkinson’s disease from essential tremor with a cross-language approach","npj Digital Medicine","","7","1","10.1038/s41746-024-01027-6","Cristian David Rios-UrregoJan RuszJuan Rafael Orozco-Arroyave","2024","http://link.springer.com/article/10.1038/s41746-024-01027-6","Article"
"Assessment protocol for patients with acquired apraxia of speech","The Egyptian Journal of Otolaryngology","","33","2","10.4103/1012-5574.206018","Yehia Amin AborasGhada Abdelhady AshmawyReham Mohamed ElmaghrabySabah Saeed Gommaa","2017","http://link.springer.com/article/10.4103/1012-5574.206018","Article"
"Outcomes from Individual Alpha Frequency Guided Repetitive Transcranial Magnetic Stimulation in Children with Autism Spectrum Disorder – A Retrospective Chart Review","Child Psychiatry & Human Development","","","","10.1007/s10578-022-01461-1","Uchenna EzedinmaPiotr SwierkowskiShauna Fjaagesund","2022","http://link.springer.com/article/10.1007/s10578-022-01461-1","Article"
"Épidémiologie de la maladie dégénérative vertébrale dans des séries ostéologiques documentées. Proposition d’une nouvelle méthode de cotation et première application aux articulations interapophysaires lombaires","Bulletins et mémoires de la Société d'anthropologie de Paris","","23","1 - 2","10.1007/s13219-010-0024-9","I. BouchezY. ArdagnaB. Saliba-SerreO. Dutour","2011","http://link.springer.com/article/10.1007/s13219-010-0024-9","Article"
"Metacognitive interventions in text production and working memory in students with ADHD","Psicologia: Reflexão e Crítica","","31","1","10.1186/s41155-017-0081-9","Nelba Maria Teixeira PisaccoYasmini Lais Spindler SperaficoJacqueline Raquel Bianchi EnriconeLuciano Santos Pinto GuimarãesLuis Augusto RohdeBeatriz Vargas Dorneles","2018","http://link.springer.com/article/10.1186/s41155-017-0081-9","Article"
"Rare structural variants in the DOCK8 gene identified in a cohort of 439 patients with neurodevelopmental disorders","Scientific Reports","","8","1","10.1038/s41598-018-27824-0","Danijela KrgovicNadja Kokalj VokacAndreja ZagoracHojka Gregoric Kumperscak","2018","http://link.springer.com/article/10.1038/s41598-018-27824-0","Article"
"The Palgrave Handbook of Critical Menstruation Studies","","","","","10.1007/978-981-15-0614-7","Dr. Chris BobelInga T. WinklerProf. Dr. Breanne FahsKatie Ann HassonProf. Elizabeth Arveda KisslingDr. Tomi-Ann Roberts","2020","http://link.springer.com/book/10.1007/978-981-15-0614-7","Book"
"Eye-voice span during rapid automatized naming: evidence of reduced automaticity in individuals with autism spectrum disorder and their siblings","Journal of Neurodevelopmental Disorders","","6","1","10.1186/1866-1955-6-33","Abigail L Hogan-BrownRenske S HoedemakerPeter C GordonMolly Losh","2014","http://link.springer.com/article/10.1186/1866-1955-6-33","Article"
"De novo mutations in MED13, a component of the Mediator complex, are associated with a novel neurodevelopmental disorder","Human Genetics","","137","5","10.1007/s00439-018-1887-y","Lot Snijders BlokSusan M. HiattKevin M. BowlingJeremy W. ProkopKrysta L. EngelJ. Nicholas CochranE. Martina BebinEmilia K. BijlsmaClaudia A. L. RuivenkampPaulien TerhalMarleen E. H. SimonRosemarie SmithJane A. HurstHeather McLaughlinRichard PersonAmy Crunk","2018","http://link.springer.com/article/10.1007/s00439-018-1887-y","Article"
"The relationship of bottle feeding and other sucking behaviors with speech disorder in Patagonian preschoolers","BMC Pediatrics","","9","1","10.1186/1471-2431-9-66","Clarita BarbosaSandra VasquezMary A ParadaJuan Carlos Velez GonzalezChanaye JacksonN David YanezBizu GelayeAnnette L Fitzpatrick","2009","http://link.springer.com/article/10.1186/1471-2431-9-66","Article"
"Using the ICF Framework to Explore the Multiple Interacting Factors Associated with Developmental Coordination Disorder","Current Developmental Disorders Reports","","1","2","10.1007/s40474-014-0013-7","G. D. FergusonJ. JelsmaP. VersfeldB. C. M. Smits-Engelsman","2014","http://link.springer.com/article/10.1007/s40474-014-0013-7","Article"
"Clinical evaluation of rare copy number variations identified by chromosomal microarray in a Hungarian neurodevelopmental disorder patient cohort","Molecular Cytogenetics","","15","1","10.1186/s13039-022-00623-z","Anna LengyelÉva PintiHenriett PikóÁrvai KristófTünde AbonyiZaránd NémethiGyörgy FeketeIrén Haltrich","2022","http://link.springer.com/article/10.1186/s13039-022-00623-z","Article"
"Abstracts of Documents in this Supplement","Political Science Abstracts","","","","10.1007/978-1-4615-7625-9_1","","1992","http://link.springer.com/chapter/10.1007/978-1-4615-7625-9_1","Chapter"
"To speak with an accent: Effects of nasal distortion on stuttering under delayed auditory feedback","Perception & Psychophysics","","5","3","10.3758/BF03209555","Donald G. MacKay","1969","http://link.springer.com/article/10.3758/BF03209555","Article"
"Speaker-Versus Listener-Oriented Disfluency: A Re-examination of Arguments and Assumptions from Autism Spectrum Disorder","Journal of Autism and Developmental Disorders","","47","9","10.1007/s10803-017-3215-0","Paul E. EngelhardtOliver AlfridijantaMhairi E. G. McMullonMartin Corley","2017","http://link.springer.com/article/10.1007/s10803-017-3215-0","Article"
