Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Phonology and orthography in reading aloud","Psychonomic Bulletin & Review","","14","3","10.3758/BF03194089","Niels O. Schiller","2007","http://link.springer.com/article/10.3758/BF03194089","Article"
"Basic processes in reading: On the development of cross-case letter matching without reference to phonology","Bulletin of the Psychonomic Society","","25","5","10.3758/BF03330367","Dave RynardDerek Besner","1987","http://link.springer.com/article/10.3758/BF03330367","Article"
"Orthographies and their phonologies: A hypothesis","Bulletin of the Psychonomic Society","","28","5","10.3758/BF03334048","Derek Besner","1990","http://link.springer.com/article/10.3758/BF03334048","Article"
"The role of phonology during visual word learning in adults: An integrative review","Psychonomic Bulletin & Review","","27","1","10.3758/s13423-019-01647-0","Gabriela Meade","2020","http://link.springer.com/article/10.3758/s13423-019-01647-0","Article"
"Orthography and phonology in reading Japanese kanji words: Evidence from the semantic decision task with homophones","Memory & Cognition","","26","1","10.3758/BF03211371","Naoko SakumaSumiko SasanumaItaru F. TatsumiShinobu Masaki","1998","http://link.springer.com/article/10.3758/BF03211371","Article"
"The role of phonology in a letter detection task","Memory & Cognition","","28","3","10.3758/BF03198550","Jennifer GrossRebecca TreimanJoe Inman","2000","http://link.springer.com/article/10.3758/BF03198550","Article"
"The masked onset priming effect in naming: Computation of phonology or speech planning?","Memory & Cognition","","30","2","10.3758/BF03195284","Sachiko KinoshitaAnna Woollams","2002","http://link.springer.com/article/10.3758/BF03195284","Article"
"Reading without phonology: ERP evidence from skilled deaf readers of Spanish","Scientific Reports","","11","1","10.1038/s41598-021-84490-5","Brendan CostelloSendy CaffarraNoemi FariñaJon Andoni DuñabeitiaManuel Carreiras","2021","http://link.springer.com/article/10.1038/s41598-021-84490-5","Article"
"Assimilation, antigemination, and contingent optionality: the phonology of monoconsonantal proclitics in Polish","Natural Language & Linguistic Theory","","28","3","10.1007/s11049-010-9099-8","Bożena PająkEric Baković","2010","http://link.springer.com/article/10.1007/s11049-010-9099-8","Article"
"Electrophysiological dynamics of Chinese phonology during visual word recognition in Chinese-English bilinguals","Scientific Reports","","8","1","10.1038/s41598-018-25072-w","Yun WenRuth FilikWalter J. B. van Heuven","2018","http://link.springer.com/article/10.1038/s41598-018-25072-w","Article"
"Phonemic similarity effects and prelexical phonology","Memory & Cognition","","18","2","10.3758/BF03197089","Georgije LukatelaM. T. Turvey","1990","http://link.springer.com/article/10.3758/BF03197089","Article"
"Zebra finches (Taeniopygia guttata) demonstrate cognitive flexibility in using phonology and sequence of syllables in auditory discrimination","Animal Cognition","","26","4","10.1007/s10071-023-01763-4","Zhi-Yuan NingHenkjan HoningCarel ten Cate","2023","http://link.springer.com/article/10.1007/s10071-023-01763-4","Article"
"Impact of phonology on the generation of handwritten responses: Evidence from picture-word interference tasks","Memory & Cognition","","38","4","10.3758/MC.38.4.519","Qingfang ZhangMarkus F. Damian","2010","http://link.springer.com/article/10.3758/MC.38.4.519","Article"
"Age of acquisition, word frequency, and the role of phonology in the lexical decision task","Memory & Cognition","","27","4","10.3758/BF03211553","Simon GerhandChristopher Barry","1999","http://link.springer.com/article/10.3758/BF03211553","Article"
"The role of assembled phonology in reading comprehension","Memory & Cognition","","19","4","10.3758/BF03197143","Veronika ColtheartS. E. AvonsJacqueline MastersonVeronica J. Laxon","1991","http://link.springer.com/article/10.3758/BF03197143","Article"
"The functions of phonology in the acquisition of reading: Lexical and sentence processing","Memory & Cognition","","23","6","10.3758/BF03200927","Rhona S. JohnstonG. Brian ThompsonClaire M. Fletcher-FlinnChristopher Holligan","1995","http://link.springer.com/article/10.3758/BF03200927","Article"
"Orthography-phonology consistency in English: Theory- and data-driven measures and their impact on auditory vs. visual word recognition","Behavior Research Methods","","","","10.3758/s13428-023-02094-5","Alfred LimBeth O’BrienLuca Onnis","2023","http://link.springer.com/article/10.3758/s13428-023-02094-5","Article"
"Visual phonology: The effects of orthographic consistency on different auditory word recognition tasks","Memory & Cognition","","32","5","10.3758/BF03195863","Johannes C. ZieglerLudovic FerrandMarie Montant","2004","http://link.springer.com/article/10.3758/BF03195863","Article"
"Phonology in the bilingual Stroop effect","Memory & Cognition","","32","5","10.3758/BF03195865","Hiromi SumiyaAlice F. Healy","2004","http://link.springer.com/article/10.3758/BF03195865","Article"
"Scope, phonology and morphology in an agglutinating language: Choguita Rarámuri (Tarahumara) variable suffix ordering","Morphology","","20","1","10.1007/s11525-010-9147-4","Gabriela Caballero","2010","http://link.springer.com/article/10.1007/s11525-010-9147-4","Article"
"Skilled adult readers activate the meanings of high-frequency words using phonology: Evidence from eye tracking","Memory & Cognition","","45","2","10.3758/s13421-016-0661-4","Debra JaredKatrina O’Donnell","2017","http://link.springer.com/article/10.3758/s13421-016-0661-4","Article"
"Unveiling the nature of interaction between semantics and phonology in lexical access based on multilayer networks","Scientific Reports","","11","1","10.1038/s41598-021-93925-y","Orr LevyYoed N. KenettOrr OxenbergNichol CastroSimon De DeyneMichael S. VitevitchShlomo Havlin","2021","http://link.springer.com/article/10.1038/s41598-021-93925-y","Article"
"A prime-masked ERP investigation on phonology in visual word processing among bilingual speakers of alphasyllabic and alphabetic orthographies","Scientific Reports","","12","1","10.1038/s41598-022-13654-8","Adhvika ShettySanjana P. HebbarRajath ShenoyVarghese PeterGopee Krishnan","2022","http://link.springer.com/article/10.1038/s41598-022-13654-8","Article"
"The morphology and phonology of metathesis in Amarasi","Morphology","","28","1","10.1007/s11525-017-9314-y","Owen Edwards","2018","http://link.springer.com/article/10.1007/s11525-017-9314-y","Article"
"Is Phonology Embodied? Evidence from Mechanical Stimulation","Journal of Psycholinguistic Research","","51","3","10.1007/s10936-022-09871-x","Iris BerentMelanie Platt","2022","http://link.springer.com/article/10.1007/s10936-022-09871-x","Article"
"Using information-theoretic measures to characterize the structure of the writing system: the case of orthographic-phonological regularities in English","Behavior Research Methods","","52","3","10.3758/s13428-019-01317-y","Noam SiegelmanDevin M. KearnsJay G. Rueckl","2020","http://link.springer.com/article/10.3758/s13428-019-01317-y","Article"
"What is the pronunciation for -ough and the spelling for /u/? A database for computing feedforward and feedback consistency in English","Behavior Research Methods, Instruments, & Computers","","29","4","10.3758/BF03210615","Johannes C. ZieglerGregory O. StoneArthur M. Jacobs","1997","http://link.springer.com/article/10.3758/BF03210615","Article"
"Cophonologies by Ph(r)ase","Natural Language & Linguistic Theory","","38","4","10.1007/s11049-020-09467-x","Hannah SandePeter JenksSharon Inkelas","2020","http://link.springer.com/article/10.1007/s11049-020-09467-x","Article"
"Homophonic and semantic priming of Japanese kanji words: A time course study","Psychonomic Bulletin & Review","","14","1","10.3758/BF03194029","Hsin-Chin ChenTakashi YamauchiKatsuo TamaokaJyotsna Vaid","2007","http://link.springer.com/article/10.3758/BF03194029","Article"
"Tets´ǫt’ıné prefix vowel length: Evidence for systematic underspecification","Natural Language & Linguistic Theory","","41","2","10.1007/s11049-022-09550-5","Alessandro Jaker","2023","http://link.springer.com/article/10.1007/s11049-022-09550-5","Article"
"Prosodic structure and suprasegmental features","The Journal of Comparative Germanic Linguistics","","19","3","10.1007/s10828-016-9083-8","Pavel Iosad","2016","http://link.springer.com/article/10.1007/s10828-016-9083-8","Article"
"Phonological activation improves semantic access provided by Arabic digits and number words","Memory & Cognition","","51","4","10.3758/s13421-022-01372-5","Haibin HanRunping WangZhanling CuiXinlin Zhou","2023","http://link.springer.com/article/10.3758/s13421-022-01372-5","Article"
"Does the availability of orthography support L2 word learning?","Reading and Writing","","34","2","10.1007/s11145-020-10078-6","Alexander KrepelElise H. de BreePeter F. de Jong","2021","http://link.springer.com/article/10.1007/s11145-020-10078-6","Article"
"When SOFA primes TOUCH: Interdependence of spelling, sound, and meaning in “semantically mediated” phonological priming","Memory & Cognition","","29","3","10.3758/BF03196404","William T. FarrarGuy C. van OrdenVictoria Hamouz","2001","http://link.springer.com/article/10.3758/BF03196404","Article"
"Irregular past tense forms in English: how data from children with specific language impairment contribute to models of morphology","Morphology","","22","1","10.1007/s11525-011-9195-4","Chloë R. MarshallHeather K. J. van der Lely","2012","http://link.springer.com/article/10.1007/s11525-011-9195-4","Article"
"Linguistic Evidence for Script Relativity","Script Effects as the Hidden Drive of the Mind, Cognition, and Culture","","","","10.1007/978-3-030-55152-0_8","Hye K. Pae","2020","http://link.springer.com/chapter/10.1007/978-3-030-55152-0_8","Chapter"
"Direct and indirect effects of multilingualism on novel language learning: An integrative review","Psychonomic Bulletin & Review","","25","3","10.3758/s13423-017-1315-7","Zoya HiroshTamar Degani","2018","http://link.springer.com/article/10.3758/s13423-017-1315-7","Article"
"Cross-word morphologically conditioned scalar tone shift in Guébie","Morphology","","28","3","10.1007/s11525-018-9327-1","Hannah Sande","2018","http://link.springer.com/article/10.1007/s11525-018-9327-1","Article"
"Outward-sensitive phonologically-conditioned suppletive allomorphy vs. first-last tone harmony in Cilungu","Morphology","","32","2","10.1007/s11525-022-09391-3","Nicholas RolleLee Bickmore","2022","http://link.springer.com/article/10.1007/s11525-022-09391-3","Article"
"Language, Speech, and Voice Citations","Hearing, Speech, and Communication Disorders","","","","10.1007/978-1-4757-0626-0_2","","1974","http://link.springer.com/chapter/10.1007/978-1-4757-0626-0_2","Chapter"
"Phonological priming effects with same-script primes and targets in the masked priming same-different task","Memory & Cognition","","49","1","10.3758/s13421-020-01080-y","Huilan YangMasahiro YoshiharaMariko NakayamaGiacomo SpinelliStephen J. Lupker","2021","http://link.springer.com/article/10.3758/s13421-020-01080-y","Article"
"Orthographic depth and the interaction of visual and auditory processing in word recognition","Memory & Cognition","","17","3","10.3758/BF03198468","Ram FrostLeonard Katz","1989","http://link.springer.com/article/10.3758/BF03198468","Article"
"The Chinese Lexicon Project II: A megastudy of speeded naming performance for 25,000+ traditional Chinese two-character words","Behavior Research Methods","","55","8","10.3758/s13428-022-02022-z","Chi-Shing TseYuen-Lai ChanMelvin J. YapHo Chung Tsang","2023","http://link.springer.com/article/10.3758/s13428-022-02022-z","Article"
"The Malay Lexicon Project: A database of lexical statistics for 9,592 words","Behavior Research Methods","","42","4","10.3758/BRM.42.4.992","Melvin J. YapSusan J. Rickard LiowSajlia Binte JalilSiti Syuhada Binte Faizal","2010","http://link.springer.com/article/10.3758/BRM.42.4.992","Article"
"The time course of phonological, semantic, and orthographic coding in reading: Evidence from the fast-priming technique","Psychonomic Bulletin & Review","","6","4","10.3758/BF03212971","Hye-Won LeeKeith RaynerAlexander Pollatsek","1999","http://link.springer.com/article/10.3758/BF03212971","Article"
"Elaborative feedback: Engaging reward and task-relevant brain regions promotes learning in pseudoword reading aloud","Cognitive, Affective, & Behavioral Neuroscience","","18","1","10.3758/s13415-017-0553-5","Samantha R. MattheissEdward J. AlexanderWilliam W. Graves","2018","http://link.springer.com/article/10.3758/s13415-017-0553-5","Article"
"Chinese characters: Semantic and phonetic regularity norms for China, Singapore, and Taiwan","Behavior Research Methods, Instruments, & Computers","","31","1","10.3758/BF03207706","Susan J. Rickard LiowSiok Keng TngCher Leng Lee","1999","http://link.springer.com/article/10.3758/BF03207706","Article"
"Masked priming by misspellings: Word frequency moderates the effects of SOA and prime–target similarity","Memory & Cognition","","44","2","10.3758/s13421-015-0551-1","Jennifer S. Burt","2016","http://link.springer.com/article/10.3758/s13421-015-0551-1","Article"
"Mapping the intersection of language and reading: the neural bases of the primary systems hypothesis","Brain Structure and Function","","223","8","10.1007/s00429-018-1716-z","Anna M. WoollamsAjay HalaiMatthew A. Lambon Ralph","2018","http://link.springer.com/article/10.1007/s00429-018-1716-z","Article"
"Prelexical phonological coding of visual words in Dutch: Automatic after all","Memory & Cognition","","29","5","10.3758/BF03200479","Marc Brysbaert","2001","http://link.springer.com/article/10.3758/BF03200479","Article"
"Phonological similarity between words is represented in declarative memory as spatial distance","Psychological Research","","87","8","10.1007/s00426-023-01830-y","Cosimo TuenaDaniele Di LerniaGiuseppe RivaSilvia SerinoClaudia Repetto","2023","http://link.springer.com/article/10.1007/s00426-023-01830-y","Article"
"At-lexical, articulatory interference in silent reading: The “upstream” tongue-twister effect","Memory & Cognition","","25","5","10.3758/BF03211307","Daniel H. RobinsonAndrew D. Katayama","1997","http://link.springer.com/article/10.3758/BF03211307","Article"
"The contribution of orthography to spoken word production: Evidence from Mandarin Chinese","Psychonomic Bulletin & Review","","16","3","10.3758/PBR.16.3.555","Yanchao BiTao WeiNiels JanssenZaizhu Han","2009","http://link.springer.com/article/10.3758/PBR.16.3.555","Article"
"Parafoveal activation of sign translation previews among deaf readers during the reading of Chinese sentences","Memory & Cognition","","43","6","10.3758/s13421-015-0511-9","Jinger PanHua ShuYuling WangMing Yan","2015","http://link.springer.com/article/10.3758/s13421-015-0511-9","Article"
"Reflexes of exponent movement in inflectional morphology","Natural Language & Linguistic Theory","","41","1","10.1007/s11049-022-09543-4","Daniel GleimGereon MüllerMariia PrivizentsevaSören E. Tebay","2023","http://link.springer.com/article/10.1007/s11049-022-09543-4","Article"
"Electrophysiological correlates of masked orthographic and phonological priming in Chinese–English bilinguals","Scientific Reports","","12","1","10.1038/s41598-022-21072-z","Er-Hu ZhangJiaxin LiXin-Dong ZhangDefeng LiHong-Wen Cao","2022","http://link.springer.com/article/10.1038/s41598-022-21072-z","Article"
"An Analysis of Phonological Processes Involved in Spoken English of Hong Kong Primary Pre-service Teachers","Language Testing in Asia","","2","2","10.1186/2229-0443-2-2-42","Cynthia B LeungAlejandro E Brice","2012","http://link.springer.com/article/10.1186/2229-0443-2-2-42","Article"
"A model of lexical variation and the grammar with application to Tagalog nasal substitution","Natural Language & Linguistic Theory","","28","2","10.1007/s11049-010-9095-z","Kie Zuraw","2010","http://link.springer.com/article/10.1007/s11049-010-9095-z","Article"
"Equivalent inter- and intramodality long-term priming: Evidence for a common lexicon for words seen and words heard","Memory & Cognition","","35","4","10.3758/BF03193315","G. LukatelaThomas EatonMiguel A. MorenoM. T. Turvey","2007","http://link.springer.com/article/10.3758/BF03193315","Article"
"Acoustic and phonemic processing are impaired in individuals with aphasia","Scientific Reports","","13","1","10.1038/s41598-023-37624-w","Jill KriesPieter De ClercqRobin LemmensTom FrancartMaaike Vandermosten","2023","http://link.springer.com/article/10.1038/s41598-023-37624-w","Article"
"Effects of association, frequency, and stimulus quality on naming words in the presence or absence of pseudowords","Memory & Cognition","","23","3","10.3758/BF03197231","Claudia CarelloGeorgije LukatelaMira PeterM. T. Turvey","1995","http://link.springer.com/article/10.3758/BF03197231","Article"
"Transposition effects in reading Japanese Kana: Are they orthographic in nature?","Memory & Cognition","","39","4","10.3758/s13421-010-0052-1","Manuel PereaChie NakataniCees van Leeuwen","2011","http://link.springer.com/article/10.3758/s13421-010-0052-1","Article"
"Automatic activation of phonological information in reading: Evidence from the semantic relatedness decision task","Memory & Cognition","","26","4","10.3758/BF03211402","Chun R. LuoReed A. JohnsonDavid A. Gallo","1998","http://link.springer.com/article/10.3758/BF03211402","Article"
"Deficits in lexical and semantic processing: Implications for models of normal language","Psychonomic Bulletin & Review","","6","1","10.3758/BF03210809","Jennifer R. SheltonAlfonso Caramazza","1999","http://link.springer.com/article/10.3758/BF03210809","Article"
"Spelling errors by Spanish children when writing in English as a foreign language","Reading and Writing","","36","7","10.1007/s11145-022-10356-5","Carmen Hevia-TueroSusie RussakPaz Suárez-Coalla","2023","http://link.springer.com/article/10.1007/s11145-022-10356-5","Article"
"Further evidence for phonological constraints on visual lexical access: TOWED primes FROG","Perception & Psychophysics","","53","5","10.3758/BF03205193","Georgije LukatelaKaterina LukatelaM. T. Turvey","1993","http://link.springer.com/article/10.3758/BF03205193","Article"
"Synthesizing theories of human language with Bayesian program induction","Nature Communications","","13","1","10.1038/s41467-022-32012-w","Kevin EllisAdam AlbrightArmando Solar-LezamaJoshua B. TenenbaumTimothy J. O’Donnell","2022","http://link.springer.com/article/10.1038/s41467-022-32012-w","Article"
"Pseudohomophones and word recognition","Memory & Cognition","","29","3","10.3758/BF03196403","Mickie VanhoyGuy C. Van Orden","2001","http://link.springer.com/article/10.3758/BF03196403","Article"
"Prosody in linguistic journals: a bibliometric analysis","Humanities and Social Sciences Communications","","11","1","10.1057/s41599-024-02825-9","Mengzhu YanXue Wu","2024","http://link.springer.com/article/10.1057/s41599-024-02825-9","Article"
"Lexical decision in a phonologically shallow orthography","Memory & Cognition","","8","2","10.3758/BF03213415","G. LukatelaD. Popadićp. OgnjenovićM. T. Turvey","1980","http://link.springer.com/article/10.3758/BF03213415","Article"
"Manulex-infra: Distributional characteristics of grapheme—phoneme mappings, and infralexical and lexical units in child-directed written material","Behavior Research Methods","","39","3","10.3758/BF03193029","Ronald PeeremanBernard LétéLiliane Sprenger-Charolles","2007","http://link.springer.com/article/10.3758/BF03193029","Article"
"The role of semantic processing in reading Japanese orthographies: an investigation using a script-switch paradigm","Reading and Writing","","31","3","10.1007/s11145-017-9796-3","Alexandra S. DylmanMariko Kikutani","2018","http://link.springer.com/article/10.1007/s11145-017-9796-3","Article"
"The effect of the position of atypical character-to-sound correspondences on reading kanji words aloud: Evidence for a sublexical serially operating kanji reading process","Psychonomic Bulletin & Review","","25","2","10.3758/s13423-018-1434-9","Ami SambaiMax ColtheartAkira Uno","2018","http://link.springer.com/article/10.3758/s13423-018-1434-9","Article"
"Chinese character handwriting: A large-scale behavioral study and a database","Behavior Research Methods","","52","1","10.3758/s13428-019-01206-4","Ruiming WangShuting HuangYacong ZhouZhenguang G. Cai","2020","http://link.springer.com/article/10.3758/s13428-019-01206-4","Article"
"Orthography shapes the perception of speech: The consistency effect in auditory word recognition","Psychonomic Bulletin & Review","","5","4","10.3758/BF03208845","Johannes C. ZieglerLudovic Ferrand","1998","http://link.springer.com/article/10.3758/BF03208845","Article"
"When parallel processing in visual word recognition is not enough: New evidence from naming","Psychonomic Bulletin & Review","","10","2","10.3758/BF03196499","Martha Anne RobertsKathleen RastleMax ColtheartDerek Besner","2003","http://link.springer.com/article/10.3758/BF03196499","Article"
"Intersecting distributed networks support convergent linguistic functioning across different languages in bilinguals","Communications Biology","","6","1","10.1038/s42003-023-04446-5","Shujie GengWanwan GuoEdmund T. RollsKunyu XuTianye JiaWei ZhouColin BlakemoreLi-Hai TanMiao CaoJianfeng Feng","2023","http://link.springer.com/article/10.1038/s42003-023-04446-5","Article"
"Trigger poverty and reduplicative identity in Lakota","Natural Language & Linguistic Theory","","40","3","10.1007/s11049-021-09525-y","Ludger Paschen","2022","http://link.springer.com/article/10.1007/s11049-021-09525-y","Article"
"On the role of morphology in early spelling in Hebrew and Arabic","Morphology","","","","10.1007/s11525-023-09408-5","Yasmin Shalhoub-AwwadRavit Cohen-Mimran","2023","http://link.springer.com/article/10.1007/s11525-023-09408-5","Article"
"Embodied meaning: a systemic functional perspective on paralanguage","Functional Linguistics","","6","1","10.1186/s40554-018-0065-9","J. R. MartinMichele Zappavigna","2019","http://link.springer.com/article/10.1186/s40554-018-0065-9","Article"
"Do spelling variations affect associative and phonological priming by pseudohomophones?","Perception & Psychophysics","","62","1","10.3758/BF03212072","Georgije LukatelaM. T. Turvey","2000","http://link.springer.com/article/10.3758/BF03212072","Article"
"Reading aloud pseudohomophones in Italian: Always an advantage","Memory & Cognition","","40","3","10.3758/s13421-011-0161-5","Francesca PeressottiLucia Colombo","2012","http://link.springer.com/article/10.3758/s13421-011-0161-5","Article"
"Electrophysiological evidence of sublexical phonological access in character processing by L2 Chinese learners of L1 alphabetic scripts","Cognitive, Affective, & Behavioral Neuroscience","","16","2","10.3758/s13415-015-0394-z","Yen Na YumSam-Po LawKwan Nok MoDustin LauI-Fan SuMark S. K. Shum","2016","http://link.springer.com/article/10.3758/s13415-015-0394-z","Article"
"High tone in Moro: effects of prosodic categories and morphological domains","Natural Language & Linguistic Theory","","29","1","10.1007/s11049-011-9120-x","Peter JenksSharon Rose","2011","http://link.springer.com/article/10.1007/s11049-011-9120-x","Article"
"Making sense of nonsense in British Sign Language (BSL): The contribution of different phonological parameters to sign recognition","Memory & Cognition","","37","3","10.3758/MC.37.3.302","Eleni OrfanidouRobert AdamJames M. McQueenGary Morgan","2009","http://link.springer.com/article/10.3758/MC.37.3.302","Article"
"The influence of oral vocabulary knowledge on individual differences in a computational model of reading","Scientific Reports","","13","1","10.1038/s41598-023-28559-3","Ya-Ning Chang","2023","http://link.springer.com/article/10.1038/s41598-023-28559-3","Article"
"A ROWS is a ROSE: Spelling, sound, and reading","Memory & Cognition","","15","3","10.3758/BF03197716","Guy C. van Orden","1987","http://link.springer.com/article/10.3758/BF03197716","Article"
"Threshold-style processing of Chinese characters for adult second-language learners","Memory & Cognition","","35","3","10.3758/BF03193287","Ying LiuMin WangCharles A. Perfetti","2007","http://link.springer.com/article/10.3758/BF03193287","Article"
"The morphological structure of complex place names: the case of Dutch","The Journal of Comparative Germanic Linguistics","","18","3","10.1007/s10828-015-9075-0","Björn Köhnlein","2015","http://link.springer.com/article/10.1007/s10828-015-9075-0","Article"
"Surface Velar Palatalization in Polish","Natural Language & Linguistic Theory","","37","4","10.1007/s11049-018-9430-3","Jerzy Rubach","2019","http://link.springer.com/article/10.1007/s11049-018-9430-3","Article"
"The interaction of meaning and sound in spoken word recognition","Psychonomic Bulletin & Review","","7","2","10.3758/BF03212988","Lorraine K. TylerJ. Kate VoiceHelen E. Moss","2000","http://link.springer.com/article/10.3758/BF03212988","Article"
"Weak determinism and the computational consequences of interaction","Natural Language & Linguistic Theory","","","","10.1007/s11049-023-09578-1","Eric MeinhardtAnna MaiEric BakovićAdam McCollum","2024","http://link.springer.com/article/10.1007/s11049-023-09578-1","Article"
"Diverse repairs for multiple labial consonants","Natural Language & Linguistic Theory","","27","1","10.1007/s11049-008-9061-1","Kie ZurawYu-An Lu","2009","http://link.springer.com/article/10.1007/s11049-008-9061-1","Article"
"When does inconsistency hurt? On the relation between phonological consistency effects and the reliability of sublexical units","Memory & Cognition","","28","4","10.3758/BF03201254","Heike MartensenEric MarisTon Dijkstra","2000","http://link.springer.com/article/10.3758/BF03201254","Article"
"Chinese lexical database (CLD)","Behavior Research Methods","","50","6","10.3758/s13428-018-1038-3","Ching Chu SunPeter HendrixJianqiang MaRolf Harald Baayen","2018","http://link.springer.com/article/10.3758/s13428-018-1038-3","Article"
"Individual language experience modulates rapid formation of cortical memory circuits for novel words","Scientific Reports","","6","1","10.1038/srep30227","Lilli KimppaTeija KujalaYury Shtyrov","2016","http://link.springer.com/article/10.1038/srep30227","Article"
"Perception is a two-way junction: Feedback semantics in word recognition","Psychonomic Bulletin & Review","","8","3","10.3758/BF03196190","Diane Pecher","2001","http://link.springer.com/article/10.3758/BF03196190","Article"
"Semantic and phonological influences on the processing of words and pseudohomophones","Memory & Cognition","","31","6","10.3758/BF03196440","Mark YatesLawrence LockerGreg B. Simpson","2003","http://link.springer.com/article/10.3758/BF03196440","Article"
"Frequency of occurrence for units of phonemes, morae, and syllables appearing in a lexical corpus of a Japanese newspaper","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195600","Katsuo TamaokaShogo Makioka","2004","http://link.springer.com/article/10.3758/BF03195600","Article"
"Tonal marking of absolutive case in Samoan","Natural Language & Linguistic Theory","","39","1","10.1007/s11049-020-09470-2","Kristine M. Yu","2021","http://link.springer.com/article/10.1007/s11049-020-09470-2","Article"
"An online database of phonological representations for Mandarin Chinese","Behavior Research Methods","","41","2","10.3758/BRM.41.2.575","Xiaowei ZhaoPing Li","2009","http://link.springer.com/article/10.3758/BRM.41.2.575","Article"
"What the reader’s eye tells the mind’s ear: Silent reading activates inner speech","Perception & Psychophysics","","59","7","10.3758/BF03205520","Marianne AbramsonStephen D. Goldinger","1997","http://link.springer.com/article/10.3758/BF03205520","Article"
"When orthography is not enough: The effect of lexical stress in lexical decision","Memory & Cognition","","43","5","10.3758/s13421-015-0506-6","Lucia ColomboSimone Sulpizio","2015","http://link.springer.com/article/10.3758/s13421-015-0506-6","Article"
"Inhibition of naming by rhyming primes","Perception & Psychophysics","","58","6","10.3758/BF03205486","Georgije LukatelaM. T. Turvey","1996","http://link.springer.com/article/10.3758/BF03205486","Article"
"Isolating phonological components that increase tip-of-the-tongue resolution","Memory & Cognition","","31","8","10.3758/BF03195798","Lise AbramsKatherine K. WhiteStacy L. Eitel","2003","http://link.springer.com/article/10.3758/BF03195798","Article"
"Implicit memory for phonological processes in visual stem completion","Memory & Cognition","","27","1","10.3758/BF03201208","Jay G. RuecklShashi Mathew","1999","http://link.springer.com/article/10.3758/BF03201208","Article"
"Two grammars of A’ingae glottalization: A case for Cophonologies by Phase","Natural Language & Linguistic Theory","","","","10.1007/s11049-023-09574-5","Maksymilian Dąbkowski","2023","http://link.springer.com/article/10.1007/s11049-023-09574-5","Article"
