Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Attentional modulation of interhemispheric (a)symmetry in children with developmental language disorder","Scientific Reports","","12","1","10.1038/s41598-022-22820-x","Doris HernándezSalme KärkkäinenTerhi TulonenPäivi HeleniusRiitta SalmelinTiina Parviainen","2022","http://link.springer.com/article/10.1038/s41598-022-22820-x","Article"
"Oral and Maxillofacial Surgery for the Clinician","","","","","10.1007/978-981-15-1346-6","Krishnamurthy BonanthayaElavenil PanneerselvamSuvy ManuelVinay V. KumarAnshul Rai","2021","http://link.springer.com/book/10.1007/978-981-15-1346-6","Book"
"Genetic architecture of childhood speech disorder: a review","Molecular Psychiatry","","","","10.1038/s41380-024-02409-8","Angela T. MorganDavid J. AmorMiya D. St JohnIngrid. E. SchefferMichael S. Hildebrand","2024","http://link.springer.com/article/10.1038/s41380-024-02409-8","Article"
"The Directory","The Writers Directory 1980–82","","","","10.1007/978-1-349-03650-9_1","","1979","http://link.springer.com/chapter/10.1007/978-1-349-03650-9_1","Chapter"
"Event-related potentials to repeated speech in 9-month-old infants at risk for autism spectrum disorder","Journal of Neurodevelopmental Disorders","","6","1","10.1186/1866-1955-6-43","Anne SeeryHelen Tager-FlusbergCharles A Nelson","2014","http://link.springer.com/article/10.1186/1866-1955-6-43","Article"
"Neural Correlates of Developmental Speech and Language Disorders: Evidence from Neuroimaging","Current Developmental Disorders Reports","","1","3","10.1007/s40474-014-0019-1","Frédérique LiégeoisAngela MayesAngela Morgan","2014","http://link.springer.com/article/10.1007/s40474-014-0019-1","Article"
"Automated analysis of connected speech reveals early biomarkers of Parkinson’s disease in patients with rapid eye movement sleep behaviour disorder","Scientific Reports","","7","1","10.1038/s41598-017-00047-5","Jan HlavničkaRoman ČmejlaTereza TykalováKarel ŠonkaEvžen RůžičkaJan Rusz","2017","http://link.springer.com/article/10.1038/s41598-017-00047-5","Article"
"Neural representation of consciously imperceptible speech sound differences","Perception & Psychophysics","","62","7","10.3758/BF03212140","Jeffrey AllenNina KrausAnn Bradlow","2000","http://link.springer.com/article/10.3758/BF03212140","Article"
"Exploiting Nonlinear Recurrence and Fractal Scaling Properties for Voice Disorder Detection","BioMedical Engineering OnLine","","6","1","10.1186/1475-925X-6-23","Max A LittlePatrick E McSharryStephen J RobertsDeclan AE CostelloIrene M Moroz","2007","http://link.springer.com/article/10.1186/1475-925X-6-23","Article"
"Lateralization of ERPs to speech and handedness in the early development of Autism Spectrum Disorder","Journal of Neurodevelopmental Disorders","","9","1","10.1186/s11689-017-9185-x","Kayla H. FinchAnne M. SeeryMeagan R. TalbottCharles A. NelsonHelen Tager-Flusberg","2017","http://link.springer.com/article/10.1186/s11689-017-9185-x","Article"
"Interactive System for Solving Children Communication Disorder","Design, User Experience, and Usability. Health, Learning, Playing, Cultural, and Cross-Cultural User Experience","","","","10.1007/978-3-642-39241-2_51","Wafaa M. ShalashMalak Bas-samGhada Shawly","2013","http://link.springer.com/chapter/10.1007/978-3-642-39241-2_51","Chapter"
"Abstracts","Underwater Medicine and Related Sciences","","","","10.1007/978-1-4684-8500-4_1","Charles W. ShillingMargaret F. Werts","1973","http://link.springer.com/chapter/10.1007/978-1-4684-8500-4_1","Chapter"
"Auditory brainstem response and speech mismatch negativity in children with phonological disorders","The Egyptian Journal of Otolaryngology","","35","1","10.4103/ejo.ejo_87_17","Dr. Reem El-Beltagy MDDalia GalhomEl-Ham M. Hassan","2019","http://link.springer.com/article/10.4103/ejo.ejo_87_17","Article"
"Digital sound spectrograms with simultaneous plotting of intensity and fundamental frequency for speech study","Behavior Research Methods & Instrumentation","","6","1","10.3758/BF03200292","Yoskiyuki Horii","1974","http://link.springer.com/article/10.3758/BF03200292","Article"
"Simulating reading acquisition: The link between reading outcome and multimodal brain signatures of letter–speech sound learning in prereaders","Scientific Reports","","8","1","10.1038/s41598-018-24909-8","Iliana I. KaripidisGeorgette PleischDaniel BrandeisAlexander RothMartina RöthlisbergerMaya SchneebeliSusanne WalitzaSilvia Brem","2018","http://link.springer.com/article/10.1038/s41598-018-24909-8","Article"
"Abstracts of the 16th International Congress of ESCAP European Society for Child and Adolescent Psychiatry","European Child & Adolescent Psychiatry","","24","1","10.1007/s00787-015-0714-4","","2015","http://link.springer.com/article/10.1007/s00787-015-0714-4","Article"
"Can the diffuseness of sound sources in an auditory scene alter speech perception?","Attention, Perception, & Psychophysics","","82","3","10.3758/s13414-019-01808-2","Meital Avivi-ReichBrendan FifieldBruce A. Schneider","2020","http://link.springer.com/article/10.3758/s13414-019-01808-2","Article"
"Enhanced segregation of concurrent sounds with similar spectral uncertainties in individuals with autism spectrum disorder","Scientific Reports","","5","1","10.1038/srep10524","I-Fan LinTakashi YamadaYoko KomineNobumasa KatoMakio Kashino","2015","http://link.springer.com/article/10.1038/srep10524","Article"
"Abstracts from the 2019 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","34","2","10.1007/s11606-019-05007-5","","2019","http://link.springer.com/article/10.1007/s11606-019-05007-5","Article"
"Communication Disorders and Speech Technology","Text, Speech and Dialogue","","","","10.1007/978-3-642-04208-9_5","Elmar NöthStefan SteidlMaria Schuster","2009","http://link.springer.com/chapter/10.1007/978-3-642-04208-9_5","Chapter"
"Inspecting the Quality of Educational Video Artefacts Employed in Speech-Language Pathology Telerehabilitation: A Pilot Study","Universal Access in Human-Computer Interaction. Users and Context Diversity","","","","10.1007/978-3-319-40238-3_46","Dijana Plantak VukovacTihomir OrehovačkiTatjana Novosel-Herceg","2016","http://link.springer.com/chapter/10.1007/978-3-319-40238-3_46","Chapter"
"Using an Automated Speech Recognition Approach to Differentiate Between Normal and Aspirating Swallowing Sounds Recorded from Digital Cervical Auscultation in Children","Dysphagia","","37","6","10.1007/s00455-022-10410-y","Thuy T. FrakkingAnne B. ChangChristopher CartyJade NewingKelly A. WeirBelinda SchwerinStephen So","2022","http://link.springer.com/article/10.1007/s00455-022-10410-y","Article"
"Auditory neuropathy spectrum disorder: a new approach to hearing aid fitting","The Egyptian Journal of Otolaryngology","","33","1","10.4103/1012-5574.199408","Dalia Mohamed Hassan","2017","http://link.springer.com/article/10.4103/1012-5574.199408","Article"
"Acoustic speech features in social comparison: how stress impacts the way you sound","Scientific Reports","","12","1","10.1038/s41598-022-26375-9","Mitchel KappenJonas van der DoncktGert VanhollebekeJens AllaertVic DegraeveNilesh MadhuSofie Van HoeckeMarie-Anne Vanderhasselt","2022","http://link.springer.com/article/10.1038/s41598-022-26375-9","Article"
"Abstracts of Documents in This Supplement","Political Science Abstracts","","","","10.1007/978-1-4615-7628-0_1","","1993","http://link.springer.com/chapter/10.1007/978-1-4615-7628-0_1","Chapter"
"Speech-aid prosthesis in velopharyngeal incompetency patient with cleft palate: can speech aids be applicable for adult patient?","Maxillofacial Plastic and Reconstructive Surgery","","43","1","10.1186/s40902-021-00315-5","Dong-Cheol KangJung-Ho ParkHyun SeokJin-A BaekDa-Wa KimSeung-O Ko","2021","http://link.springer.com/article/10.1186/s40902-021-00315-5","Article"
"Transfer Effect of Speech-sound Learning on Auditory-motor Processing of Perceived Vocal Pitch Errors","Scientific Reports","","5","1","10.1038/srep13134","Zhaocong ChenFrancis C. K. WongJeffery A. JonesWeifeng LiPeng LiuXi ChenHanjun Liu","2015","http://link.springer.com/article/10.1038/srep13134","Article"
"Age-related hearing loss and speech perception disorder: the broken interface between healthcare professionals and older adults","European Geriatric Medicine","","11","6","10.1007/s41999-020-00379-y","Rodolfo SardoneMadia LozuponeFrancesco Panza","2020","http://link.springer.com/article/10.1007/s41999-020-00379-y","Article"
"Feature-driven classification reveals potential comorbid subtypes within childhood apraxia of speech","BMC Pediatrics","","20","1","10.1186/s12887-020-02421-1","Catherine M. SteinPenelope BenchekGabrielle MillerNoémi B. HallDhanya MenonLisa FreebairnJessica TagJennell VickH. Gerry TaylorBarbara A. LewisSudha K. Iyengar","2020","http://link.springer.com/article/10.1186/s12887-020-02421-1","Article"
"Longitudinal changes in cortical responses to letter-speech sound stimuli in 8–11 year-old children","npj Science of Learning","","7","1","10.1038/s41539-021-00118-3","Linda RomanovskaRoef JanssenMilene Bonte","2022","http://link.springer.com/article/10.1038/s41539-021-00118-3","Article"
"Poor speech recognition, sound localization and reorganization of brain activity in children with unilateral microtia-atresia","Brain Imaging and Behavior","","16","1","10.1007/s11682-021-00478-9","Qiang LiuYibei WangTengyu YangYue FanBo HouYushan ChenJian WangXiaowei Chen","2022","http://link.springer.com/article/10.1007/s11682-021-00478-9","Article"
"Examining group differences in between-participant variability in non-native speech sound learning","Attention, Perception, & Psychophysics","","83","5","10.3758/s13414-021-02311-3","Pamela Fuhrmeister","2021","http://link.springer.com/article/10.3758/s13414-021-02311-3","Article"
"Neural Processing of Speech Sounds in ASD and First-Degree Relatives","Journal of Autism and Developmental Disorders","","53","8","10.1007/s10803-022-05562-7","Shivani P. PatelMolly WinstonJanna GuilfoyleTrent NicolGary E. MartinKritika NayarNina KrausMolly Losh","2023","http://link.springer.com/article/10.1007/s10803-022-05562-7","Article"
"S-Ketamine-Induced NMDA Receptor Blockade during Natural Speech Production and Its Implications for Formal Thought Disorder in Schizophrenia: A Pharmaco-fMRI Study","Neuropsychopharmacology","","43","6","10.1038/npp.2017.270","Arne NagelsMaurice CabanisAndrea OppelAndre Kirner-VeselinovicChristian SchalesTilo Kircher","2018","http://link.springer.com/article/10.1038/npp.2017.270","Article"
"Thought disorder measured as random speech structure classifies negative symptoms and schizophrenia diagnosis 6 months in advance","npj Schizophrenia","","3","1","10.1038/s41537-017-0019-3","Natália B. MotaMauro CopelliSidarta Ribeiro","2017","http://link.springer.com/article/10.1038/s41537-017-0019-3","Article"
"The Life of Breath in Literature, Culture and Medicine","Palgrave Studies in Literature, Science and Medicine","","","","10.1007/978-3-030-74443-4","Prof. David FullerCorinne SaundersJane Macnaughton","2021","http://link.springer.com/book/10.1007/978-3-030-74443-4","Book"
"Abstracts from the 2022 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","37","2","10.1007/s11606-022-07653-8","","2022","http://link.springer.com/article/10.1007/s11606-022-07653-8","Article"
"Genetic aetiologies for childhood speech disorder: novel pathways co-expressed during brain development","Molecular Psychiatry","","28","4","10.1038/s41380-022-01764-8","Antony KaspiMichael S. HildebrandVictoria E. JacksonRuth BradenOlivia van ReykTegan HowellSimone DebonoMariana LaurettaLottie MorisonMatthew J. ColemanRichard WebsterDavid ComanHimanshu GoelMathew WallisGabriel DabscheckLilian Downie","2023","http://link.springer.com/article/10.1038/s41380-022-01764-8","Article"
"Abstracts from the 2017 Society of General Internal Medicine Annual Meeting","Journal of General Internal Medicine","","32","2","10.1007/s11606-017-4028-8","","2017","http://link.springer.com/article/10.1007/s11606-017-4028-8","Article"
"Abstracts of Documents in this Supplement","Political Science Abstracts","","","","10.1007/978-1-4615-7625-9_1","","1992","http://link.springer.com/chapter/10.1007/978-1-4615-7625-9_1","Chapter"
"Spectral Grouping of Electrically Encoded Sound Predicts Speech-in-Noise Performance in Cochlear Implantees","Journal of the Association for Research in Otolaryngology","","24","6","10.1007/s10162-023-00918-x","Inyong ChoiPhillip E. GanderJoel I. BergerJihwan WooMatthew H. ChoyJean HongSarah ColbyBob McMurrayTimothy D. Griffiths","2023","http://link.springer.com/article/10.1007/s10162-023-00918-x","Article"
"Age at onset of training in children with hearing and speech disorders and the analysis of related factors in Turkey","Italian Journal of Pediatrics","","45","1","10.1186/s13052-019-0723-x","Ayse Sanem Sahli","2019","http://link.springer.com/article/10.1186/s13052-019-0723-x","Article"
"Abstracts from the 2020 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","35","1","10.1007/s11606-020-05890-3","","2020","http://link.springer.com/article/10.1007/s11606-020-05890-3","Article"
"Overnight changes to dual-memory processes reflected in speech-perceptual performance","Attention, Perception, & Psychophysics","","84","1","10.3758/s13414-021-02418-7","F. Sayako EarleZhenghan Qi","2022","http://link.springer.com/article/10.3758/s13414-021-02418-7","Article"
"Automatic imitation of speech is enhanced for non-native sounds","Psychonomic Bulletin & Review","","","","10.3758/s13423-023-02394-z","Hannah WiltYuchunzi WuBronwen G. EvansPatti Adank","2023","http://link.springer.com/article/10.3758/s13423-023-02394-z","Article"
"15th International Congress of ESCAP – European Society for Child and Adolescent Psychiatry 6-10 July 2013, Dublin, Ireland","European Child & Adolescent Psychiatry","","22","2","10.1007/s00787-013-0423-9","","2013","http://link.springer.com/article/10.1007/s00787-013-0423-9","Article"
"Abstracts from the 38th Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","30","2","10.1007/s11606-015-3271-0","","2015","http://link.springer.com/article/10.1007/s11606-015-3271-0","Article"
"Does increasing the intelligibility of a competing sound source interfere more with speech comprehension in older adults than it does in younger adults?","Attention, Perception, & Psychophysics","","78","8","10.3758/s13414-016-1193-5","Zihui LuMeredyth DanemanBruce A. Schneider","2016","http://link.springer.com/article/10.3758/s13414-016-1193-5","Article"
"A","Van Nostrand’s Scientific Encyclopedia","","","","10.1007/978-1-4757-6918-0_1","Douglas M. Considine P.E.Glenn D. Considine","1995","http://link.springer.com/chapter/10.1007/978-1-4757-6918-0_1","Chapter"
"Combined linkage and linkage disequilibrium analysis of a motor speech phenotype within families ascertained for autism risk loci","Journal of Neurodevelopmental Disorders","","2","4","10.1007/s11689-010-9063-2","Judy F. FlaxAbby HareMarco A. AzaroVeronica J. VielandLinda M. Brzustowicz","2010","http://link.springer.com/article/10.1007/s11689-010-9063-2","Article"
"Virtually spatialized sounds enhance auditory processing in healthy participants and patients with a disorder of consciousness","Scientific Reports","","11","1","10.1038/s41598-021-93151-6","Lizette HeineAlexandra CorneyllieFlorent GobertJacques LuautéMathieu LavandierFabien Perrin","2021","http://link.springer.com/article/10.1038/s41598-021-93151-6","Article"
"Speech auditory brainstem responses (s-ABRs) as a new approach for the assessment of speech sounds coding","The Egyptian Journal of Otolaryngology","","40","1","10.1186/s43163-024-00562-z","Hagar Ahmed ElsayedEbtessam Hamed NadaDalia Helal GalhoumNadia Mohamed Elnabtity","2024","http://link.springer.com/article/10.1186/s43163-024-00562-z","Article"
"Atypical sound discrimination in children with ASD as indicated by cortical ERPs","Journal of Neurodevelopmental Disorders","","9","1","10.1186/s11689-017-9194-9","Aurélie Bidet-CauletMarianne LatinusSylvie RouxJoëlle MalvyFrédérique Bonnet-BrilhaultNicole Bruneau","2017","http://link.springer.com/article/10.1186/s11689-017-9194-9","Article"
"The Brave New World of Epigenetics: Embracing Complexity in the Study of Speech and Language Disorders","Current Developmental Disorders Reports","","1","3","10.1007/s40474-014-0024-4","Shelly Jo KraftLaura Segebart DeThorne","2014","http://link.springer.com/article/10.1007/s40474-014-0024-4","Article"
"Association between genes regulating neural pathways for quantitative traits of speech and language disorders","npj Genomic Medicine","","6","1","10.1038/s41525-021-00225-5","Penelope BenchekRobert P. Igo Jr.Heather Voss-HoynesYvonne WrenGabrielle MillerBarbara TruittWen ZhangMichael OstermanLisa FreebairnJessica TagH. Gerry TaylorE. Ricky ChanPanos RoussosBarbara LewisCatherine M. SteinSudha K. Iyengar","2021","http://link.springer.com/article/10.1038/s41525-021-00225-5","Article"
"Classification of voice disorder in children with cochlear implantation and hearing aid using multiple classifier fusion","BioMedical Engineering OnLine","","10","1","10.1186/1475-925X-10-3","Zeinab MahmoudiSaeed RahatiMohammad Mahdi GhasemiVahid AsadpourHamid TayaraniMohsen Rajati","2011","http://link.springer.com/article/10.1186/1475-925X-10-3","Article"
"Abstracts from the 37th Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","29","1","10.1007/s11606-014-2834-9","","2014","http://link.springer.com/article/10.1007/s11606-014-2834-9","Article"
"Posters","JNHA - The Journal of Nutrition, Health and Aging","","13","1","10.1007/s12603-009-0095-9","","2009","http://link.springer.com/article/10.1007/s12603-009-0095-9","Article"
"Descriptive analysis of the development of the Arabic speech sounds among typically developing colloquial Egyptian Arabic-speaking children","The Egyptian Journal of Otolaryngology","","37","1","10.1186/s43163-021-00094-w","Dina Ahmed ElrefaieMona Abd El-Fattah HegaziMarwa Mohammed El-MahallawiMona Sameeh Khodeir","2021","http://link.springer.com/article/10.1186/s43163-021-00094-w","Article"
"Multi-level evidence of an allelic hierarchy of USH2A variants in hearing, auditory processing and speech/language outcomes","Communications Biology","","3","1","10.1038/s42003-020-0885-5","Peter A. PerrinoLidiya TalbotRose KirklandAmanda HillAmanda R. RendallHayley S. MountfordJenny TaylorAlexzandrea N. BuscarelloNayana LahiriAnand SaggarR. Holly FitchDianne F. Newbury","2020","http://link.springer.com/article/10.1038/s42003-020-0885-5","Article"
"Formant analysis in dysphonic patients and automatic Arabic digit speech recognition","BioMedical Engineering OnLine","","10","1","10.1186/1475-925X-10-41","Ghulam MuhammadTamer A MesallamKhalid H MalkiMohamed FarahatMansour AlsulaimanManal Bukhari","2011","http://link.springer.com/article/10.1186/1475-925X-10-41","Article"
"Whole-exome sequencing supports genetic heterogeneity in childhood apraxia of speech","Journal of Neurodevelopmental Disorders","","5","1","10.1186/1866-1955-5-29","Elizabeth A WortheyGordana RacaJennifer J LaffinBrandon M WilkJeremy M HarrisKathy J JakielskiDavid P DimmockEdythe A StrandLawrence D Shriberg","2013","http://link.springer.com/article/10.1186/1866-1955-5-29","Article"
"Evaluation of perception of music, environmental sounds, and speech in right versus left cerebral stroke patients","The Egyptian Journal of Otolaryngology","","39","1","10.1186/s43163-023-00486-0","Aisha Fawzy Abdel HadySahar Saad ShohdiAyman Mohamed ShawkyMohammed Ibrahem Abusenna","2023","http://link.springer.com/article/10.1186/s43163-023-00486-0","Article"
"The relationship of bottle feeding and other sucking behaviors with speech disorder in Patagonian preschoolers","BMC Pediatrics","","9","1","10.1186/1471-2431-9-66","Clarita BarbosaSandra VasquezMary A ParadaJuan Carlos Velez GonzalezChanaye JacksonN David YanezBizu GelayeAnnette L Fitzpatrick","2009","http://link.springer.com/article/10.1186/1471-2431-9-66","Article"
"The DELAD initiative for sharing language resources on speech disorders","Language Resources and Evaluation","","","","10.1007/s10579-023-09655-2","Alice LeeNicola BessellHenk van den HeuvelKatarzyna KlessaSatu Saalasti","2023","http://link.springer.com/article/10.1007/s10579-023-09655-2","Article"
"Acoustic and Semantic Processing of Auditory Scenes in Children with Autism Spectrum Disorders","Journal of Autism and Developmental Disorders","","","","10.1007/s10803-023-05924-9","Breanne D. YerkesChristina M. Vanden Bosch der NederlandenJulie F. BeasleyErin E. HannonJoel S. Snyder","2023","http://link.springer.com/article/10.1007/s10803-023-05924-9","Article"
"Abstracts of the 51st Annual Conference of the Italian Society of Neurology","Neurological Sciences","","41","1","10.1007/s10072-020-04753-3","","2020","http://link.springer.com/article/10.1007/s10072-020-04753-3","Article"
"Developing a test battery for diagnosis of childhood apraxia of speech in Arabic speakers","The Egyptian Journal of Otolaryngology","","36","1","10.1186/s43163-020-00021-5","Dalia AbdouOmayma AfsahHemmat BazTamer Abou-Elsaad","2020","http://link.springer.com/article/10.1186/s43163-020-00021-5","Article"
"Comparison of Disfluent and Ungrammatical Speech of Preadolescents with and without ASD","Journal of Autism and Developmental Disorders","","51","8","10.1007/s10803-020-04747-2","Mari WiklundMinna Laakso","2021","http://link.springer.com/article/10.1007/s10803-020-04747-2","Article"
"Abstracts of the 52nd Annual Conference of the Italian Society of Neurology","Neurological Sciences","","43","1","10.1007/s10072-022-06531-9","","2022","http://link.springer.com/article/10.1007/s10072-022-06531-9","Article"
"Unveiling the sound of the cognitive status: Machine Learning-based speech analysis in the Alzheimer’s disease spectrum","Alzheimer's Research & Therapy","","16","1","10.1186/s13195-024-01394-y","Fernando García-GutiérrezMontserrat AlegretMarta MarquiéNathalia MuñozGemma OrtegaAmanda CanoItziar De RojasPablo García-GonzálezClàudia OlivéRaquel PuertaAinhoa García-SanchezMaría Capdevila-BayoLaura MontrrealVanesa PytelMaitee Rosende-RocaCarla Zaldua","2024","http://link.springer.com/article/10.1186/s13195-024-01394-y","Article"
"Disordered Speech Assessment Using Automatic Methods Based on Quantitative Measures","EURASIP Journal on Advances in Signal Processing","","2005","9","10.1155/ASP.2005.1400","Lingyun GuJohn G. HarrisRahul ShrivastavChristine Sapienza","2005","http://link.springer.com/article/10.1155/ASP.2005.1400","Article"
"Signal envelope and speech intelligibility differentially impact auditory motion perception","Scientific Reports","","11","1","10.1038/s41598-021-94662-y","Michaela WarneckeRuth Y. Litovsky","2021","http://link.springer.com/article/10.1038/s41598-021-94662-y","Article"
"46th Annual Conference of AOMSI","Journal of Maxillofacial and Oral Surgery","","21","1","10.1007/s12663-022-01816-0","","2022","http://link.springer.com/article/10.1007/s12663-022-01816-0","Article"
"Twenty-first Meeting of the European Neurological Society 28–31 May, 2011","Journal of Neurology","","258","1","10.1007/s00415-011-6026-9","","2011","http://link.springer.com/article/10.1007/s00415-011-6026-9","Article"
"Exploring Animal Behavior Through Sound: Volume 1","","","","","10.1007/978-3-030-97540-1","Christine ErbeJeanette A. Thomas","2022","http://link.springer.com/book/10.1007/978-3-030-97540-1","Book"
"Quantifying Quality of Life","Health Informatics","","","","10.1007/978-3-030-94212-0","Katarzyna WacSharon Wulfovich","2022","http://link.springer.com/book/10.1007/978-3-030-94212-0","Book"
"Features and Quality of a Mobile Application Employed in a Speech-Language Therapy","Human-Computer Interaction. Interaction Contexts","","","","10.1007/978-3-319-58077-7_20","Tihomir OrehovačkiDijana Plantak VukovacZlatko StapićTatjana Novosel-Herceg","2017","http://link.springer.com/chapter/10.1007/978-3-319-58077-7_20","Chapter"
"Abstracts","Journal of Molecular Neuroscience","","51","1","10.1007/s12031-012-9923-1","","2013","http://link.springer.com/article/10.1007/s12031-012-9923-1","Article"
"ACNP 56th Annual Meeting: Poster Session II, December 5, 2017","Neuropsychopharmacology","","42","1","10.1038/npp.2017.265","","2017","http://link.springer.com/article/10.1038/npp.2017.265","Article"
"Developing an Arabic speech intelligibility test for adolescents and adults","The Egyptian Journal of Otolaryngology","","35","1","10.4103/ejo.ejo_2_18","Mona A. HegaziAhmed Abdelhamid MD, Ph.D","2019","http://link.springer.com/article/10.4103/ejo.ejo_2_18","Article"
"Protocol for Correcting Residual Errors with Spectral, ULtrasound, Traditional Speech therapy Randomized Controlled Trial (C-RESULTS RCT)","BMC Pediatrics","","20","1","10.1186/s12887-020-1941-5","Tara McAllisterJonathan L. PrestonElaine R. HitchcockJennifer Hill","2020","http://link.springer.com/article/10.1186/s12887-020-1941-5","Article"
"The role of phonemes and syllables in the perceived similarity of speech sounds for children","Memory & Cognition","","14","3","10.3758/BF03197696","Amanda C. WalleyLinda B. SmithPeter W. Jusczyk","1986","http://link.springer.com/article/10.3758/BF03197696","Article"
"Abstracts from the 36th Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","28","1","10.1007/s11606-013-2436-y","","2013","http://link.springer.com/article/10.1007/s11606-013-2436-y","Article"
"An Acoustic Characterization of Prosodic Differences in Autism Spectrum Disorder and First-Degree Relatives","Journal of Autism and Developmental Disorders","","50","8","10.1007/s10803-020-04392-9","Shivani P. PatelKritika NayarGary E. MartinKathryn FranichStephanie CrawfordJoshua J. DiehlMolly Losh","2020","http://link.springer.com/article/10.1007/s10803-020-04392-9","Article"
"Early auditory responses to speech sounds in Parkinson’s disease: preliminary data","Scientific Reports","","12","1","10.1038/s41598-022-05128-8","Fatemeh MollaeiDouglas M. ShillerShari R. BaumVincent L. Gracco","2022","http://link.springer.com/article/10.1038/s41598-022-05128-8","Article"
"Motor-Based Intervention Protocols in Treatment of Childhood Apraxia of Speech (CAS)","Current Developmental Disorders Reports","","1","3","10.1007/s40474-014-0016-4","E. MaasC. E. Gildersleeve-NeumannK. J. JakielskiR. Stoeckel","2014","http://link.springer.com/article/10.1007/s40474-014-0016-4","Article"
