Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Improved language function for post-stroke aphasia in the long term following repeated repetitive transcranial magnetic stimulation and intensive speech-language-hearing therapy: a case report","Journal of Medical Case Reports","","17","1","10.1186/s13256-023-03992-0","Yoshihiro SakuraiMasahiro AboSaki TerajimaSaho IkedaKensuke OharaTakuya Hada","2023","http://link.springer.com/article/10.1186/s13256-023-03992-0","Article"
"Speech and Language Therapy","Longer-Term Psychiatric Inpatient Care for Adolescents","","","","10.1007/978-981-19-1950-3_14","Kelly Jones","2022","http://link.springer.com/chapter/10.1007/978-981-19-1950-3_14","Chapter"
"Lee Silverman voice treatment versus standard NHS speech and language therapy versus control in Parkinson’s disease (PD COMM pilot): study protocol for a randomized controlled trial","Trials","","15","1","10.1186/1745-6215-15-213","Catherine M SackleyChristina H SmithCaroline RickMarian C BradyNatalie IvesRamilla PatelHelen RobertsFrancis DowlingSue JowettKeith WheatleySmitaa PatelDebbie KellyGina SandsCarl Clarke","2014","http://link.springer.com/article/10.1186/1745-6215-15-213","Article"
"A Pilot Study Comparing Teletherapy with the Conventional Face-to-Face Therapy for Speech-Language Disorders","Indian Journal of Otolaryngology and Head & Neck Surgery","","73","3","10.1007/s12070-021-02647-0","Tanvi ChaudharyAnupam KanodiaHitesh VermaChirom Amit SinghAshwani Kumar MishraKapil Sikka","2021","http://link.springer.com/article/10.1007/s12070-021-02647-0","Article"
"Phonological awareness training and phonological therapy approaches for specific language impairment children with speech sound disorders: a comparative outcome study","European Archives of Oto-Rhino-Laryngology","","281","1","10.1007/s00405-023-08274-5","Heba Mahmoud FaragHossam EldessoukyElham ShahinMai Atef","2024","http://link.springer.com/article/10.1007/s00405-023-08274-5","Article"
"SPELTRA: A Robotic Assistant for Speech-and-Language Therapy","Universal Access in Human-Computer Interaction. Access to Learning, Health and Well-Being","","","","10.1007/978-3-319-20684-4_51","Vladimir Robles-BykbaevMartín López-NoresJuan Ochoa-ZambranoJorge García-DuqueJosé Juan Pazos-Arias","2015","http://link.springer.com/chapter/10.1007/978-3-319-20684-4_51","Chapter"
"Evaluation of a manualised speech and language therapy programme for children with social communication disorder: the SCIP feasibility study","Pilot and Feasibility Studies","","6","1","10.1186/s40814-020-00658-2","Catherine AdamsJacqueline GaileHazel RoddamJanet BaxendaleLaura ClitheroeRichard Emsley","2020","http://link.springer.com/article/10.1186/s40814-020-00658-2","Article"
"Engaging multiple stakeholders to improve speech and language therapy services in schools: an appreciative inquiry-based study","BMC Health Services Research","","19","1","10.1186/s12913-019-4051-z","A. L. GallagherCA. MurphyP. F. ConwayA. Perry","2019","http://link.springer.com/article/10.1186/s12913-019-4051-z","Article"
"A multicentre, randomised controlled trial to compare the clinical and cost-effectiveness of Lee Silverman Voice Treatment versus standard NHS Speech and Language Therapy versus control in Parkinson’s disease: a study protocol for a randomised controlled trial","Trials","","21","1","10.1186/s13063-020-04354-7","C. M. SackleyC. RickP. AuM. C. BradyG. BeatonC. BurtonM. CaulfieldS. DicksonF. DowlingM. HughesN. IvesS. JowettP. Masterson-AlgarA. NicollS. PatelC. H. Smith","2020","http://link.springer.com/article/10.1186/s13063-020-04354-7","Article"
"Achieving ‘coherence’ in routine practice: a qualitative case-based study to describe speech and language therapy interventions with implementation in mind","Implementation Science Communications","","2","1","10.1186/s43058-021-00159-0","Avril NicollMargaret MaxwellBrian Williams","2021","http://link.springer.com/article/10.1186/s43058-021-00159-0","Article"
"Utilizing an Emotional Robot Capable of Lip-Syncing in Robot-Assisted Speech Therapy Sessions for Children with Language Disorders","International Journal of Social Robotics","","15","2","10.1007/s12369-022-00946-2","Alireza EsfandbodZeynab RokhiAli F. MeghdariAlireza TaheriMinoo AlemiMahdieh Karimi","2023","http://link.springer.com/article/10.1007/s12369-022-00946-2","Article"
"Association between timing of speech and language therapy initiation and outcomes among post-extubation dysphagia patients: a multicenter retrospective cohort study","Critical Care","","26","1","10.1186/s13054-022-03974-6","Takashi HongoRyohei YamamotoKeibun LiuTakahiko YaguchiHisashi DoteRyusuke SaitoTomoyuki MasuyamaKosuke NakatsukaShinichi WatanabeTakahiro KanayaTomoya YamaguchiTetsuya YumotoHiromichi NaitoAtsunori Nakao","2022","http://link.springer.com/article/10.1186/s13054-022-03974-6","Article"
"Dysphagia therapy for head and neck cancer patients undergoing radiotherapy by speech-language pathologists in Malaysia","The Egyptian Journal of Otolaryngology","","39","1","10.1186/s43163-023-00495-z","Husmeela HussainKartini AhmadZakinah YahayaSharifa Ezat Wan PutehHasherah Mohd Ibrahim","2023","http://link.springer.com/article/10.1186/s43163-023-00495-z","Article"
"Lee Silverman Voice Treatment versus standard speech and language therapy versus control in Parkinson’s disease: a pilot randomised controlled trial (PD COMM pilot)","Pilot and Feasibility Studies","","4","1","10.1186/s40814-017-0222-z","Catherine M. SackleyChristina H. SmithCaroline E. RickMarian C. BradyNatalie IvesSmitaa PatelRebecca WoolleyFrancis DowlingRamilla PatelHelen RobertsSue JowettKeith WheatleyDebbie KellyGina SandsCarl E. Clarke","2018","http://link.springer.com/article/10.1186/s40814-017-0222-z","Article"
"Timing of transcranial direct current stimulation (tDCS) combined with speech and language therapy (SLT) for aphasia: study protocol for a randomized controlled trial","Trials","","23","1","10.1186/s13063-022-06627-9","Sameer A. AshaieSamantha EngelLeora R. Cherney","2022","http://link.springer.com/article/10.1186/s13063-022-06627-9","Article"
"Effects of Therapy in Oropharyngeal Dysphagia by Speech and Language Therapists: A Systematic Review","Dysphagia","","25","1","10.1007/s00455-009-9239-7","Renée SpeyerLaura BaijensMariëlle HeijnenIris Zwijnenberg","2010","http://link.springer.com/article/10.1007/s00455-009-9239-7","Article"
"Lee Silverman Voice Treatment versus standard speech and language therapy versus control in Parkinson’s disease: preliminary cost-consequence analysis of the PD COMM pilot randomised controlled trial","Pilot and Feasibility Studies","","7","1","10.1186/s40814-021-00888-y","Sarah ScobieSue JowettTosin LambeSmitaa PatelRebecca WoolleyNatalie IvesCaroline RickChristina SmithMarion C BradyCarl ClarkeCath Sackley","2021","http://link.springer.com/article/10.1186/s40814-021-00888-y","Article"
"The Directory","The Writers Directory 1980–82","","","","10.1007/978-1-349-03650-9_1","","1979","http://link.springer.com/chapter/10.1007/978-1-349-03650-9_1","Chapter"
"Speech therapy, new developments and results in LingWare","Computers for Handicapped Persons","","","","10.1007/3-540-58476-5_154","Wolfgang GrießlF. J. Stachowiak","1994","http://link.springer.com/chapter/10.1007/3-540-58476-5_154","Chapter"
"Parent’s Perspective on Teletherapy of Pediatric Population with Speech and Language Disorder During Covid-19 Lockdown in India","Indian Journal of Otolaryngology and Head & Neck Surgery","","75","1","10.1007/s12070-022-03310-y","Kapil Sikka","2023","http://link.springer.com/article/10.1007/s12070-022-03310-y","Article"
"Inspecting the Quality of Educational Video Artefacts Employed in Speech-Language Pathology Telerehabilitation: A Pilot Study","Universal Access in Human-Computer Interaction. Users and Context Diversity","","","","10.1007/978-3-319-40238-3_46","Dijana Plantak VukovacTihomir OrehovačkiTatjana Novosel-Herceg","2016","http://link.springer.com/chapter/10.1007/978-3-319-40238-3_46","Chapter"
"Abstracts of the 52nd Annual Conference of the Italian Society of Neurology","Neurological Sciences","","43","1","10.1007/s10072-022-06531-9","","2022","http://link.springer.com/article/10.1007/s10072-022-06531-9","Article"
"Effects of preoperative speech therapy on the speech intelligibility of patients with velopharyngeal incompetence","The Egyptian Journal of Otolaryngology","","29","4","10.7123/01.EJO.0000429576.72335.5f","Hassan H. Ghandour MDFatma-Alzahraa KaddahAhmed AbdelhamidAmir Elbarbary","2013","http://link.springer.com/article/10.7123/01.EJO.0000429576.72335.5f","Article"
"Challenges in Delivering Tele-Practice Services for Communication Disorders Among Audiologists and Speech Language Pathologists","Indian Journal of Otolaryngology and Head & Neck Surgery","","74","3","10.1007/s12070-021-03032-7","Biraj BhattaraiTanvi SanghaviB. P. Abhishek","2022","http://link.springer.com/article/10.1007/s12070-021-03032-7","Article"
"Effects of music therapy in the treatment of children with delayed speech development - results of a pilot study","BMC Complementary and Alternative Medicine","","10","1","10.1186/1472-6882-10-39","Wibke GroßUlrike LindenThomas Ostermann","2010","http://link.springer.com/article/10.1186/1472-6882-10-39","Article"
"Behavioral Treatment for Speech and Language in Primary Progressive Aphasia and Primary Progressive Apraxia of Speech: A Systematic Review","Neuropsychology Review","","","","10.1007/s11065-023-09607-1","Lisa D. WautersKaren CrootHeather R. DialJoseph R. DuffyStephanie M. GrassoEsther KimKristin Schaffer MendezKirrie J. BallardHeather M. ClarkLeeah KohleyLaura L. MurrayEmily J. RogalskiMathieu FigeysLisa MilmanMaya L. Henry","2023","http://link.springer.com/article/10.1007/s11065-023-09607-1","Article"
"Cortical Thickness in Children Receiving Intensive Therapy for Idiopathic Apraxia of Speech","Brain Topography","","27","2","10.1007/s10548-013-0308-8","Darren S. KadisDebra GoshulakAravind NamasivayamMargit PukonenRobert KrollLuc F. De NilElizabeth W. PangJason P. Lerch","2014","http://link.springer.com/article/10.1007/s10548-013-0308-8","Article"
"Outcome of language therapy in bimodal-fit children versus unilateral cochlear implant children in bilateral sensorineural hearing impairment: a case-control study","The Egyptian Journal of Otolaryngology","","38","1","10.1186/s43163-022-00266-2","Megahed M. HassanAhmed Mamdouh EmamAmal Fouad SayedAhlam Abdel-Salam Nabieh El-Adawy","2022","http://link.springer.com/article/10.1186/s43163-022-00266-2","Article"
"Automated evaluation of psychotherapy skills using speech and language technologies","Behavior Research Methods","","54","2","10.3758/s13428-021-01623-4","Nikolaos FlemotomosVictor R. MartinezZhuohao ChenKaran SinglaVictor ArdulovRaghuveer PeriDerek D. CapertonJames GibsonMichael J. TananaPanayiotis GeorgiouJake Van EppsSarah P. LordTad HirschZac E. ImelDavid C. AtkinsShrikanth Narayanan","2022","http://link.springer.com/article/10.3758/s13428-021-01623-4","Article"
"Speech assessment tool methods for speech impaired children: a systematic literature review on the state-of-the-art in Speech impairment analysis","Multimedia Tools and Applications","","82","22","10.1007/s11042-023-14913-0","Gowri Prasood UshaJohn Sahaya Rani Alex","2023","http://link.springer.com/article/10.1007/s11042-023-14913-0","Article"
"Assessment of non-progressive dysarthria: practice and attitude of speech and language therapists in Lebanon","BMC Neurology","","21","1","10.1186/s12883-021-02484-2","Marwa SummakaHayat HaratiSalem HannounHiba ZeinNour KoubaisyYoussef FaresZeina Nasser","2021","http://link.springer.com/article/10.1186/s12883-021-02484-2","Article"
"Compendium","Birth Defects Compendium","","","","10.1007/978-1-349-05131-1_2","Daniel Bergsma MD, MPH","1979","http://link.springer.com/chapter/10.1007/978-1-349-05131-1_2","Chapter"
"Communication Bridge™-2 (CB2): an NIH Stage 2 randomized control trial of a speech-language intervention for communication impairments in individuals with mild to moderate primary progressive aphasia","Trials","","23","1","10.1186/s13063-022-06162-7","Angela C. RobertsAlfred W. RademakerElizabeth Ann SalleyAimee MooneyDarby MorhardtMelanie Fried-OkenSandra WeintraubMarsel MesulamEmily Rogalski","2022","http://link.springer.com/article/10.1186/s13063-022-06162-7","Article"
"Correlating natural language processing and automated speech analysis with clinician assessment to quantify speech-language changes in mild cognitive impairment and Alzheimer’s dementia","Alzheimer's Research & Therapy","","13","1","10.1186/s13195-021-00848-x","Anthony YeungAndrea IaboniElizabeth RochonMonica LavoieCalvin SantiagoMaria YanchevaJekaterina NovikovaMengdan XuJessica RobinLiam D. KaufmanFariya Mostafa","2021","http://link.springer.com/article/10.1186/s13195-021-00848-x","Article"
"The willingness and attitudes of speech-language pathologists towards the use of mobile health technology: a survey study","BMC Health Services Research","","23","1","10.1186/s12913-023-09339-1","Soheila SaeediMarjan GhazisaeediMaryam EbrahimiMohammad-Sadegh SeifpanahiHamid Bouraghi","2023","http://link.springer.com/article/10.1186/s12913-023-09339-1","Article"
"Augmenting Speech-Language Rehabilitation with Brain Computer Interfaces: An Exploratory Study Using Non-invasive Electroencephalographic Monitoring","Universal Access in Human-Computer Interaction. Access to Learning, Health and Well-Being","","","","10.1007/978-3-319-20684-4_57","Abeer Al-NafjanAreej Al-WabilYousef Al-Ohali","2015","http://link.springer.com/chapter/10.1007/978-3-319-20684-4_57","Chapter"
"Evaluation of a community of practice for speech-language pathologists in aphasia rehabilitation: a logic analysis","BMC Health Services Research","","19","1","10.1186/s12913-019-4338-0","Christine Alary GauvreauGuylaine Le DorzeDahlia KairyClaire Croteau","2019","http://link.springer.com/article/10.1186/s12913-019-4338-0","Article"
"Cough reflex sensitivity improves with speech language pathology management of refractory chronic cough","Cough","","6","1","10.1186/1745-9974-6-5","Nicole M RyanAnne E VertiganSarah BonePeter G Gibson","2010","http://link.springer.com/article/10.1186/1745-9974-6-5","Article"
"Protocol for Correcting Residual Errors with Spectral, ULtrasound, Traditional Speech therapy Randomized Controlled Trial (C-RESULTS RCT)","BMC Pediatrics","","20","1","10.1186/s12887-020-1941-5","Tara McAllisterJonathan L. PrestonElaine R. HitchcockJennifer Hill","2020","http://link.springer.com/article/10.1186/s12887-020-1941-5","Article"
"Screening for language and speech delay in children under five years","BMC Pediatrics","","21","1","10.1186/s12887-021-02817-7","Sophie Jullien","2021","http://link.springer.com/article/10.1186/s12887-021-02817-7","Article"
"Speech therapy to overcome dyslexia in primary schoolers","Scientific Reports","","13","1","10.1038/s41598-023-31631-7","Zhanar NurseitovaAisulu Shayakhmetova","2023","http://link.springer.com/article/10.1038/s41598-023-31631-7","Article"
"Design of the PERSPECTIVE study: PERsonalized SPEeCh Therapy for actIVE conversation in Parkinson’s disease (randomized controlled trial)","Trials","","23","1","10.1186/s13063-022-06160-9","J. J. L. MaasN. M. De VriesB. R. BloemJ. G. Kalf","2022","http://link.springer.com/article/10.1186/s13063-022-06160-9","Article"
"Use of Videos and Digital Media in Parent-implemented Interventions for Parents of Children with Primary Speech Sound And/or Language Disorders: A Scoping Review","Journal of Child and Family Studies","","29","12","10.1007/s10826-020-01842-x","Monica L. Bellon-HarnLekeitha R. MorrisVinaya ManchaiahWilliam E. Harn","2020","http://link.springer.com/article/10.1007/s10826-020-01842-x","Article"
"Value of early intervention for hearing impairment on language and speech acquisition","The Egyptian Journal of Otolaryngology","","30","3","10.4103/1012-5574.138483","Ebtessam NadaAhmad KhaterAmal Saeed","2014","http://link.springer.com/article/10.4103/1012-5574.138483","Article"
"Abstracts from the 2022 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","37","2","10.1007/s11606-022-07653-8","","2022","http://link.springer.com/article/10.1007/s11606-022-07653-8","Article"
"A systematic review of active group-based dance, singing, music therapy and theatrical interventions for quality of life, functional communication, speech, motor function and cognitive status in people with Parkinson’s disease","BMC Neurology","","20","1","10.1186/s12883-020-01938-3","Maxwell S. BarnishSusannah M. Barran","2020","http://link.springer.com/article/10.1186/s12883-020-01938-3","Article"
"Speech-based characterization of dopamine replacement therapy in people with Parkinson’s disease","npj Parkinson's Disease","","6","1","10.1038/s41531-020-0113-5","R. NorelC. AgurtoS. HeisigJ. J. RiceH. ZhangR. OstrandP. W. WacnikB. K. HoV. L. RamosG. A. Cecchi","2020","http://link.springer.com/article/10.1038/s41531-020-0113-5","Article"
"The confidence of speech-language pathology students regarding communicating with people with aphasia","BMC Medical Education","","13","1","10.1186/1472-6920-13-92","Emma FinchJennifer FlemingKyla BrownJennifer LethleanAshley CameronSteven M McPhail","2013","http://link.springer.com/article/10.1186/1472-6920-13-92","Article"
"1430 Psychosocial Treatment for Developmental Disorders of Speech and Language and Developmental Disorders of Scholastic Skills: Evidence and Care Organization.","Pediatric Research","","68","1","10.1203/00006450-201011001-01430","M EyssenS PietersJ ScheirisK De BlockD De GraeveD DeboutteH Roeyers","2010","http://link.springer.com/article/10.1203/00006450-201011001-01430","Article"
"1082 EFFECTS OF PERSISTENT MIDDLE EAR EFFUSION (PMEE) ON DEVELOPMENT OF SPEECH AND LANGUAGE (S&L)","Pediatric Research","","15","4","10.1203/00006450-198104001-01108","David W TeeleJerome O KleinBernard Rosner","1981","http://link.springer.com/article/10.1203/00006450-198104001-01108","Article"
"Abstracts of the 16th International Congress of ESCAP European Society for Child and Adolescent Psychiatry","European Child & Adolescent Psychiatry","","24","1","10.1007/s00787-015-0714-4","","2015","http://link.springer.com/article/10.1007/s00787-015-0714-4","Article"
"Posters","JNHA - The Journal of Nutrition, Health and Aging","","13","1","10.1007/s12603-009-0095-9","","2009","http://link.springer.com/article/10.1007/s12603-009-0095-9","Article"
"The process of telepractice implementation during the COVID-19 pandemic: a narrative inquiry of preschool speech-language pathologists and assistants from one center in Canada","BMC Health Services Research","","22","1","10.1186/s12913-021-07454-5","Elaine Yuen Ling KwokJessica ChiuPeter RosenbaumBarbara Jane Cunningham","2022","http://link.springer.com/article/10.1186/s12913-021-07454-5","Article"
"Abstracts from the 2020 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","35","1","10.1007/s11606-020-05890-3","","2020","http://link.springer.com/article/10.1007/s11606-020-05890-3","Article"
"Abstracts from the 2017 Society of General Internal Medicine Annual Meeting","Journal of General Internal Medicine","","32","2","10.1007/s11606-017-4028-8","","2017","http://link.springer.com/article/10.1007/s11606-017-4028-8","Article"
"8th ESSD Congress, Dublin 2018","Dysphagia","","34","5","10.1007/s00455-019-10009-w","","2019","http://link.springer.com/article/10.1007/s00455-019-10009-w","Article"
"Abstracts of the 51st Annual Conference of the Italian Society of Neurology","Neurological Sciences","","41","1","10.1007/s10072-020-04753-3","","2020","http://link.springer.com/article/10.1007/s10072-020-04753-3","Article"
"Incidence of cleft-related speech problems in children with an isolated cleft lip","Clinical Oral Investigations","","25","3","10.1007/s00784-020-03367-5","B. J. A. SmariusS. HaverkampH. de WildeA. van Wijck-WarnaarA. B. Mink van der MolenC. C. Breugem","2021","http://link.springer.com/article/10.1007/s00784-020-03367-5","Article"
"Oral and Maxillofacial Surgery for the Clinician","","","","","10.1007/978-981-15-1346-6","Krishnamurthy BonanthayaElavenil PanneerselvamSuvy ManuelVinay V. KumarAnshul Rai","2021","http://link.springer.com/book/10.1007/978-981-15-1346-6","Book"
"Variables affecting speech intelligibility in prelingual Arabic speaking cochlear-implanted children","The Egyptian Journal of Otolaryngology","","31","1","10.4103/1012-5574.152710","Jilan F. NassarFatma-Alzahraa A. KaddahAhmed AbdelhamidHesham M. Taha","2015","http://link.springer.com/article/10.4103/1012-5574.152710","Article"
"Movement cognition and narration of the emotions treatment versus standard speech therapy in the treatment of children with borderline intellectual functioning: a randomized controlled trial","BMC Psychiatry","","17","1","10.1186/s12888-017-1309-z","V BlasiG BaglioF BaglioMP CaneviniM Zanette","2017","http://link.springer.com/article/10.1186/s12888-017-1309-z","Article"
"DUbbing Language-therapy CINEma-based in Aphasia post-Stroke (DULCINEA): study protocol for a randomized crossover pilot trial","Trials","","23","1","10.1186/s13063-021-05956-5","Blanca FuentesLydia de la Fuente-GómezCristian Sempere-IborraCelia Delgado-FernándezAida Tarifa-RodríguezMaría Alonso de LeciñanaElena de Celis-RuizRaquel Gutiérrez-ZúñigaJosé López-TàpperoMarta Martín AlonsoSylvia Pastor-YborraRicardo RigualGerardo Ruiz-AresJorge Rodríguez-PardoJavier Virués-OrtegaAlberto M. Borobia","2022","http://link.springer.com/article/10.1186/s13063-021-05956-5","Article"
"Joint Congress of European Neurology 31 May–3 June 2014 Istanbul, Turkey","Journal of Neurology","","261","1","10.1007/s00415-014-7337-4","","2014","http://link.springer.com/article/10.1007/s00415-014-7337-4","Article"
"Transmission of droplet-conveyed infectious agents such as SARS-CoV-2 by speech and vocal exercises during speech therapy: preliminary experiment concerning airflow velocity","European Archives of Oto-Rhino-Laryngology","","278","5","10.1007/s00405-020-06200-7","Antoine GiovanniThomas RadulescoGilles BouchetAlexia MatteiJoana RévisEstelle BogdanskiJustin Michel","2021","http://link.springer.com/article/10.1007/s00405-020-06200-7","Article"
"VIII. Speech and Language Development","Pediatric Research","","11","1","10.1203/00006450-197701000-00009","Karol K Musher","1977","http://link.springer.com/article/10.1203/00006450-197701000-00009","Article"
"Abstracts from the 2019 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","34","2","10.1007/s11606-019-05007-5","","2019","http://link.springer.com/article/10.1007/s11606-019-05007-5","Article"
"The speech and language disturbances of aphasic Greek population","Annals of General Psychiatry","","7","1","10.1186/1744-859X-7-S1-S338","Dionysios TafiadisKonstantinia ArampatziDimitris LazarisMaria Tafiadi","2008","http://link.springer.com/article/10.1186/1744-859X-7-S1-S338","Article"
"Development of speech recognition system in native language for hearing impaired","Journal of Engineering Research","","2","2","10.7603/s40632-014-0006-z","C. JeyalakshmiV. KrishnamurthiA. Revathi","2014","http://link.springer.com/article/10.7603/s40632-014-0006-z","Article"
"Proceedings of the 2nd Congress on Evidence Based Mental Health: from research to clinical practice","Annals of General Psychiatry","","17","1","10.1186/s12991-018-0206-2","","2018","http://link.springer.com/article/10.1186/s12991-018-0206-2","Article"
"15th International Congress of ESCAP – European Society for Child and Adolescent Psychiatry 6-10 July 2013, Dublin, Ireland","European Child & Adolescent Psychiatry","","22","2","10.1007/s00787-013-0423-9","","2013","http://link.springer.com/article/10.1007/s00787-013-0423-9","Article"
"Successful and rapid response of speech bulb reduction program combined with speech therapy in velopharyngeal dysfunction: a case report","Maxillofacial Plastic and Reconstructive Surgery","","37","1","10.1186/s40902-015-0022-4","Yu-Jeong ShinSeung-O Ko","2015","http://link.springer.com/article/10.1186/s40902-015-0022-4","Article"
"Abstracts from the 36th Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","28","1","10.1007/s11606-013-2436-y","","2013","http://link.springer.com/article/10.1007/s11606-013-2436-y","Article"
"Telehealth Management of Dysphagia in Adults: A Survey of Speech Language Pathologists’ Experiences and Perceptions","Dysphagia","","38","4","10.1007/s00455-022-10544-z","Jordanna S. SevitzJennine L. BryanSamantha S. MitchellBruce A. CraigJessica E. HuberMichelle S. TrocheGeorgia A. Malandraki","2023","http://link.springer.com/article/10.1007/s00455-022-10544-z","Article"
"Scientific Abstracts","Journal of General Internal Medicine","","24","1","10.1007/s11606-009-0963-3","","2009","http://link.springer.com/article/10.1007/s11606-009-0963-3","Article"
"Eighteenth Meeting of the European Neurological Society 7–11 June 2008, Nice, France","Journal of Neurology","","255","2","10.1007/s00415-008-2001-5","","2008","http://link.springer.com/article/10.1007/s00415-008-2001-5","Article"
"Multimedia Speech Therapy Tools and Other Disability Solutions as Part of a Digital Ecosystem Framework","Intelligent Information Processing V","","","","10.1007/978-3-642-16327-2_39","David Calder","2010","http://link.springer.com/chapter/10.1007/978-3-642-16327-2_39","Chapter"
"Convergent genetic linkage and associations to language, speech and reading measures in families of probands with Specific Language Impairment","Journal of Neurodevelopmental Disorders","","1","4","10.1007/s11689-009-9031-x","Mabel L. RiceShelley D. SmithJavier Gayán","2009","http://link.springer.com/article/10.1007/s11689-009-9031-x","Article"
"Impact of Quantitative Videofluoroscopic Swallowing Measures on Clinical Interpretation and Recommendations by Speech-Language Pathologists","Dysphagia","","38","6","10.1007/s00455-023-10580-3","Gwen KerrisonAnna MilesJacqui AllenMichael Heron","2023","http://link.springer.com/article/10.1007/s00455-023-10580-3","Article"
"Language, cognitive, and speech in noise perception abilities of children with cochlear ımplants: a comparative analysis by implantation period and bilateral versus unilateral cochlear implants","European Archives of Oto-Rhino-Laryngology","","","","10.1007/s00405-024-08462-x","Merve İkiz BozsoyEsra Yücel","2024","http://link.springer.com/article/10.1007/s00405-024-08462-x","Article"
"Longer-Term Psychiatric Inpatient Care for Adolescents","","","","","10.1007/978-981-19-1950-3","Philip Hazell","2022","http://link.springer.com/book/10.1007/978-981-19-1950-3","Book"
"Abstracts of XIIth World Congress of Neurology Hamburg September 1–6, 1985","Journal of Neurology","","232","1","10.1007/BF02428072","","1985","http://link.springer.com/article/10.1007/BF02428072","Article"
"Corticosteroid therapy in regressive autism: a retrospective study of effects on the Frequency Modulated Auditory Evoked Response (FMAER), language, and behavior","BMC Neurology","","14","1","10.1186/1471-2377-14-70","Frank H DuffyAditi ShankardassGloria B McAnultyYaman Z EksiogluDavid CoulterAlexander RotenbergHeidelise Als","2014","http://link.springer.com/article/10.1186/1471-2377-14-70","Article"
"The DELAD initiative for sharing language resources on speech disorders","Language Resources and Evaluation","","","","10.1007/s10579-023-09655-2","Alice LeeNicola BessellHenk van den HeuvelKatarzyna KlessaSatu Saalasti","2023","http://link.springer.com/article/10.1007/s10579-023-09655-2","Article"
"Speech therapy for transgender women: an updated systematic review and meta-analysis","Systematic Reviews","","12","1","10.1186/s13643-023-02267-5","Karine SchwarzCarla Aparecida CieloPoli Mara SpritzerAnna Paula Villas-BoasAngelo Brandelli CostaAnna Martha Vaitses FontanariBruna Costa GomesDhiordan Cardoso da SilvaMaiko Abel SchneiderMaria Inês Rodrigues Lobato","2023","http://link.springer.com/article/10.1186/s13643-023-02267-5","Article"
