Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Associations between social support, mental wellbeing, self-efficacy and technology use in first-time antenatal women: data from the BaBBLeS cohort study","BMC Pregnancy and Childbirth","","18","1","10.1186/s12884-018-2049-x","Samuel GinjaJane CoadElizabeth BaileySally KendallTrudy GoodenoughSamantha NightingaleJane SmiddyCrispin DayToity DeaveRaghu Lingam","2018","http://link.springer.com/article/10.1186/s12884-018-2049-x","Article"
"Emerging Verbal Functions in Early Infancy: Lessons from Observational and Computational Approaches on Typical Development and Neurodevelopmental Disorders","Advances in Neurodevelopmental Disorders","","6","4","10.1007/s41252-022-00300-7","Peter B. MarschikClaudius A. A. WidmannSigrun LangTomas KulviciusSofie BoterbergKarin Nielsen-SainesSven BölteGianluca EspositoAnders Nordahl-HansenHerbert RoeyersFlorentin WörgötterChrista EinspielerLuise PoustkaDajie Zhang","2022","http://link.springer.com/article/10.1007/s41252-022-00300-7","Article"
"Vocalisation Repertoire at the End of the First Year of Life: An Exploratory Comparison of Rett Syndrome and Typical Development","Journal of Developmental and Physical Disabilities","","34","6","10.1007/s10882-022-09837-w","Katrin D. Bartl-PokornyFlorian B. PokornyDunia GarridoBjörn W. SchullerDajie ZhangPeter B. Marschik","2022","http://link.springer.com/article/10.1007/s10882-022-09837-w","Article"
"The Transition from Animal to Linguistic Communication","Biological Theory","","11","3","10.1007/s13752-016-0246-2","Harry Smit","2016","http://link.springer.com/article/10.1007/s13752-016-0246-2","Article"
"Associative learning and self-organization as basic principles for simulating speech acquisition, speech production, and speech perception","EPJ Nonlinear Biomedical Physics","","2","1","10.1140/epjnbp15","Bernd J KrögerJim KannampuzhaEmily Kaufmann","2014","http://link.springer.com/article/10.1140/epjnbp15","Article"
"Communication and Structured Correlation","Erkenntnis","","71","3","10.1007/s10670-009-9157-y","Elliott Wagner","2009","http://link.springer.com/article/10.1007/s10670-009-9157-y","Article"
"Goal-Directed Exploration for Learning Vowels and Syllables: A Computational Model of Speech Acquisition","KI - Künstliche Intelligenz","","35","1","10.1007/s13218-021-00704-y","Anja Philippsen","2021","http://link.springer.com/article/10.1007/s13218-021-00704-y","Article"
"A canonical neural mechanism for behavioral variability","Nature Communications","","8","1","10.1038/ncomms15415","Ran DarshanWilliam E. WoodSusan PetersArthur LebloisDavid Hansel","2017","http://link.springer.com/article/10.1038/ncomms15415","Article"
"The impact of expressive language development and the left inferior longitudinal fasciculus on listening and reading comprehension","Journal of Neurodevelopmental Disorders","","11","1","10.1186/s11689-019-9296-7","Stephanie N. Del TufoF. Sayako EarleLaurie E. Cutting","2019","http://link.springer.com/article/10.1186/s11689-019-9296-7","Article"
"Limiting parental feedback disrupts vocal development in marmoset monkeys","Nature Communications","","8","1","10.1038/ncomms14046","Yasemin B. GultekinSteffen R. Hage","2017","http://link.springer.com/article/10.1038/ncomms14046","Article"
"Sensorimotor Representation Learning for an “Active Self” in Robots: A Model Survey","KI - Künstliche Intelligenz","","35","1","10.1007/s13218-021-00703-z","Phuong D. H. NguyenYasmin Kim GeorgieEzgi KayhanManfred EppeVerena Vanessa HafnerStefan Wermter","2021","http://link.springer.com/article/10.1007/s13218-021-00703-z","Article"
"Beyond ba-ba and gu-gu: Challenges and strategies in coding infant vocalizations","Behavior Research Methods, Instruments, & Computers","","33","3","10.3758/BF03195385","Suneeti NathaniD. Kimbrough Oller","2001","http://link.springer.com/article/10.3758/BF03195385","Article"
"Inclusive Fitness Theory and the Evolution of Mind and Language","Erkenntnis","","83","2","10.1007/s10670-017-9890-6","Harry Smit","2018","http://link.springer.com/article/10.1007/s10670-017-9890-6","Article"
"Behavioural biomarkers of typical Rett syndrome: moving towards early identification","Wiener Medizinische Wochenschrift","","166","11 - 12","10.1007/s10354-016-0498-2","Prof. Dr. Christa EinspielerMichael FreilingerPeter B. Marschik","2016","http://link.springer.com/article/10.1007/s10354-016-0498-2","Article"
"The role of foreign accent and short-term exposure in speech-in-speech recognition","Attention, Perception, & Psychophysics","","81","6","10.3758/s13414-019-01767-8","Susanne Brouwer","2019","http://link.springer.com/article/10.3758/s13414-019-01767-8","Article"
"Learning high-level robotic manipulation actions with visual predictive model","Complex & Intelligent Systems","","10","1","10.1007/s40747-023-01174-5","Anji MaGuoyi ChiSerena IvaldiLipeng Chen","2024","http://link.springer.com/article/10.1007/s40747-023-01174-5","Article"
"The Ontogeny of Vocal Sequences: Insights from a Newborn Wild Chimpanzee (Pan troglodytes schweinfurthii)","International Journal of Primatology","","44","1","10.1007/s10764-022-00321-y","Adrian SoldatiGeresomu MuhumuzaGuillaume DezecachePawel FedurekDerry TaylorJosep CallKlaus Zuberbühler","2023","http://link.springer.com/article/10.1007/s10764-022-00321-y","Article"
"Correlation and agreement between Language ENvironment Analysis (lena™) and manual transcription for Dutch natural language recordings","Behavior Research Methods","","50","5","10.3758/s13428-017-0960-0","Tobias BuschAnouk SangenFiliep VanpouckeAstrid van Wieringen","2018","http://link.springer.com/article/10.3758/s13428-017-0960-0","Article"
"Learning inverse kinematics using neural computational primitives on neuromorphic hardware","npj Robotics","","1","1","10.1038/s44182-023-00001-w","Jingyue ZhaoMarco MonforteGiacomo IndiveriChiara BartolozziElisa Donati","2023","http://link.springer.com/article/10.1038/s44182-023-00001-w","Article"
"A router for the containment of timing and value failures in CAN","EURASIP Journal on Embedded Systems","","2012","1","10.1186/1687-3963-2012-4","Roland KammererRoman ObermaisserBernhard Frömel","2012","http://link.springer.com/article/10.1186/1687-3963-2012-4","Article"
"Learning local linear Jacobians for flexible and adaptive robot arm control","Genetic Programming and Evolvable Machines","","13","2","10.1007/s10710-011-9147-0","Patrick O. StalphMartin V. Butz","2012","http://link.springer.com/article/10.1007/s10710-011-9147-0","Article"
"Early development of infants with neurofibromatosis type 1: a case series","Molecular Autism","","8","1","10.1186/s13229-017-0178-0","Anna May KolesnikEmily Jane Harrison JonesShruti GargJonathan GreenTony CharmanMark Henry Johnson","2017","http://link.springer.com/article/10.1186/s13229-017-0178-0","Article"
"Emancipation of the voice: Vocal complexity as a fitness indicator","Psychonomic Bulletin & Review","","24","1","10.3758/s13423-016-1105-7","John L. Locke","2017","http://link.springer.com/article/10.3758/s13423-016-1105-7","Article"
"Viki’s First Words: A Comparative Phonetics Case Study","International Journal of Primatology","","44","2","10.1007/s10764-023-00350-1","Axel G. Ekström","2023","http://link.springer.com/article/10.1007/s10764-023-00350-1","Article"
"Vocalization","Encyclopedia of Autism Spectrum Disorders","","","","10.1007/978-1-4614-6435-8_992-3","Elizabeth Schoen Simmons","2017","http://link.springer.com/referenceworkentry/10.1007/978-1-4614-6435-8_992-3","ReferenceWorkEntry"
"Aristotle’s On Sophistical Refutations","Topoi","","31","2","10.1007/s11245-012-9124-0","Erik C. W. Krabbe","2012","http://link.springer.com/article/10.1007/s11245-012-9124-0","Article"
"Cognitive profiles in children and adolescents with Down syndrome","Scientific Reports","","12","1","10.1038/s41598-022-05825-4","Sara OnnivelloFrancesca PulinaChiara LocatelliChiara MarcolinGiuseppe RamacieriFrancesca AntonarosBeatrice VioneMaria CaracausiSilvia Lanfranchi","2022","http://link.springer.com/article/10.1038/s41598-022-05825-4","Article"
"Clarifying and expanding the social complexity hypothesis for communicative complexity","Behavioral Ecology and Sociobiology","","73","1","10.1007/s00265-018-2605-4","Louise PeckrePeter M. KappelerClaudia Fichtel","2019","http://link.springer.com/article/10.1007/s00265-018-2605-4","Article"
"An avian cortical circuit for chunking tutor song syllables into simple vocal-motor units","Nature Communications","","11","1","10.1038/s41467-020-18732-x","Emily L. MackeviciusMichael T. L. HappMichale S. Fee","2020","http://link.springer.com/article/10.1038/s41467-020-18732-x","Article"
"The (Co)Evolution of Language and Music Under Human Self-Domestication","Human Nature","","34","2","10.1007/s12110-023-09447-1","Antonio Benítez-BurracoAleksey Nikolsky","2023","http://link.springer.com/article/10.1007/s12110-023-09447-1","Article"
"VIII. Speech and Language Development","Pediatric Research","","11","1","10.1203/00006450-197701000-00009","Karol K Musher","1977","http://link.springer.com/article/10.1203/00006450-197701000-00009","Article"
"Goal-Directed Reasoning and Cooperation in Robots in Shared Workspaces: an Internal Simulation Based Neural Framework","Cognitive Computation","","10","4","10.1007/s12559-018-9553-1","Ajaz A. BhatVishwanathan Mohan","2018","http://link.springer.com/article/10.1007/s12559-018-9553-1","Article"
"A novel TCN2 mutation with unusual clinical manifestations of hemolytic crisis and unexplained metabolic acidosis: expanding the genotype and phenotype of transcobalamin II deficiency","BMC Pediatrics","","22","1","10.1186/s12887-022-03291-5","Pongpak PongphitchaNongnuch SirachainanArthaporn KhongkraparnThipwimol Tim-AroonDuantida SongdejDuangrurdee Wattanasirichaigoon","2022","http://link.springer.com/article/10.1186/s12887-022-03291-5","Article"
"What bats have to say about speech and language","Psychonomic Bulletin & Review","","24","1","10.3758/s13423-016-1060-3","Sonja C. Vernes","2017","http://link.springer.com/article/10.3758/s13423-016-1060-3","Article"
"How to Keep a Child Healthy?","The Indian Journal of Pediatrics","","84","11","10.1007/s12098-017-2384-3","B. D. GuptaAdarsh Purohit","2017","http://link.springer.com/article/10.1007/s12098-017-2384-3","Article"
"Adapting and validating the Autism Diagnostic Observation Schedule Version 2 for use with deaf children and young people","Journal of Autism and Developmental Disorders","","52","2","10.1007/s10803-021-04931-y","Helen PhillipsBarry WrightVictoria AllgarHelen McConachieJennifer SweetmanRebecca HargateRachel HodkinsonMartin BlandHannah GeorgeAnna HughesEmily HaywardVictoria Fernandez Garcia De Las HerasAnn Le Couteur","2022","http://link.springer.com/article/10.1007/s10803-021-04931-y","Article"
"A randomised controlled trial comparing palate surgery at 6 months versus 12 months of age (the TOPS trial): a statistical analysis plan","Trials","","22","1","10.1186/s13063-020-04886-y","Elizabeth J. ConroyRachael CooperWilliam ShawChristina PerssonElisabeth WilladsenKevin J. MunroPaula R. WilliamsonGunvor SembTanya WalshCarrol Gamble","2021","http://link.springer.com/article/10.1186/s13063-020-04886-y","Article"
"Efficient Collection and Representation of Preverbal Data in Typical and Atypical Development","Journal of Nonverbal Behavior","","44","4","10.1007/s10919-020-00332-4","Florian B. PokornyKatrin D. Bartl-PokornyDajie ZhangPeter B. MarschikDagmar SchullerBjörn W. Schuller","2020","http://link.springer.com/article/10.1007/s10919-020-00332-4","Article"
"Melody complexity of infants’ cry and non-cry vocalisations increases across the first six months","Scientific Reports","","11","1","10.1038/s41598-021-83564-8","Kathleen WermkeMichael P. RobbPhilip J. Schluter","2021","http://link.springer.com/article/10.1038/s41598-021-83564-8","Article"
"Speech Development Across Subgroups of Autistic Children: A Longitudinal Study","Journal of Autism and Developmental Disorders","","53","7","10.1007/s10803-022-05561-8","Kate BroomePatricia McCabeKimberley DockingMaree DobleBronwyn Carrigg","2023","http://link.springer.com/article/10.1007/s10803-022-05561-8","Article"
"Neuroscience: Bird brains","Nature","","453","7192","10.1038/453136e","","2008","http://link.springer.com/article/10.1038/453136e","Article"
"Princeton Encyclopedia of Poetry and Poetics","Princeton Encyclopedia of Poetry and Poetics","","","","10.1007/978-1-349-15617-7_1","Alex PremingerFrank J. WarnkeO. B. Hardison Jr.","1974","http://link.springer.com/chapter/10.1007/978-1-349-15617-7_1","Chapter"
"Young infants’ perception of liquid coarticulatory influences on following stop consonants","Perception & Psychophysics","","48","6","10.3758/BF03211602","Carol A. FowlerCatherine T. BestGerald W. Mcroberts","1990","http://link.springer.com/article/10.3758/BF03211602","Article"
"Place preference and vocal learning rely on distinct reinforcers in songbirds","Scientific Reports","","8","1","10.1038/s41598-018-25112-5","Don MurdochRuidong ChenJesse H. Goldberg","2018","http://link.springer.com/article/10.1038/s41598-018-25112-5","Article"
"Anti-NMDA receptor encephalitis presenting as an acute psychotic episode misdiagnosed as dissociative disorder: a case report","JA Clinical Reports","","2","1","10.1186/s40981-016-0048-3","Yuichiro ShimoyamaOsamu UmegakiTomoyuki AguiNoriko KadonoToshiaki Minami","2016","http://link.springer.com/article/10.1186/s40981-016-0048-3","Article"
"Learning Motor Control by Dancing YMCA","Artificial Intelligence in Theory and Practice III","","","","10.1007/978-3-642-15286-3_8","Rikke Amilde LÄvlid","2010","http://link.springer.com/chapter/10.1007/978-3-642-15286-3_8","Chapter"
"Life in Affective Reality: Identification and Classification of Smiling in Early Childhood","Universal Access in Human-Computer Interaction. Users Diversity","","","","10.1007/978-3-642-21663-3_49","Fumito KawakamiAkifumi Tokosumi","2011","http://link.springer.com/chapter/10.1007/978-3-642-21663-3_49","Chapter"
"Going public","Nature","","431","7011","10.1038/431883a","","2004","http://link.springer.com/article/10.1038/431883a","Article"
"Visible embodiment: Gestures as simulated action","Psychonomic Bulletin & Review","","15","3","10.3758/PBR.15.3.495","Autumn B. HostetterMartha W. Alibali","2008","http://link.springer.com/article/10.3758/PBR.15.3.495","Article"
"Measuring implanted patient response to tone pips","BioMedical Engineering OnLine","","20","1","10.1186/s12938-020-00844-6","Juan M. CornejoAgar K. QuintanaNohra E. BeltranPilar Granados","2021","http://link.springer.com/article/10.1186/s12938-020-00844-6","Article"
"Feature-driven classification reveals potential comorbid subtypes within childhood apraxia of speech","BMC Pediatrics","","20","1","10.1186/s12887-020-02421-1","Catherine M. SteinPenelope BenchekGabrielle MillerNoémi B. HallDhanya MenonLisa FreebairnJessica TagJennell VickH. Gerry TaylorBarbara A. LewisSudha K. Iyengar","2020","http://link.springer.com/article/10.1186/s12887-020-02421-1","Article"
"Structuring Structural Awareness: A Commentary on Chapter 13","Building the Foundation: Whole Numbers in the Primary Grades","","","","10.1007/978-3-319-63555-2_14","John Mason","2018","http://link.springer.com/chapter/10.1007/978-3-319-63555-2_14","Chapter"
"Evolutionary dynamics of Lewis signaling games: signaling systems vs. partial pooling","Synthese","","172","1","10.1007/s11229-009-9477-0","Simon M. HutteggerBrian SkyrmsRory SmeadKevin J. S. Zollman","2010","http://link.springer.com/article/10.1007/s11229-009-9477-0","Article"
"A Novel Way to Measure and Predict Development: A Heuristic Approach to Facilitate the Early Detection of Neurodevelopmental Disorders","Current Neurology and Neuroscience Reports","","17","5","10.1007/s11910-017-0748-8","Peter B . MarschikFlorian B. PokornyRobert PeharzDajie ZhangJonathan O’MuircheartaighHerbert RoeyersSven BölteAlicia J. SpittleBerndt UrlesbergerBjörn SchullerLuise PoustkaSally OzonoffFranz PernkopfThomas PockKristiina TammimiesChristian Enzinger","2017","http://link.springer.com/article/10.1007/s11910-017-0748-8","Article"
"Preverbal infants produce more protophones with artificial objects compared to natural objects","Scientific Reports","","13","1","10.1038/s41598-023-36734-9","Violet GibsonEszter SomogyiIris NomikouDerry TaylorBeatriz LópezInnocent Chitalu MulengaMarina Davila-Ross","2023","http://link.springer.com/article/10.1038/s41598-023-36734-9","Article"
"Intrinsicf0 differences in spoken and sung vowels and their perception by listeners","Perception & Psychophysics","","59","5","10.3758/BF03206019","Carol A. FowlerJulie M. Brown","1997","http://link.springer.com/article/10.3758/BF03206019","Article"
"Spectral tilt as a cue to word segmentation in infancy and adulthood","Perception & Psychophysics","","66","5","10.3758/BF03194972","Erik D. ThiessenJenny R. Saffran","2004","http://link.springer.com/article/10.3758/BF03194972","Article"
"The resonant brain: How attentive conscious seeing regulates action sequences that interact with attentive cognitive learning, recognition, and prediction","Attention, Perception, & Psychophysics","","81","7","10.3758/s13414-019-01789-2","Stephen Grossberg","2019","http://link.springer.com/article/10.3758/s13414-019-01789-2","Article"
"The Clash of Giants Over Terminological Differences","Behavior and Social Issues","","2","1","10.5210/bsi.v2i1.170","Ernst L. Moerk","1992","http://link.springer.com/article/10.5210/bsi.v2i1.170","Article"
"Pandemic","New Light Through Old Windows: Exploring Contemporary Science Through 12 Classic Science Fiction Tales","","","","10.1007/978-3-030-03195-4_3","Stephen Webb","2019","http://link.springer.com/chapter/10.1007/978-3-030-03195-4_3","Chapter"
"Resarch Items","Nature","","146","3688","10.1038/146033a0","","1940","http://link.springer.com/article/10.1038/146033a0","Article"
"Automatic vocalisation-based detection of fragile X syndrome and Rett syndrome","Scientific Reports","","12","1","10.1038/s41598-022-17203-1","Florian B. PokornyMaximilian SchmittMathias EggerKatrin D. Bartl-PokornyDajie ZhangBjörn W. SchullerPeter B. Marschik","2022","http://link.springer.com/article/10.1038/s41598-022-17203-1","Article"
"Biologically inspired robotic perception-action for soft fruit harvesting in vertical growing environments","Precision Agriculture","","24","3","10.1007/s11119-023-10000-4","Fuli WangRodolfo Cuan UrquizoPenelope RobertsVishwanathan MohanChris NewenhamAndrey IvanovRobin Dowling","2023","http://link.springer.com/article/10.1007/s11119-023-10000-4","Article"
"Delineation of the genetic and clinical spectrum of Phelan-McDermid syndrome caused by SHANK3 point mutations","Molecular Autism","","9","1","10.1186/s13229-018-0205-9","Silvia De RubeisPaige M. SiperAllison DurkinJordana WeissmanFrançois MuratetDanielle HalpernMaria del Pilar TrellesYitzchak FrankReymundo LozanoA. Ting WangJ. Lloyd Holder JrCatalina BetancurJoseph D. BuxbaumAlexander Kolevzon","2018","http://link.springer.com/article/10.1186/s13229-018-0205-9","Article"
"Influential news and policy-making","Economic Theory","","76","4","10.1007/s00199-023-01499-9","Federico Vaccari","2023","http://link.springer.com/article/10.1007/s00199-023-01499-9","Article"
"Poster Presentations","The Journal of Physiological Sciences","","67","1","10.1007/BF03405811","","2017","http://link.springer.com/article/10.1007/BF03405811","Article"
"The validity of LENA technology for assessing the linguistic environment and interactions of infants learning Hebrew and Arabic","Behavior Research Methods","","55","3","10.3758/s13428-022-01874-9","Bonnie Levin-AsherOsnat SegalLiat Kishon-Rabin","2023","http://link.springer.com/article/10.3758/s13428-022-01874-9","Article"
"Learning to grasp and extract affordances: the Integrated Learning of Grasps and Affordances (ILGA) model","Biological Cybernetics","","109","6","10.1007/s00422-015-0666-2","James BonaiutoMichael A. Arbib","2015","http://link.springer.com/article/10.1007/s00422-015-0666-2","Article"
"Anxious about rejection, avoidant of neglect: Infant marmosets tune their attachment based on individual caregiver’s parenting style","Communications Biology","","7","1","10.1038/s42003-024-05875-6","Saori Yano-NashimotoAnna TruzziKazutaka ShinozukaAyako Y. MurayamaTakuma KurachiKeiko Moriya-ItoHironobu TokunoEri MiyazawaGianluca EspositoHideyuki OkanoKatsuki NakamuraAtsuko SaitoKumi O. Kuroda","2024","http://link.springer.com/article/10.1038/s42003-024-05875-6","Article"
"Active learning via informed search in movement parameter space for efficient robot task learning and transfer","Autonomous Robots","","43","8","10.1007/s10514-019-09842-7","Nemanja RakicevicPetar Kormushev","2019","http://link.springer.com/article/10.1007/s10514-019-09842-7","Article"
"There is variability in the attainment of developmental milestones in the CDKL5 disorder","Journal of Neurodevelopmental Disorders","","7","1","10.1186/1866-1955-7-2","Stephanie FehrHelen LeonardGladys HoSimon WilliamsNick de KlerkDavid ForbesJohn ChristodoulouJenny Downs","2015","http://link.springer.com/article/10.1186/1866-1955-7-2","Article"
"Duration of motherhood has incremental effects on mothers’ neural processing of infant vocal cues: a neuroimaging study of women","Scientific Reports","","7","1","10.1038/s41598-017-01776-3","Christine E. ParsonsKatherine S. YoungMikkel V. PetersenElse-Marie Jegindoe ElmholdtPeter VuustAlan SteinMorten L. Kringelbach","2017","http://link.springer.com/article/10.1038/s41598-017-01776-3","Article"
"Proposed criteria for nevoid basal cell carcinoma syndrome in children assessed using statistical optimization","Scientific Reports","","11","1","10.1038/s41598-021-98752-9","Nina B. GoldIan M. CampbellSarah E. SheppardWen-Hann Tan","2021","http://link.springer.com/article/10.1038/s41598-021-98752-9","Article"
"The Temporal Fine Structure of Background Noise Determines the Benefit of Bimodal Hearing for Recognizing Speech","Journal of the Association for Research in Otolaryngology","","21","6","10.1007/s10162-020-00772-1","H. C. StronksJ. J. BriaireJ. H. M. Frijns","2020","http://link.springer.com/article/10.1007/s10162-020-00772-1","Article"
"Does increasing the intelligibility of a competing sound source interfere more with speech comprehension in older adults than it does in younger adults?","Attention, Perception, & Psychophysics","","78","8","10.3758/s13414-016-1193-5","Zihui LuMeredyth DanemanBruce A. Schneider","2016","http://link.springer.com/article/10.3758/s13414-016-1193-5","Article"
"Invoking Rules in Everyday Family Interactions: A Method for Appealing to Practical Reason","Human Studies","","45","4","10.1007/s10746-022-09648-0","Uwe-A. KüttnerAnna VatanenJörg Zinken","2022","http://link.springer.com/article/10.1007/s10746-022-09648-0","Article"
"Reliability of the Language ENvironment Analysis system (LENA™) in European French","Behavior Research Methods","","48","3","10.3758/s13428-015-0634-8","Mélanie CanaultMarie-Thérèse Le NormandSamy FoudilNatalie LoundonHung Thai-Van","2016","http://link.springer.com/article/10.3758/s13428-015-0634-8","Article"
"Rapid learning of a phonemic discrimination in the first hours of life","Nature Human Behaviour","","6","8","10.1038/s41562-022-01355-1","Yan Jing WuXinlin HouCheng PengWenwen YuGary M. OppenheimGuillaume ThierryDandan Zhang","2022","http://link.springer.com/article/10.1038/s41562-022-01355-1","Article"
"Children’s Sociability in Institutional Contexts: Theoretical Reflections on Cognitive Development Within Peer Interactions","Human Arenas","","4","2","10.1007/s42087-020-00113-x","Juliene Madureira FerreiraGabriella Garcia MouraGabriela Sousa de Melo Mieto","2021","http://link.springer.com/article/10.1007/s42087-020-00113-x","Article"
"The song of the zebra finch","Lab Animal","","41","5","10.1038/laban0512-117","","2012","http://link.springer.com/article/10.1038/laban0512-117","Article"
"Statistics starts young","Nature","","","","10.1038/conference010222-16","Sara Abdulla","2001","http://link.springer.com/article/10.1038/conference010222-16","Article"
"Neuroscience: Early bird learns the tune","Nature","","460","7251","10.1038/460014c","","2009","http://link.springer.com/article/10.1038/460014c","Article"
"RNASET2-deficient leukoencephalopathy mimicking congenital CMV infection and Aicardi-Goutieres syndrome: a case report with a novel pathogenic variant","Orphanet Journal of Rare Diseases","","14","1","10.1186/s13023-019-1155-9","Reyhaneh KameliMan AmanatZahra RezaeiSareh HosseionpourSedigheh NikbakhtHouman AlizadehMahmoud Reza AshrafiAbdolmajid OmraniMasoud GarshasbiAli Reza Tavasoli","2019","http://link.springer.com/article/10.1186/s13023-019-1155-9","Article"
"A case report of brainstem hemorrhage due to Rhizopus delemar-induced encephalitis diagnosed by metagenomic next-generation sequencing (mNGS)","BMC Infectious Diseases","","23","1","10.1186/s12879-023-08192-1","Shuhua XieZhaohui LaiHan XiaMingze TangJinxing LaiQing LiuZhijuan LuDehai HeJiangli QiXianghong Liu","2023","http://link.springer.com/article/10.1186/s12879-023-08192-1","Article"
"Case report: an unexpected link between partial deletion of the SHANK3 gene and Heller’s dementia infantilis, a rare subtype of autism spectrum disorder","BMC Psychiatry","","15","1","10.1186/s12888-015-0631-6","Anne PhilippeYann CrausMarlène RioNadia Bahi-BuissonNathalie BoddaertValérie MalanJean-Paul BonnefontLaurence Robel","2015","http://link.springer.com/article/10.1186/s12888-015-0631-6","Article"
"A synonymous change, p.Gly16Gly in MECP2 Exon 1, causes a cryptic splice event in a Rett syndrome patient","Orphanet Journal of Rare Diseases","","8","1","10.1186/1750-1172-8-108","Taimoor I SheikhKirti MittalMary J WillisJohn B Vincent","2013","http://link.springer.com/article/10.1186/1750-1172-8-108","Article"
"Similarities and differences in the functional architecture of mother- infant communication in rhesus macaque and British mother-infant dyads","Scientific Reports","","13","1","10.1038/s41598-023-39623-3","V. SclafaniL. De PascalisL. BozicevicA. SepeP. F. FerrariL. Murray","2023","http://link.springer.com/article/10.1038/s41598-023-39623-3","Article"
"A juvenile locomotor program promotes vocal learning in zebra finches","Communications Biology","","5","1","10.1038/s42003-022-03533-3","Wan-chun LiuMichelle LandstromMaKenna CealieIona MacKillop","2022","http://link.springer.com/article/10.1038/s42003-022-03533-3","Article"
"An Overview of Formal Verification for the Time-Triggered Architecture","Formal Techniques in Real-Time and Fault-Tolerant Systems","","","","10.1007/3-540-45739-9_7","John Rushby","2002","http://link.springer.com/chapter/10.1007/3-540-45739-9_7","Chapter"
"The home language environment in rural China: variations across family characteristics","BMC Public Health","","23","1","10.1186/s12889-023-15245-2","Yue MaLaura JonssonZixin YaoXinwu ZhangDimitris FriesenAlexis MedinaScott RozelleLucy Pappas","2023","http://link.springer.com/article/10.1186/s12889-023-15245-2","Article"
"Restoring speech intelligibility for hearing aid users with deep learning","Scientific Reports","","13","1","10.1038/s41598-023-29871-8","Peter Udo DiehlYosef SingerHannes ZillyUwe SchönfeldPaul Meyer-RachnerMark BerryHenning SprekelerElias SprengelAnnett PudszuhnVeit M. Hofmann","2023","http://link.springer.com/article/10.1038/s41598-023-29871-8","Article"
