Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Auditory event files: Integrating auditory perception and action planning","Attention, Perception, & Psychophysics","","71","2","10.3758/APP.71.2.352","Sharon ZmigrodBernhard Hommel","2009","http://link.springer.com/article/10.3758/APP.71.2.352","Article"
"Dynamics of auditory cortical activity during behavioural engagement and auditory perception","Nature Communications","","8","1","10.1038/ncomms14412","Ioana CarceaMichele N. InsanallyRobert C. Froemke","2017","http://link.springer.com/article/10.1038/ncomms14412","Article"
"McGurk illusion recalibrates subsequent auditory perception","Scientific Reports","","6","1","10.1038/srep32891","Claudia S. LüttkeMatthias EkmanMarcel A. J. van GervenFloris P. de Lange","2016","http://link.springer.com/article/10.1038/srep32891","Article"
"Intensity and reverberation as factors in the auditory perception of egocentric distance","Perception & Psychophysics","","18","6","10.3758/BF03204113","Donald H. MershonL. Edward King","1975","http://link.springer.com/article/10.3758/BF03204113","Article"
"Influence of Benzodiazepines on Auditory Perception","Neuropsychopharmacology","","28","4","10.1038/sj.npp.1300072","N Morand-VilleneuveC MicheylM C GagnieuP LemoineP SebertL ColletE Veuillet","2003","http://link.springer.com/article/10.1038/sj.npp.1300072","Article"
"Frequency range size and the frequency range constraint in auditory perception by European starlings (Sturnus vulgaris)","Animal Learning & Behavior","","18","3","10.3758/BF03205281","Stewart H. HulseSuzanne C. PageRichard F. Braaten","1990","http://link.springer.com/article/10.3758/BF03205281","Article"
"Sensorimotor Integration Can Enhance Auditory Perception","Scientific Reports","","10","1","10.1038/s41598-020-58447-z","John C. MyersJeffrey R. MockEdward J. Golob","2020","http://link.springer.com/article/10.1038/s41598-020-58447-z","Article"
"On the generalization of tones: A detailed exploration of non-speech auditory perception stimuli","Scientific Reports","","10","1","10.1038/s41598-020-63132-2","Michael SchutzJessica Gillard","2020","http://link.springer.com/article/10.1038/s41598-020-63132-2","Article"
"Auditory perception modulated by word reading","Experimental Brain Research","","234","10","10.1007/s00221-016-4706-5","Liyu CaoAnne KleppAlfons SchnitzlerJoachim GrossKatja Biermann-Ruben","2016","http://link.springer.com/article/10.1007/s00221-016-4706-5","Article"
"Effects of lexical ambiguity, frequency, and acoustic details in auditory perception","Attention, Perception, & Psychophysics","","81","1","10.3758/s13414-018-1604-x","Chelsea Sanker","2019","http://link.springer.com/article/10.3758/s13414-018-1604-x","Article"
"The role of expectancies and emotional load in false auditory perceptions among patients with schizophrenia spectrum disorders","European Archives of Psychiatry and Clinical Neuroscience","","271","4","10.1007/s00406-019-01065-2","Łukasz GawędaSteffen Moritz","2021","http://link.springer.com/article/10.1007/s00406-019-01065-2","Article"
"Auditory noise influences human visual perception of ambiguous information: multi-modal integration during bistable perception","BMC Neuroscience","","16","1","10.1186/1471-2202-16-S1-P191","Woochul ChoiSe-Bum Paik","2015","http://link.springer.com/article/10.1186/1471-2202-16-S1-P191","Article"
"Correction: Corrigendum: Sensory augmentation: integration of an auditory compass signal into human perception of space","Scientific Reports","","7","1","10.1038/srep44965","Frank SchumannJ. Kevin O’Regan","2017","http://link.springer.com/article/10.1038/srep44965","Article"
"Phonemic and grapheme perception in dyslexia and (Central) Auditory Processing Disorder","Annals of General Psychiatry","","7","1","10.1186/1744-859X-7-S1-S310","Anna KritsiVasiliki IliadouStergios KaprinisVasiliki BizeliDimitrios KandylisGeorge Kaprinis","2008","http://link.springer.com/article/10.1186/1744-859X-7-S1-S310","Article"
"Change perception in complex auditory scenes","Perception & Psychophysics","","70","4","10.3758/PP.70.4.619","Francesco PavaniMassimo Turatto","2008","http://link.springer.com/article/10.3758/PP.70.4.619","Article"
"Effect of frequency lowering and auditory training on speech perception outcome","The Egyptian Journal of Otolaryngology","","31","4","10.4103/1012-5574.168360","Randa A. AhmedMona I. MouradManal M. El-BannaMohamed A. Talaat MD","2015","http://link.springer.com/article/10.4103/1012-5574.168360","Article"
"Erratum: Sensory augmentation: integration of an auditory compass signal into human perception of space","Scientific Reports","","8","1","10.1038/srep46810","Frank SchumannJ. Kevin O’Regan","2018","http://link.springer.com/article/10.1038/srep46810","Article"
"The perception of auditory patterns as a function of incidental visual stimulation","Psychonomic Science","","1","1 - 12","10.3758/BF03342828","Edward D. TurnerWilliam Bevan","1964","http://link.springer.com/article/10.3758/BF03342828","Article"
"The effect of response constraints on the perception of repeating auditory patterns","Bulletin of the Psychonomic Society","","9","4","10.3758/BF03336991","Stephen HandelJames D. Pickens","1977","http://link.springer.com/article/10.3758/BF03336991","Article"
"Bringing back the voice: on the auditory objects of speech perception","Synthese","","199","1 - 2","10.1007/s11229-020-02687-z","Anna Drożdżowicz","2021","http://link.springer.com/article/10.1007/s11229-020-02687-z","Article"
"Auditory pattern perception: The effect of tonal frequency range on the perception of temporal order","Perception & Psychophysics","","43","3","10.3758/BF03207873","Kathy Barsz","1988","http://link.springer.com/article/10.3758/BF03207873","Article"
"Auditory event perception: The source—perception loop for posture in human gait","Perception & Psychophysics","","70","1","10.3758/PP.70.1.13","Richard E. PastoreJesse D. FlintJeremy R. GastonMatthew J. Solomon","2008","http://link.springer.com/article/10.3758/PP.70.1.13","Article"
"Eye movements in auditory space perception","Perception & Psychophysics","","17","3","10.3758/BF03203206","Bill JonesBoris Kabanoff","1975","http://link.springer.com/article/10.3758/BF03203206","Article"
"The Frustration Status and Noise Proof Feature During Perception of the Auditory Images","Foundations of Augmented Cognition. Directing the Future of Adaptive Systems","","","","10.1007/978-3-642-21852-1_23","Sergey LytaevYuliaj Surovitskaj","2011","http://link.springer.com/chapter/10.1007/978-3-642-21852-1_23","Chapter"
"Cross-modal effects on visual and auditory object perception","Perception & Psychophysics","","35","6","10.3758/BF03205954","Ann O’LearyGillian Rhodes","1984","http://link.springer.com/article/10.3758/BF03205954","Article"
"Auditory cognition and perception of action video game players","Scientific Reports","","10","1","10.1038/s41598-020-71235-z","Hannah J. StewartJasmin L. MartinezAudrey PerdewC. Shawn GreenDavid R. Moore","2020","http://link.springer.com/article/10.1038/s41598-020-71235-z","Article"
"Audio-visual integration in noise: Influence of auditory and visual stimulus degradation on eye movements and perception of the McGurk effect","Attention, Perception, & Psychophysics","","82","7","10.3758/s13414-020-02042-x","Jemaine E. StaceyChristina J. HowardSuvobrata MitraPaula C. Stacey","2020","http://link.springer.com/article/10.3758/s13414-020-02042-x","Article"
"Auditory distance perception in humans: a review of cues, development, neuronal bases, and effects of sensory loss","Attention, Perception, & Psychophysics","","78","2","10.3758/s13414-015-1015-1","Andrew J. KolarikBrian C. J. MoorePavel ZahorikSilvia CirsteaShahina Pardhan","2016","http://link.springer.com/article/10.3758/s13414-015-1015-1","Article"
"Eye-movement-driven changes in the perception of auditory space","Attention, Perception, & Psychophysics","","72","3","10.3758/APP.72.3.736","Thérèse CollinsTobias HeedBrigitte Röder","2010","http://link.springer.com/article/10.3758/APP.72.3.736","Article"
"Psychophysical comparison of the auditory and tactile perception: a survey","Journal on Multimodal User Interfaces","","14","3","10.1007/s12193-020-00333-z","Sebastian MerchelM. Ercan Altinsoy","2020","http://link.springer.com/article/10.1007/s12193-020-00333-z","Article"
"Young adults and multisensory time perception: Visual and auditory pathways in comparison","Attention, Perception, & Psychophysics","","","","10.3758/s13414-023-02773-7","Giovanni CantarellaGiovanna MioniPatrizia Silvia Bisiacchi","2023","http://link.springer.com/article/10.3758/s13414-023-02773-7","Article"
"The Relative Contributions of Temporal Envelope and Fine Structure to Mandarin Lexical Tone Perception in Auditory Neuropathy Spectrum Disorder","Physiology, Psychoacoustics and Cognition in Normal and Impaired Hearing","","","","10.1007/978-3-319-25474-6_25","Shuo WangRuijuan DongDongxin LiuLuo ZhangLi Xu","2016","http://link.springer.com/chapter/10.1007/978-3-319-25474-6_25","Chapter"
"Integration and Disintegration of Auditory Images Perception","Foundations of Augmented Cognition","","","","10.1007/978-3-319-20816-9_45","Sergei LytaevKsenia Belskaya","2015","http://link.springer.com/chapter/10.1007/978-3-319-20816-9_45","Chapter"
"Time-shrinking: A discontinuity in the perception of auditory temporal patterns","Perception & Psychophysics","","51","5","10.3758/BF03211646","Yoshitaka NakajimaGert Ten HoopenGaston HilkhuysenTakayuki Sasaki","1992","http://link.springer.com/article/10.3758/BF03211646","Article"
"Motor engagement relates to accurate perception of phonemes and audiovisual words, but not auditory words","Communications Biology","","4","1","10.1038/s42003-020-01634-5","Kelly MichaelisMakoto MiyakoshiGina NoratoAndrei V. MedvedevPeter E. Turkeltaub","2021","http://link.springer.com/article/10.1038/s42003-020-01634-5","Article"
"Auditory temporal perception deficits in the reading-impaired: A critical review of the evidence","Psychonomic Bulletin & Review","","2","4","10.3758/BF03210986","Michael Studdert-KennedyMaria Mody","1995","http://link.springer.com/article/10.3758/BF03210986","Article"
"Dividing attention between auditory and visual perception","Perception & Psychophysics","","21","6","10.3758/BF03198739","Dominic W. MassaroDavid S. Warner","1977","http://link.springer.com/article/10.3758/BF03198739","Article"
"The role of auditory feature detectors in the perception of speech","Perception & Psychophysics","","18","4","10.3758/BF03199377","Vivien C. TartterPeter D. Eimas","1975","http://link.springer.com/article/10.3758/BF03199377","Article"
"A software tool for auditory and speech perception experimentation","Behavior Research Methods, Instruments, & Computers","","31","2","10.3758/BF03207729","Luis E. López-bascuasCarlos Carrero MarínFrancisco J. Serradilla garcía","1999","http://link.springer.com/article/10.3758/BF03207729","Article"
"Audiovisual presentation demonstrates that selective adaptation in speech perception is purely auditory","Perception & Psychophysics","","30","4","10.3758/BF03206144","Martin RobertsQuentin Summerfield","1981","http://link.springer.com/article/10.3758/BF03206144","Article"
"Voluntary movement affects simultaneous perception of auditory and tactile stimuli presented to a non-moving body part","Scientific Reports","","6","1","10.1038/srep33336","Qiao HaoHiroki OraKen-ichiro OgawaTaiki OgataYoshihiro Miyake","2016","http://link.springer.com/article/10.1038/srep33336","Article"
"Machine learning based assessment of auditory threshold perception in human beings","SN Applied Sciences","","2","2","10.1007/s42452-019-1929-7","H. S. SanjayBasavaraj V. HiremathB. S. PrithviP. A. Dinesh","2020","http://link.springer.com/article/10.1007/s42452-019-1929-7","Article"
"Things are sounding up: Affective influences on auditory tone perception","Psychonomic Bulletin & Review","","14","3","10.3758/BF03194100","Ulrich W. WegerBrian P. MeierMichael D. RobinsonAlbrecht W. Inhoff","2007","http://link.springer.com/article/10.3758/BF03194100","Article"
"The perception of concurrent sound objects through the use of harmonic enhancement: a study of auditory attention","Attention, Perception, & Psychophysics","","77","3","10.3758/s13414-014-0826-9","Elena KoulaguinaBrandi Lee DrisdelleClaude AlainStephan GrimaultDouglas EckFrançois VachonPierre Jolicoeur","2015","http://link.springer.com/article/10.3758/s13414-014-0826-9","Article"
"Two types of auditory sequence perception","Perception & Psychophysics","","20","5","10.3758/BF03199420","Bichard M. WarrenJohn M. Ackroff","1976","http://link.springer.com/article/10.3758/BF03199420","Article"
"The perception of time relations in auditory tempo discrimination","Animal Learning & Behavior","","21","3","10.3758/BF03197992","Stewart H. HulseCurtis L. Kline","1993","http://link.springer.com/article/10.3758/BF03197992","Article"
"A Neuropsychological Approach to Auditory Verbal Hallucinations and Thought Insertion - Grounded in Normal Voice Perception","Review of Philosophy and Psychology","","7","3","10.1007/s13164-015-0270-3","Johanna C. Badcock","2016","http://link.springer.com/article/10.1007/s13164-015-0270-3","Article"
"Auditory pattern perception: The effect of tone location on the discrimination of tonal sequences","Perception & Psychophysics","","50","3","10.3758/BF03206752","Kathy Barsz","1991","http://link.springer.com/article/10.3758/BF03206752","Article"
"‘Normal’ hearing thresholds and fundamental auditory grouping processes predict difficulties with speech-in-noise perception","Scientific Reports","","9","1","10.1038/s41598-019-53353-5","Emma HolmesTimothy D. Griffiths","2019","http://link.springer.com/article/10.1038/s41598-019-53353-5","Article"
"The speed and temporal frequency of visual apparent motion modulate auditory duration perception","Scientific Reports","","13","1","10.1038/s41598-023-38183-w","Xiang HeZijun KeZehua WuLihan ChenZhenzhu Yue","2023","http://link.springer.com/article/10.1038/s41598-023-38183-w","Article"
"A common basis for auditory sensory storage in perception and immediate memory","Perception & Psychophysics","","31","5","10.3758/BF03204857","Robert G. Crowder","1982","http://link.springer.com/article/10.3758/BF03204857","Article"
"Effects of enriched auditory experience on infants’ speech perception during the first year of life","PROSPECTS","","46","2","10.1007/s11125-017-9397-6","T. Christina ZhaoPatricia K. Kuhl","2016","http://link.springer.com/article/10.1007/s11125-017-9397-6","Article"
"Sounds familiar(?): Expertise with specific musical genres modulates timing perception and micro-level synchronization to auditory stimuli","Attention, Perception, & Psychophysics","","84","2","10.3758/s13414-021-02393-z","Anne DanielsenKristian NymoenMartin Torvik LangerødEirik JacobsenMats JohanssonJustin London","2022","http://link.springer.com/article/10.3758/s13414-021-02393-z","Article"
"Audition dominates vision in duration perception irrespective of salience, attention, and temporal discriminability","Attention, Perception, & Psychophysics","","76","5","10.3758/s13414-014-0663-x","Laura OrtegaEmmanuel Guzman-MartinezMarcia GraboweckySatoru Suzuki","2014","http://link.springer.com/article/10.3758/s13414-014-0663-x","Article"
"Backward spatial perception can be augmented through a novel visual-to-auditory sensory substitution algorithm","Scientific Reports","","11","1","10.1038/s41598-021-88595-9","Ophir NetzerBenedetta HeimlerAmir ShurTomer BehorAmir Amedi","2021","http://link.springer.com/article/10.1038/s41598-021-88595-9","Article"
"How musical expertise shapes speech perception: evidence from auditory classification images","Scientific Reports","","5","1","10.1038/srep14489","Léo VarnetTianyun WangChloe PeterFanny MeunierMichel Hoen","2015","http://link.springer.com/article/10.1038/srep14489","Article"
"Does brain entrainment using binaural auditory beats affect pain perception in acute and chronic pain?: a systematic review","BMC Complementary Medicine and Therapies","","24","1","10.1186/s12906-024-04339-y","Fatemeh ShamsiFatemeh AzadiniaMaryam Shaygan","2024","http://link.springer.com/article/10.1186/s12906-024-04339-y","Article"
"Can the diffuseness of sound sources in an auditory scene alter speech perception?","Attention, Perception, & Psychophysics","","82","3","10.3758/s13414-019-01808-2","Meital Avivi-ReichBrendan FifieldBruce A. Schneider","2020","http://link.springer.com/article/10.3758/s13414-019-01808-2","Article"
"Excitation-inhibition balance and auditory multistable perception are correlated with autistic traits and schizotypy in a non-clinical population","Scientific Reports","","10","1","10.1038/s41598-020-65126-6","Hirohito M. KondoI-Fan Lin","2020","http://link.springer.com/article/10.1038/s41598-020-65126-6","Article"
"When acoustic sequences are not perceptual sequences: The global perception of auditory patterns","Perception & Psychophysics","","54","1","10.3758/BF03206943","Richard M. WarrenJames A. Bashford","1993","http://link.springer.com/article/10.3758/BF03206943","Article"
"Hemispheric contributions to the integration of visual and auditory information in speech perception","Perception & Psychophysics","","55","6","10.3758/BF03211678","K. BaynesM. G. FunnellC. A. Fowler","1994","http://link.springer.com/article/10.3758/BF03211678","Article"
"Assessing auditory distance perception using perceptually directed action","Perception & Psychophysics","","60","6","10.3758/BF03211932","Jack M. LoomisRoberta L. KlatzkyJohn W. PhilbeckReginald G. Golledge","1998","http://link.springer.com/article/10.3758/BF03211932","Article"
"Auditory enhancement and the perception of concurrent vowels","Perception & Psychophysics","","45","6","10.3758/BF03208060","Quentin SummerfieldPeter F. Assmann","1989","http://link.springer.com/article/10.3758/BF03208060","Article"
"Auditory frequency perception adapts rapidly to the immediate past","Attention, Perception, & Psychophysics","","77","3","10.3758/s13414-014-0812-2","David AlaisEmily Orchard-MillsErik Van der Burg","2015","http://link.springer.com/article/10.3758/s13414-014-0812-2","Article"
"Direct-location versus verbal report methods for measuring auditory distance perception in the far field","Behavior Research Methods","","50","3","10.3758/s13428-017-0939-x","Pablo E. EtchemendyIgnacio SpiousasEsteban R. CalcagnoEzequiel AbregúManuel C. EguiaRamiro O. Vergara","2018","http://link.springer.com/article/10.3758/s13428-017-0939-x","Article"
"Auditory environmental context affects visual distance perception","Scientific Reports","","7","1","10.1038/s41598-017-06495-3","Pablo E. EtchemendyEzequiel AbregúEsteban R. CalcagnoManuel C. EguiaNilda VechiattiFederico IasiRamiro O. Vergara","2017","http://link.springer.com/article/10.1038/s41598-017-06495-3","Article"
"Signal envelope and speech intelligibility differentially impact auditory motion perception","Scientific Reports","","11","1","10.1038/s41598-021-94662-y","Michaela WarneckeRuth Y. Litovsky","2021","http://link.springer.com/article/10.1038/s41598-021-94662-y","Article"
"The Role of Visual Experience in Auditory Space Perception around the Legs","Scientific Reports","","9","1","10.1038/s41598-019-47410-2","Elena Aggius-VellaClaudio CampusAndrew Joseph KolarikMonica Gori","2019","http://link.springer.com/article/10.1038/s41598-019-47410-2","Article"
"Speech in noise perception improved by training fine auditory discrimination: far and applicable transfer of perceptual learning","Scientific Reports","","10","1","10.1038/s41598-020-76295-9","Xiang GaoTingting YanTing HuangXiaoli LiYu-Xuan Zhang","2020","http://link.springer.com/article/10.1038/s41598-020-76295-9","Article"
"The effects of auditory streaming on duplex perception","Perception & Psychophysics","","46","1","10.3758/BF03208072","Valter CioccaAlbert S. Bregman","1989","http://link.springer.com/article/10.3758/BF03208072","Article"
"Auditory and phonetic processes in place perception for stops","Perception & Psychophysics","","34","6","10.3758/BF03205911","James R. SawuschHoward C. Nusbaum","1983","http://link.springer.com/article/10.3758/BF03205911","Article"
"Cross-modal auditory priors drive the perception of bistable visual stimuli with reliable differences between individuals","Scientific Reports","","11","1","10.1038/s41598-021-96198-7","Zsófia PálffyKinga FarkasGábor CsuklySzabolcs KériBertalan Polner","2021","http://link.springer.com/article/10.1038/s41598-021-96198-7","Article"
"Perception and immediate recall of normal and “compressed” auditory sequences","Perception & Psychophysics","","9","4","10.3758/BF03208691","Doris AaronsonNancy MarkowitzHollis Shapiro","1971","http://link.springer.com/article/10.3758/BF03208691","Article"
"Auditory-motor synchronization and perception suggest partially distinct time scales in speech and music","Communications Psychology","","2","1","10.1038/s44271-023-00053-6","Alice Vivien BarchetMolly J. HenryClaire PelofiJohanna M. Rimmele","2024","http://link.springer.com/article/10.1038/s44271-023-00053-6","Article"
"Temporal asymmetries in auditory coding and perception reflect multi-layered nonlinearities","Nature Communications","","7","1","10.1038/ncomms12682","Thomas DeneuxAlexandre KempfAurélie DaretEmmanuel PonsotBrice Bathellier","2016","http://link.springer.com/article/10.1038/ncomms12682","Article"
"Auditory short-term memory and vowel perception","Memory & Cognition","","3","1","10.3758/BF03198202","David B. Pisoni","1975","http://link.springer.com/article/10.3758/BF03198202","Article"
"Acoustic–phonetic and auditory mechanisms of adaptation in the perception of sibilant fricatives","Attention, Perception, & Psychophysics","","82","4","10.3758/s13414-019-01894-2","Eleanor ChodroffColin Wilson","2020","http://link.springer.com/article/10.3758/s13414-019-01894-2","Article"
"A novel signal processing approach to auditory phantom perception","Psychonomic Bulletin & Review","","26","1","10.3758/s13423-018-1513-y","I-Hui HsiehJia-Wei Liu","2019","http://link.springer.com/article/10.3758/s13423-018-1513-y","Article"
"The Role of Age-Related Declines in Subcortical Auditory Processing in Speech Perception in Noise","Journal of the Association for Research in Otolaryngology","","17","5","10.1007/s10162-016-0564-x","Tim SchoofStuart Rosen","2016","http://link.springer.com/article/10.1007/s10162-016-0564-x","Article"
"Auditory Cortical Activity During Cochlear Implant-Mediated Perception of Spoken Language, Melody, and Rhythm","Journal of the Association for Research in Otolaryngology","","11","1","10.1007/s10162-009-0184-9","Charles J. LimbAnne T. MolloyPatpong JiradejvongAllen R. Braun","2010","http://link.springer.com/article/10.1007/s10162-009-0184-9","Article"
"Adaptive auditory brightness perception","Scientific Reports","","11","1","10.1038/s41598-021-00707-7","Kai SiedenburgFeline Malin BargHenning Schepker","2021","http://link.springer.com/article/10.1038/s41598-021-00707-7","Article"
"Orthography shapes the perception of speech: The consistency effect in auditory word recognition","Psychonomic Bulletin & Review","","5","4","10.3758/BF03208845","Johannes C. ZieglerLudovic Ferrand","1998","http://link.springer.com/article/10.3758/BF03208845","Article"
"The effect of amplitude comodulation on auditory object formation in sentence perception","Perception & Psychophysics","","52","4","10.3758/BF03206703","Thomas D. CarrellJane M. Opie","1992","http://link.springer.com/article/10.3758/BF03206703","Article"
"Eye activity tracks task-relevant structures during speech and auditory sequence perception","Nature Communications","","9","1","10.1038/s41467-018-07773-y","Peiqing JinJiajie ZouTao ZhouNai Ding","2018","http://link.springer.com/article/10.1038/s41467-018-07773-y","Article"
"Duration perception of visual and auditory oddball stimuli: Does judgment task modulate the temporal oddball effect?","Attention, Perception, & Psychophysics","","76","3","10.3758/s13414-013-0602-2","Teresa BirngruberHannes SchröterRolf Ulrich","2014","http://link.springer.com/article/10.3758/s13414-013-0602-2","Article"
"Sensory augmentation: integration of an auditory compass signal into human perception of space","Scientific Reports","","7","1","10.1038/srep42197","Frank SchumannJ. Kevin O’Regan","2017","http://link.springer.com/article/10.1038/srep42197","Article"
"Auditory motion perception emerges from successive sound localizations integrated over time","Scientific Reports","","9","1","10.1038/s41598-019-52742-0","Vincent RoggeroneJonathan VacherCynthia TarlaoCatherine Guastavino","2019","http://link.springer.com/article/10.1038/s41598-019-52742-0","Article"
"Auditory beat perception is related to speech output fluency in post-stroke aphasia","Scientific Reports","","11","1","10.1038/s41598-021-82809-w","James D. StefaniakMatthew A. Lambon RalphBlanca De Dios PerezTimothy D. GriffithsManon Grube","2021","http://link.springer.com/article/10.1038/s41598-021-82809-w","Article"
"CNTN6 mutations are risk factors for abnormal auditory sensory perception in autism spectrum disorders","Molecular Psychiatry","","22","4","10.1038/mp.2016.61","O MercatiG HuguetA DanckaertG André-LerouxA MaruaniM BellinzoniT RollandL GouderA MathieuJ BurattiF AmsellemM BenabouJ Van-GilsA BeggiatoM KonyukhJ-P Bourgeois","2017","http://link.springer.com/article/10.1038/mp.2016.61","Article"
"Perception of auditory stimuli during general anesthesia and its effects on patient outcomes: a systematic review and meta-analysis","Canadian Journal of Anesthesia/Journal canadien d'anesthésie","","68","8","10.1007/s12630-021-02015-0","Victor X. Fu MDKarel J. Sleurink MScJoséphine C. Janssen BScBas P. L. Wijnhoven MD, PhDJohannes Jeekel MD, PhDMarkus Klimek MD, PhD","2021","http://link.springer.com/article/10.1007/s12630-021-02015-0","Article"
"Temporal order and processing acuity of visual, auditory, and tactile perception in developmentally dyslexic young adults","Cognitive, Affective, & Behavioral Neuroscience","","1","4","10.3758/CABN.1.4.394","Marja LaasonenElisabet ServiceVei Jo Virsu","2001","http://link.springer.com/article/10.3758/CABN.1.4.394","Article"
"Sonic Interactions in Virtual Environments","Human–Computer Interaction Series","","","","10.1007/978-3-031-04021-4","Michele GeronazzoStefania Serafin","2023","http://link.springer.com/book/10.1007/978-3-031-04021-4","Book"
"Auditory processing in individuals with auditory neuropathy","Behavioral and Brain Functions","","1","1","10.1186/1744-9081-1-21","Ajith U KumarM Jayaram","2005","http://link.springer.com/article/10.1186/1744-9081-1-21","Article"
"Crossmodal duration perception involves perceptual grouping, temporal ventriloquism, and variable internal clock rates","Attention, Perception, & Psychophysics","","73","1","10.3758/s13414-010-0010-9","P. Christiaan KlinkJorrit S. MontijnRichard J. A. van Wezel","2011","http://link.springer.com/article/10.3758/s13414-010-0010-9","Article"
"Musical imagery depends upon coordination of auditory and sensorimotor brain activity","Scientific Reports","","9","1","10.1038/s41598-019-53260-9","Rebecca W. GeldingWilliam F. ThompsonBlake W. Johnson","2019","http://link.springer.com/article/10.1038/s41598-019-53260-9","Article"
"Auditory spatial alternation transforms auditory time (again): Comments on Lakatos (1993), “Temporal constraints on apparent motion in auditory space”","Perception & Psychophysics","","57","4","10.3758/BF03213081","Gert ten Hoopen","1995","http://link.springer.com/article/10.3758/BF03213081","Article"
"Visual Influences on Auditory Behavioral, Neural, and Perceptual Processes: A Review","Journal of the Association for Research in Otolaryngology","","22","4","10.1007/s10162-021-00789-0","Collins Opoku-BaahAdriana M. SchoenhautSarah G. VassallDavid A. TovarRamnarayan RamachandranMark T. Wallace","2021","http://link.springer.com/article/10.1007/s10162-021-00789-0","Article"
"Autism Spectrum Disorder and auditory sensory alterations: a systematic review on the integrity of cognitive and neuronal functions related to auditory processing","Journal of Neural Transmission","","130","3","10.1007/s00702-023-02595-9","Ana Margarida GonçalvesPatricia Monteiro","2023","http://link.springer.com/article/10.1007/s00702-023-02595-9","Article"
"Timing in audiovisual speech perception: A mini review and new psychophysical data","Attention, Perception, & Psychophysics","","78","2","10.3758/s13414-015-1026-y","Jonathan H. VeneziaSteven M. ThurmanWilliam MatchinSahara E. GeorgeGregory Hickok","2016","http://link.springer.com/article/10.3758/s13414-015-1026-y","Article"
"Audiotactile interactions in temporal perception","Psychonomic Bulletin & Review","","18","3","10.3758/s13423-011-0070-4","Valeria OccelliCharles SpenceMassimiliano Zampini","2011","http://link.springer.com/article/10.3758/s13423-011-0070-4","Article"
"Auditory and visual attention-based apparent motion share functional parallels","Perception & Psychophysics","","70","7","10.3758/PP.70.7.1207","Wendy E. HuddlestonJames W. LewisRaymond E. PhinneyEdgar A. DeYoe","2008","http://link.springer.com/article/10.3758/PP.70.7.1207","Article"
"Loss and persistence of implicit memory for sound: Evidence from auditory stream segregation context effects","Attention, Perception, & Psychophysics","","75","5","10.3758/s13414-013-0460-y","Joel S. SnyderDavid M. Weintraub","2013","http://link.springer.com/article/10.3758/s13414-013-0460-y","Article"
