Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Specific Language Impairment, Autism Spectrum Disorders and Social (Pragmatic) Communication Disorders: Is There Overlap in Language Deficits? A Review","Review Journal of Autism and Developmental Disorders","","11","1","10.1007/s40489-022-00327-5","Juliana FélixMaria Emília SantosAntonio Benitez-Burraco","2024","http://link.springer.com/article/10.1007/s40489-022-00327-5","Article"
"Convergent genetic linkage and associations to language, speech and reading measures in families of probands with Specific Language Impairment","Journal of Neurodevelopmental Disorders","","1","4","10.1007/s11689-009-9031-x","Mabel L. RiceShelley D. SmithJavier Gayán","2009","http://link.springer.com/article/10.1007/s11689-009-9031-x","Article"
"Behavior problems and social competence in Brazilian children with specific language impairment","Psicologia: Reflexão e Crítica","","29","1","10.1186/s41155-016-0027-7","Marina Leite PuglisiAna Manhani Cáceres-AssençoThays NogueiraDebora Maria Befi-Lopes","2016","http://link.springer.com/article/10.1186/s41155-016-0027-7","Article"
"Genome-Wide Studies of Specific Language Impairment","Current Behavioral Neuroscience Reports","","1","4","10.1007/s40473-014-0024-z","Rose H. ReaderLaura E. CovillRon NudelDianne F. Newbury","2014","http://link.springer.com/article/10.1007/s40473-014-0024-z","Article"
"Overlaps Between Autism and Language Impairment: Phenomimicry or Shared Etiology?","Behavior Genetics","","40","5","10.1007/s10519-010-9381-x","D. V. M. Bishop","2010","http://link.springer.com/article/10.1007/s10519-010-9381-x","Article"
"Parental phonological memory contributes to prediction of outcome of late talkers from 20 months to 4 years: a longitudinal study of precursors of specific language impairment","Journal of Neurodevelopmental Disorders","","4","1","10.1186/1866-1955-4-3","Dorothy VM BishopGeorgina HoltElizabeth LineDavid McDonaldSarah McDonaldHelen Watt","2012","http://link.springer.com/article/10.1186/1866-1955-4-3","Article"
"Prosodic assessment in Egyptian children with specific language impairment","The Egyptian Journal of Otolaryngology","","28","1","10.7123/01.EJO.0000411076.60229.ab","Elham A. ShaheenSahar S. ShohdiNader N. AhmedHeba Ashour","2012","http://link.springer.com/article/10.7123/01.EJO.0000411076.60229.ab","Article"
"The role of nonverbal working memory in morphosyntactic processing by children with specific language impairment and autism spectrum disorders","Journal of Neurodevelopmental Disorders","","9","1","10.1186/s11689-017-9209-6","Susan Ellis WeismerMeghan M. DavidsonIshanti GangopadhyayHeidi SindbergHettie RoebuckMargarita Kaushanskaya","2017","http://link.springer.com/article/10.1186/s11689-017-9209-6","Article"
"Characteristics of language impairment in Parkinson’s disease and its influencing factors","Translational Neurodegeneration","","4","1","10.1186/2047-9158-4-2","Lin LiuXiao-Guang LuoChui-Liang DyYan RenYu FengHong-Mei YuHong ShangZhi-Yi He","2015","http://link.springer.com/article/10.1186/2047-9158-4-2","Article"
"Structural brain abnormalities and their association with language impairment in school-aged children with Autism Spectrum Disorder","Scientific Reports","","13","1","10.1038/s41598-023-28463-w","Vardan ArutiunianMilitina GomozovaAlina MinnigulovaElizaveta DavydovaDarya PereverzevaAlexander SorokinSvetlana TyushkevichUliana MamokhinaKamilla DanilinaOlga Dragoy","2023","http://link.springer.com/article/10.1038/s41598-023-28463-w","Article"
"The Telephone Language Screener (TLS): standardization of a novel telephone-based screening test for language impairment","Neurological Sciences","","","","10.1007/s10072-023-07149-1","Edoardo Nicolò AielloVeronica PucciLorenzo DianaAlessia CorvagliaAida NiangSilvia MattielloAlice Naomi PretiGiorgia DuranteAdele RavelliLucia ConsonniCarolina GuerraAdriana Delli PontiGaia SangalliTeresa DifonzoStefano ScaranoLaura Perucca","2023","http://link.springer.com/article/10.1007/s10072-023-07149-1","Article"
"Language impairment in the genetic forms of behavioural variant frontotemporal dementia","Journal of Neurology","","270","4","10.1007/s00415-022-11512-1","Kiran SamraAmy M. MacDougallArabella BouziguesMartina BocchettaDavid M. CashCaroline V. GreavesRhian S. ConveryJohn C. van SwietenHarro SeelaarLize JiskootFermin MorenoRaquel Sanchez-ValleRobert LaforceCaroline GraffMario MasellisMaria Carmela Tartaglia","2023","http://link.springer.com/article/10.1007/s00415-022-11512-1","Article"
"Novel favipiravir pattern-based learning model for automated detection of specific language impairment disorder using vowels","Neural Computing and Applications","","35","8","10.1007/s00521-022-07999-4","Prabal Datta BaruaEmrah AydemirSengul DoganMehmet ErtenFeyzi KaysiTurker TuncerHamido FujitaElizabeth PalmerU. Rajendra Acharya","2023","http://link.springer.com/article/10.1007/s00521-022-07999-4","Article"
"Cerebellar-dependent delay eyeblink conditioning in adolescents with Specific Language Impairment","Journal of Neurodevelopmental Disorders","","2","4","10.1007/s11689-010-9058-z","Adam B. SteinmetzMabel L. Rice","2010","http://link.springer.com/article/10.1007/s11689-010-9058-z","Article"
"Pleiotropy between language impairment and broader behavioral disorders—an investigation of both common and rare genetic variants","Journal of Neurodevelopmental Disorders","","13","1","10.1186/s11689-021-09403-z","Ron NudelVivek AppaduraiAlfonso BuilMerete NordentoftThomas Werge","2021","http://link.springer.com/article/10.1186/s11689-021-09403-z","Article"
"Phonological awareness training and phonological therapy approaches for specific language impairment children with speech sound disorders: a comparative outcome study","European Archives of Oto-Rhino-Laryngology","","281","1","10.1007/s00405-023-08274-5","Heba Mahmoud FaragHossam EldessoukyElham ShahinMai Atef","2024","http://link.springer.com/article/10.1007/s00405-023-08274-5","Article"
"Nonword repetition in specific language impairment: More than a phonological short-term memory deficit","Psychonomic Bulletin & Review","","14","5","10.3758/BF03194122","Lisa M. D. ArchibaldSusan E. Gathercole","2007","http://link.springer.com/article/10.3758/BF03194122","Article"
"Folinic acid improves verbal communication in children with autism and language impairment: a randomized double-blind placebo-controlled trial","Molecular Psychiatry","","23","2","10.1038/mp.2016.168","R E FryeJ SlatteryL DelheyB FurgersonT StricklandM TippettA SaileyR WynneS RoseS MelnykS Jill JamesJ M SequeiraE V Quadros","2018","http://link.springer.com/article/10.1038/mp.2016.168","Article"
"Health-related quality of life from the perspective of children with severe specific language impairment","Health and Quality of Life Outcomes","","13","1","10.1186/s12955-015-0326-1","Kristy NicolaPauline Watter","2015","http://link.springer.com/article/10.1186/s12955-015-0326-1","Article"
"Language impairment in a case of a complex chromosomal rearrangement with a breakpoint downstream of FOXP2","Molecular Cytogenetics","","8","1","10.1186/s13039-015-0148-1","Daniela MoralliRon NudelMay T. M. ChanCatherine M. GreenEmanuela V. VolpiAntonio Benítez-BurracoDianne F. NewburyPaloma García-Bellido","2015","http://link.springer.com/article/10.1186/s13039-015-0148-1","Article"
"Language impairment in progressive supranuclear palsy and corticobasal syndrome","Journal of Neurology","","268","3","10.1007/s00415-019-09463-1","Katie A. PetersonKaralyn PattersonJames B. Rowe","2021","http://link.springer.com/article/10.1007/s00415-019-09463-1","Article"
"Irregular past tense forms in English: how data from children with specific language impairment contribute to models of morphology","Morphology","","22","1","10.1007/s11525-011-9195-4","Chloë R. MarshallHeather K. J. van der Lely","2012","http://link.springer.com/article/10.1007/s11525-011-9195-4","Article"
"Comprehension of wh-questions among Jordanian children with autism spectrum disorder and specific language impairment","Humanities and Social Sciences Communications","","10","1","10.1057/s41599-023-02118-7","Hassan Mohammad Bani IssaJong Hui YingYasir Bin Azam","2023","http://link.springer.com/article/10.1057/s41599-023-02118-7","Article"
"Presence of autism, hyperserotonemia, and severe expressive language impairment in Williams-Beuren syndrome","Molecular Autism","","4","1","10.1186/2040-2392-4-29","Sylvie TordjmanGeorge M AndersonDavid CohenSolenn KermarrecMichèle CarlierYvan TouitouPascale Saugier-VeberCéline LagneauxClaire ChevreuilAlain Verloes","2013","http://link.springer.com/article/10.1186/2040-2392-4-29","Article"
"Blood–Brain Barrier Breakdown is a Sensitive Biomarker of Cognitive and Language Impairment in Patients with White Matter Hyperintensities","Neurology and Therapy","","12","5","10.1007/s40120-023-00527-z","Xing WangYulu ShiYiyi ChenYing GaoTingting WangZhengyang LiYilong Wang","2023","http://link.springer.com/article/10.1007/s40120-023-00527-z","Article"
"The declarative system in children with specific language impairment: a comparison of meaningful and meaningless auditory-visual paired associate learning","BMC Psychology","","3","1","10.1186/s40359-015-0062-7","Dorothy V M BishopHsinjen Julie Hsu","2015","http://link.springer.com/article/10.1186/s40359-015-0062-7","Article"
"Distinct ERP profiles for auditory processing in infants at-risk for autism and language impairment","Scientific Reports","","8","1","10.1038/s41598-017-19009-y","Valentina RivaChiara CantianiGiulia MornatiMartina GalloLaura VillaElisa ManiIrene SaviozziCecilia MarinoMassimo Molteni","2018","http://link.springer.com/article/10.1038/s41598-017-19009-y","Article"
"Recent advances in the genetics of language impairment","Genome Medicine","","2","1","10.1186/gm127","Dianne F NewburySimon E FisherAnthony P Monaco","2010","http://link.springer.com/article/10.1186/gm127","Article"
"Associations of HLA alleles with specific language impairment","Journal of Neurodevelopmental Disorders","","6","1","10.1186/1866-1955-6-1","Ron NudelNuala H SimpsonGillian BairdAnne O’HareGina Conti-RamsdenPatrick F BoltonElizabeth R HennessyAnthony P MonacoJulian C KnightBruce WinneySimon E FisherDianne F Newbury","2014","http://link.springer.com/article/10.1186/1866-1955-6-1","Article"
"Dyslexia and language impairment associated genetic markers influence cortical thickness and white matter in typically developing children","Brain Imaging and Behavior","","10","1","10.1007/s11682-015-9392-6","John D. EicherAngela M. MontgomeryNatacha AkshoomoffDavid G. AmaralCinnamon S. BlossOndrej LibigerNicholas J. SchorkBurcu F. DarstB. J. CaseyLinda ChangThomas ErnstJean FrazierWalter E. KaufmannBrian KeatingTal KenetDavid Kennedy","2016","http://link.springer.com/article/10.1007/s11682-015-9392-6","Article"
"Atypical audiovisual word processing in school-age children with a history of specific language impairment: an event-related potential study","Journal of Neurodevelopmental Disorders","","8","1","10.1186/s11689-016-9168-3","Natalya KaganovichJennifer SchumakerCourtney Rowland","2016","http://link.springer.com/article/10.1186/s11689-016-9168-3","Article"
"Neural patterns elicited by lexical processing in adolescents with specific language impairment: support for the procedural deficit hypothesis?","Journal of Neurodevelopmental Disorders","","14","1","10.1186/s11689-022-09419-z","Julia L. EvansMandy J. MaguireMarisa L. Sizemore","2022","http://link.springer.com/article/10.1186/s11689-022-09419-z","Article"
"Characterization of the DYX2 locus on chromosome 6p22 with reading disability, language impairment, and IQ","Human Genetics","","133","7","10.1007/s00439-014-1427-3","John D. EicherNatalie R. PowersLaura L. MillerKathryn L. MuellerSara MascherettiCecilia MarinoErik G. WillcuttJohn C. DeFriesRichard K. OlsonShelley D. SmithBruce F. PenningtonJ. Bruce TomblinSusan M. RingJeffrey R. Gruen","2014","http://link.springer.com/article/10.1007/s00439-014-1427-3","Article"
"Next-generation DNA sequencing identifies novel gene variants and pathways involved in specific language impairment","Scientific Reports","","7","1","10.1038/srep46105","Xiaowei Sylvia ChenRose H. ReaderAlexander HoischenJoris A. VeltmanNuala H. SimpsonClyde FrancksDianne F. NewburySimon E. Fisher","2017","http://link.springer.com/article/10.1038/srep46105","Article"
"Structural and Pragmatic Language Impairments in Children Evaluated for Autism Spectrum Disorder (ASD)","Journal of Autism and Developmental Disorders","","53","2","10.1007/s10803-020-04853-1","Lise ReindalTerje NærlandBernhard WeidleStian LydersenOle A. AndreassenAnne Mari Sund","2023","http://link.springer.com/article/10.1007/s10803-020-04853-1","Article"
"Defining language impairments in a subgroup of children with autism spectrum disorder","Science China Life Sciences","","58","10","10.1007/s11427-012-4297-8","Helen Tager-Flusberg","2015","http://link.springer.com/article/10.1007/s11427-012-4297-8","Article"
"Characterising the Long-Term Language Impairments of Children Following Cerebellar Tumour Surgery by Extracting Psycholinguistic Properties from Spontaneous Language","The Cerebellum","","","","10.1007/s12311-023-01563-z","Cheyenne SvaldiPhilippe PaquierStefanie KeulenHenrieke van ElpCoriene Catsman-BerrevoetsAnnet KingmaRoel JonkersSaskia KohnenVânia de Aguiar","2023","http://link.springer.com/article/10.1007/s12311-023-01563-z","Article"
"Language impairments in seropositive and seronegative autoimmune encephalitis","Neurological Sciences","","","","10.1007/s10072-024-07382-2","Sarah P. GriffithRobb WesselinghFiore D’ApranoNabil SeeryTiffany RushenChris KyndtBrian LongUdaya SeneviratneTomas KalincikKatherine BuzzardHelmut ButzkuevenTerence J. O’BrienRubina AlpitsisCharles B. MalpasMastura Monif","2024","http://link.springer.com/article/10.1007/s10072-024-07382-2","Article"
"Association of cortical and subcortical microstructure with disease severity: impact on cognitive decline and language impairments in frontotemporal lobar degeneration","Alzheimer's Research & Therapy","","15","1","10.1186/s13195-023-01208-7","Wencai DingPeng RenLiye YiYao SiFan YangZhipeng LiHongbo BaoShi YanXinyu ZhangSiyang LiXia LiangLifen Yao","2023","http://link.springer.com/article/10.1186/s13195-023-01208-7","Article"
"Correlating natural language processing and automated speech analysis with clinician assessment to quantify speech-language changes in mild cognitive impairment and Alzheimer’s dementia","Alzheimer's Research & Therapy","","13","1","10.1186/s13195-021-00848-x","Anthony YeungAndrea IaboniElizabeth RochonMonica LavoieCalvin SantiagoMaria YanchevaJekaterina NovikovaMengdan XuJessica RobinLiam D. KaufmanFariya Mostafa","2021","http://link.springer.com/article/10.1186/s13195-021-00848-x","Article"
"Progressive amnestic cognitive impairment in a middle-aged patient with developmental language disorder: a case report","Journal of Medical Case Reports","","14","1","10.1186/s13256-020-02483-w","Masahiko TakayaKazunari IshiiKaori KiguchiKazumasa SaigohOsamu Shirakawa","2020","http://link.springer.com/article/10.1186/s13256-020-02483-w","Article"
"Value of early intervention for hearing impairment on language and speech acquisition","The Egyptian Journal of Otolaryngology","","30","3","10.4103/1012-5574.138483","Ebtessam NadaAhmad KhaterAmal Saeed","2014","http://link.springer.com/article/10.4103/1012-5574.138483","Article"
"Outcome of language therapy in bimodal-fit children versus unilateral cochlear implant children in bilateral sensorineural hearing impairment: a case-control study","The Egyptian Journal of Otolaryngology","","38","1","10.1186/s43163-022-00266-2","Megahed M. HassanAhmed Mamdouh EmamAmal Fouad SayedAhlam Abdel-Salam Nabieh El-Adawy","2022","http://link.springer.com/article/10.1186/s43163-022-00266-2","Article"
"17q23.2q23.3 de novo duplication in association with speech and language disorder, learning difficulties, incoordination, motor skill impairment, and behavioral disturbances: a case report","BMC Medical Genetics","","18","1","10.1186/s12881-017-0479-3","Karen WesselJehan SuleimanTamam E. KhalafShivendra KishoreArndt RolfsAyman W. El-Hattab","2017","http://link.springer.com/article/10.1186/s12881-017-0479-3","Article"
"Pragmatic Abilities in Children with Congenital Visual Impairment: An Exploration of Non-literal Language and Advanced Theory of Mind Understanding","Journal of Autism and Developmental Disorders","","42","11","10.1007/s10803-012-1500-5","Judith PijnackerMathijs P. J. VervloedBert Steenbergen","2012","http://link.springer.com/article/10.1007/s10803-012-1500-5","Article"
"Language training for oral and written naming impairment in primary progressive aphasia: a review","Translational Neurodegeneration","","10","1","10.1186/s40035-021-00248-z","Ilaria PagnoniElena GobbiEnrico PremiBarbara BorroniGiuliano BinettiMaria CotelliRosa Manenti","2021","http://link.springer.com/article/10.1186/s40035-021-00248-z","Article"
"Automatic detection of cognitive impairment in elderly people using an entertainment chatbot with Natural Language Processing capabilities","Journal of Ambient Intelligence and Humanized Computing","","14","12","10.1007/s12652-022-03849-2","Francisco de Arriba-PérezSilvia García-MéndezFrancisco J. González-CastañoEnrique Costa-Montenegro","2023","http://link.springer.com/article/10.1007/s12652-022-03849-2","Article"
"Development of a machine learning model to predict mild cognitive impairment using natural language processing in the absence of screening","BMC Medical Informatics and Decision Making","","22","1","10.1186/s12911-022-01864-z","Robert B. PenfoldDavid S. CarrellDavid J. CronkiteChester PabiniakTammy DoddAshley MH GlassEric JohnsonElla ThompsonH. Michael ArrighiPaul E. Stang","2022","http://link.springer.com/article/10.1186/s12911-022-01864-z","Article"
"Posters","JNHA - The Journal of Nutrition, Health and Aging","","13","1","10.1007/s12603-009-0095-9","","2009","http://link.springer.com/article/10.1007/s12603-009-0095-9","Article"
"Abstracts of the 52nd Annual Conference of the Italian Society of Neurology","Neurological Sciences","","43","1","10.1007/s10072-022-06531-9","","2022","http://link.springer.com/article/10.1007/s10072-022-06531-9","Article"
"Electrocortical Dynamics in Children with a Language-Learning Impairment Before and After Audiovisual Training","Brain Topography","","29","3","10.1007/s10548-015-0466-y","Sabine HeimNaseem ChoudhuryApril A. Benasich","2016","http://link.springer.com/article/10.1007/s10548-015-0466-y","Article"
"Speech assessment tool methods for speech impaired children: a systematic literature review on the state-of-the-art in Speech impairment analysis","Multimedia Tools and Applications","","82","22","10.1007/s11042-023-14913-0","Gowri Prasood UshaJohn Sahaya Rani Alex","2023","http://link.springer.com/article/10.1007/s11042-023-14913-0","Article"
"Joint Congress of European Neurology 31 May–3 June 2014 Istanbul, Turkey","Journal of Neurology","","261","1","10.1007/s00415-014-7337-4","","2014","http://link.springer.com/article/10.1007/s00415-014-7337-4","Article"
"Abstracts of the 18th Congress of the European Geriatric Medicine Society","European Geriatric Medicine","","13","1","10.1007/s41999-022-00711-8","","2022","http://link.springer.com/article/10.1007/s41999-022-00711-8","Article"
"Theory of mind in mild cognitive impairment and Parkinson’s disease: The role of memory impairment","Cognitive, Affective, & Behavioral Neuroscience","","24","1","10.3758/s13415-023-01142-z","Gianpaolo MaggiChiara GiacobbeCarmine VitaleMarianna AmboniIgnacio ObesoGabriella Santangelo","2024","http://link.springer.com/article/10.3758/s13415-023-01142-z","Article"
"Language in autism: domains, profiles and co-occurring conditions","Journal of Neural Transmission","","130","3","10.1007/s00702-023-02592-y","Jeannette SchaefferMuna Abd El-RaziqElena CastroviejoStephanie DurrlemanSandrine FerréIleana GramaPetra HendriksMikhail KissineMarta ManentiTheodoros MarinisNatalia MeirRama NovogrodskyAlexandra PerovicFrancesca PanzeriSilvia SilleresiNufar Sukenik","2023","http://link.springer.com/article/10.1007/s00702-023-02592-y","Article"
"Associations between ethnicity, place of residence, hearing status of family and habilitation of children with hearing impairment","Israel Journal of Health Policy Research","","9","1","10.1186/s13584-020-00394-1","Ester GoldblatDori RivkinViacheslav Konstantinov","2020","http://link.springer.com/article/10.1186/s13584-020-00394-1","Article"
"Rivastigmine in moderately severe-to-severe Alzheimer’s disease: Severe Impairment Battery factor analysis","Alzheimer's Research & Therapy","","5","6","10.1186/alzrt229","Steven FerrisStella KarantzoulisMonique SomogyiXiangyi Meng","2013","http://link.springer.com/article/10.1186/alzrt229","Article"
"Exploring the health literacy status of people with hearing impairment: a systematic review","Archives of Public Health","","81","1","10.1186/s13690-023-01216-x","Zhaoyan PiaoHanbin LeeYeongrok MunHankil LeeEuna Han","2023","http://link.springer.com/article/10.1186/s13690-023-01216-x","Article"
"Effects of a prosody rehabilitation program on expression of affect in preschool children with hearing impairment: a randomized trial","The Egyptian Journal of Otolaryngology","","37","1","10.1186/s43163-021-00119-4","Ossama A. SobhyRania M. AbdouSara M. IbrahimNesrine H. Hamouda","2021","http://link.springer.com/article/10.1186/s43163-021-00119-4","Article"
"Neuropsychological Test Norms for the Assessment of HIV-Associated Neurocognitive Impairment Among South African Adults","AIDS and Behavior","","27","9","10.1007/s10461-023-04029-9","Melanie DeistSharain SulimanMartin KiddDonald FranklinMariana ChernerRobert K. HeatonGeorgina SpiesSoraya Seedat","2023","http://link.springer.com/article/10.1007/s10461-023-04029-9","Article"
"Abstracts of the 51st Annual Conference of the Italian Society of Neurology","Neurological Sciences","","41","1","10.1007/s10072-020-04753-3","","2020","http://link.springer.com/article/10.1007/s10072-020-04753-3","Article"
"Impairment and Functional Interventions for Aphasia: Having it All","Current Physical Medicine and Rehabilitation Reports","","2","2","10.1007/s40141-014-0050-5","Elizabeth E. GallettaA. M. Barrett","2014","http://link.springer.com/article/10.1007/s40141-014-0050-5","Article"
"Effects of donepezil 23 mg on Severe Impairment Battery domains in patients with moderate to severe Alzheimer's disease: evaluating the impact of baseline severity","Alzheimer's Research & Therapy","","5","1","10.1186/alzrt166","Steven FerrisJeffrey CummingsDaniel ChristensenRachelle DoodyMartin FarlowMarwan SabbaghLiang LiuJoan MackellRandi Fain","2013","http://link.springer.com/article/10.1186/alzrt166","Article"
"Frontal-executive dysfunction affects dementia conversion in patients with amnestic mild cognitive impairment","Scientific Reports","","10","1","10.1038/s41598-020-57525-6","Young Hee JungSeongbeom ParkHyemin JangSoo Hyun ChoSeung Joo KimJun Pyo KimSung Tae KimDuk L. NaSang Won SeoHee Jin Kim","2020","http://link.springer.com/article/10.1038/s41598-020-57525-6","Article"
"Communication Bridge™-2 (CB2): an NIH Stage 2 randomized control trial of a speech-language intervention for communication impairments in individuals with mild to moderate primary progressive aphasia","Trials","","23","1","10.1186/s13063-022-06162-7","Angela C. RobertsAlfred W. RademakerElizabeth Ann SalleyAimee MooneyDarby MorhardtMelanie Fried-OkenSandra WeintraubMarsel MesulamEmily Rogalski","2022","http://link.springer.com/article/10.1186/s13063-022-06162-7","Article"
"Speaking up for the lost voices: representation and inclusion of people with communication impairment in brain tumour research","Supportive Care in Cancer","","31","6","10.1007/s00520-023-07804-5","Fiona MengerHarriet CresswellJoanne LewisAnna VolkmerLinda Sharp","2023","http://link.springer.com/article/10.1007/s00520-023-07804-5","Article"
"The 'hidden' burden of malaria: cognitive impairment following infection","Malaria Journal","","9","1","10.1186/1475-2875-9-366","Sumadhya D FernandoChaturaka RodrigoSenaka Rajapakse","2010","http://link.springer.com/article/10.1186/1475-2875-9-366","Article"
"A case of Landau-Kleffner syndrome with SLC26A4-related hearing impairment","Acta Epileptologica","","4","1","10.1186/s42494-021-00067-9","Pan GongXianru JiaoZhixian Yang","2022","http://link.springer.com/article/10.1186/s42494-021-00067-9","Article"
